"","Table 1#1#6# Real Gross Domestic Product, Chained Dollars       ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47"
"11","4","    Durable goods","DDURRX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510.5,548.6,593.3,665.6,752,818,862.4,927.9,989.1,1060.9,1123.4,1174.2,1232.4,1171.8,1109.1,1178.3,1262.6,1360.9
"12","5","    Nondurable goods","DNDGRX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1437.7,1479.2,1522.7,1580.2,1660.7,1714.5,1745.4,1780.1,1840.7,1892.8,1953.4,2005,2042.9,2019.1,1982.8,2029.3,2075.2,2094.5
"13","6","  Services","DSERRX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4208.5,4331.7,4465.3,4662.1,4853.1,5093.6,5219.1,5318.5,5418.2,5562.7,5726.8,5875.6,5990.2,6017,5930.6,5987.6,6101.5,6176.6
"14","7","Gross private domestic investment","A006RX1",506.6,473.4,527.3,589.8,658.9,610.3,502.2,603.7,694.9,778.7,803.5,715.2,779.6,670.3,732.8,948.7,939.8,933.5,962.2,984.9,1024.4,989.9,909.4,983.1,1070.9,1216.4,1254.3,1365.3,1535.2,1688.9,1837.6,1963.1,1825.2,1800.4,1870.1,2058.2,2172.3,2231.8,2159.5,1939.8,1458.1,1658,1744,1914.4
"15","8","  Fixed investment","A007RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1231.2,1341.6,1465.4,1624.4,1775.5,1906.8,1870.7,1791.5,1854.7,1992.5,2122.3,2172.7,2130.6,1978.6,1602.2,1598.7,1704.5,1853.1
"16","9","    Nonresidential","A008RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787.9,861.5,965.5,1081.4,1194.3,1311.3,1274.8,1173.7,1189.6,1263,1347.3,1455.5,1550,1537.6,1259.8,1268.5,1378.2,1487.9
"17","10","      Structures","B009RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,361.4,387.9,407.7,408.2,440,433.3,356.6,343,346.7,351.8,384,438.2,466.4,368.1,310.6,319.2,353.5
"18","11","      Equipment and software","B010RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,489.4,541.4,615.9,705.2,805,889.2,860.6,824.2,850,917.3,995.6,1071.1,1106.8,1059.4,885.2,963.9,1070,1143.8
"19","12","    Residential","A011RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.1,492.5,501.8,540.4,574.2,580,583.3,613.8,664.3,729.5,775,718.2,584.2,444.4,344.8,332.2,327.6,367.1
"20","13","  Change in private inventories","A014RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1,31.2,77.4,71.6,68.5,60.2,-41.8,12.8,17.3,66.3,50,59.4,27.7,-36.3,-139,50.9,31,43
"21","14","Net exports of goods and services","A019RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98.8,-110.7,-139.8,-252.5,-356.4,-451.3,-471.8,-548.5,-603.7,-687.9,-722.7,-729.4,-648.8,-494.8,-355.2,-419.7,-408,-400.7
"22","15","  Exports","A020RX1",158.3,175.3,178.3,191.7,227.8,245.8,244.3,255,261.1,288.6,317.2,351.4,355.7,328.5,320.1,346.2,356.7,384.1,425.4,493.5,550.2,599.7,639.5,683.5,705.9,767.4,845.1,915.3,1024.3,1047.7,1093.4,1187.4,1120.8,1098.3,1116,1222.5,1305.1,1422.1,1554.4,1649.3,1498.7,1665.6,1776.9,1837.3
"23","16","    Goods","A253RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,574.8,625.5,715.4,731.4,759.2,843.4,791.2,762.7,776.4,842.6,906.1,991.5,1088.1,1157,1018.6,1164.1,1247.6,1300.4
"24","17","    Services","A646RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272.6,291.7,308.9,316.4,334.6,343.5,329.3,335.6,339.6,380,399,430.6,466.3,492.3,479.6,501.9,529.8,537.5
"25","18","  Imports","A021RX1",226.7,236.4,249,277,289.9,283.3,251.8,301.1,334,362.9,369,344.5,353.5,349.1,393.1,488.8,520.5,565,598.4,621.9,649.3,672.6,671.6,718.7,780.8,873.9,943.9,1026,1164.1,1300.2,1449.9,1638.7,1592.6,1646.8,1719.7,1910.4,2027.8,2151.5,2203.2,2144,1853.8,2085.2,2184.9,2238
"26","19","    Goods","A255RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,765.5,837.2,957.9,1071.4,1205,1366.7,1323.1,1372.2,1439.9,1599.3,1708,1809.1,1856.1,1784.8,1506.4,1730.3,1820,1858.2
"27","20","    Services","B656RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180.9,190.3,206.9,229.4,244.9,271.7,269.6,274.5,279.8,311,319.8,342.4,347.1,359.8,347.8,356.6,366.6,381.9
"28","21","Government consumption expenditures and gross investment","A822RX1",1264.3,1233.7,1206.9,1198.1,1193.9,1224,1251.6,1257.2,1271,1308.4,1332.8,1358.8,1371.2,1395.3,1446.3,1494.9,1599,1696.2,1737.1,1758.9,1806.8,1864,1884.4,1893.2,1878.2,1878,1888.9,1907.9,1943.8,1985,2056.1,2097.8,2178.3,2279.6,2330.5,2362,2369.9,2402.1,2434.2,2497.4,2589.4,2605.8,2523.9,2481.1
"29","22","  Federal","A823RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,704.1,696,689.1,681.4,694.6,698.1,726.5,779.5,831.1,865,876.3,894.9,906.1,971.1,1030.6,1076.8,1047,1024.1
"30","23","    National defense","A824RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.8,470.4,457.2,447.5,455.8,453.5,470.7,505.3,549.2,580.4,589,598.4,611.8,657.7,696.9,717.6,699.1,677.3
"31","24","    Nondefense","A825RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,227.5,225.7,231.9,233.7,238.7,244.4,255.5,273.9,281.7,284.6,287.3,296.6,294.2,313.3,333.7,359.2,347.9,347
"32","25","  State and local","A829RX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1183.6,1211.1,1254.3,1303.8,1361.8,1400.1,1452.3,1500.6,1499.7,1497.1,1493.6,1507.2,1528.1,1528.1,1561.8,1534.1,1482,1461.7
"33","26","Residual","A960RX1",-120.5,-118.6,-97.3,-76.9,-45.6,-52.5,-83.5,-69.4,-54.2,-30.1,-12.2,-11.4,7.5,-54,-71.6,-43.1,-69.9,-90.7,-87.3,-72.3,-60.4,-67.6,-75.1,-64.3,-56.6,-41,-179.2,-157.1,-121.3,-90.1,-51.2,-25.6,-31.1,-22.2,-13.1,-3.7,-0.2,-1.8,-1.3,16.3,39.9,20.2,-7.8,-30
"34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Note. Chained (2005) dollar series are calculated as the product of the chain-type quantity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","index and the 2005 current-dollar value of the corresponding series, divided by 100. Because",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","the formula for the chain-type quantity indexes uses weights of more than one period, the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","corresponding chained-dollar estimates are usually not additive. The residual line is the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","difference between the first line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
