"","Table 3#11#5# National Defense Consumption Expenditures and Gros","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164"
"11","The Bureau of Economic Analysis (BEA) generally does not include estimates at ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","this level of precision in the published tables because the associated sampling ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","and nonsampling errors are larger than this implied level of precision. Compared ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","with the published aggregates, the million-dollar estimates ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","are generally not any more accurate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","Line",NA,NA,"1972","1972","1972","1972","1973","1973","1973","1973","1974","1974","1974","1974","1975","1975","1975","1975","1976","1976","1976","1976","1977","1977","1977","1977","1978","1978","1978","1978","1979","1979","1979","1979","1980","1980","1980","1980","1981","1981","1981","1981","1982","1982","1982","1982","1983","1983","1983","1983","1984","1984","1984","1984","1985","1985","1985","1985","1986","1986","1986","1986","1987","1987","1987","1987","1988","1988","1988","1988","1989","1989","1989","1989","1990","1990","1990","1990","1991","1991","1991","1991","1992","1992","1992","1992","1993","1993","1993","1993","1994","1994","1994","1994","1995","1995","1995","1995","1996","1996","1996","1996","1997","1997","1997","1997","1998","1998","1998","1998","1999","1999","1999","1999","2000","2000","2000","2000","2001","2001","2001","2001","2002","2002","2002","2002","2003","2003","2003","2003","2004","2004","2004","2004","2005","2005","2005","2005","2006","2006","2006","2006","2007","2007","2007","2007","2008","2008","2008","2008","2009","2009","2009","2009","2010","2010","2010","2010","2011","2011","2011","2011","2012"
"19",NA,NA,NA,"1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1","2","3","4","1"
"20","1","    National defense consumption expenditures and gross investment","A824RC1","87,660.0","89,760.0","84,048.0","86,260.0","89,236.0","89,240.0","85,944.0","88,116.0","91,748.0","94,908.0","96,048.0","99,552.0","100,692.0","100,260.0","105,980.0","108,664.0","108,656.0","109,976.0","111,520.0","114,196.0","117,936.0","121,204.0","121,688.0","122,728.0","125,144.0","129,424.0","131,752.0","135,624.0","138,320.0","143,364.0","146,092.0","152,952.0","160,468.0","165,016.0","167,728.0","178,624.0","184,828.0","193,792.0","197,772.0","208,528.0","213,784.0","222,712.0","228,528.0","238,540.0","241,256.0","248,740.0","252,380.0","259,980.0","273,864.0","279,392.0","280,180.0","292,676.0","298,228.0","306,008.0","318,028.0","322,460.0","318,356.0","329,316.0","342,332.0","333,212.0","340,724.0","349,316.0","355,388.0","354,488.0","354,420.0","353,784.0","350,808.0","359,900.0","353,868.0","362,116.0","368,716.0","363,656.0","370,948.0","372,548.0","369,544.0","382,492.0","389,196.0","388,528.0","382,000.0","372,732.0","372,100.0","375,160.0","382,900.0","376,984.0","364,704.0","361,936.0","360,068.0","365,312.0","348,500.0","352,572.0","364,580.0","349,452.0","351,728.0","352,052.0","349,344.0","342,072.0","355,400.0","358,856.0","352,628.0","352,408.0","343,884.0","351,908.0","350,196.0","353,376.0","333,992.0","347,308.0","352,292.0","350,708.0","350,976.0","352,924.0","365,012.0","375,636.0","360,552.0","376,920.0","372,712.0","374,004.0","383,700.0","389,700.0","395,604.0","402,812.0","420,292.0","431,936.0","440,408.0","458,180.0","466,356.0","507,244.0","503,052.0","515,108.0","535,904.0","545,632.0","565,400.0","556,204.0","578,488.0","586,064.0","606,112.0","585,524.0","615,484.0","624,060.0","623,304.0","636,576.0","637,616.0","656,996.0","674,692.0","679,892.0","706,020.0","724,692.0","758,436.0","762,128.0","747,668.0","771,556.0","789,040.0","791,400.0","803,520.0","817,992.0","831,308.0","823,948.0","809,048.0","830,644.0","844,028.0","816,072.0","808,320.0"
"21","2","Consumption expenditures \1\","A997RC1","80,644.0","81,152.0","77,644.0","78,416.0","79,328.0","79,924.0","78,264.0","80,080.0","81,956.0","84,224.0","84,352.0","87,460.0","88,956.0","89,864.0","91,216.0","93,436.0","93,416.0","96,040.0","95,584.0","98,120.0","100,808.0","103,640.0","105,180.0","106,980.0","109,360.0","111,848.0","113,864.0","115,668.0","119,140.0","123,512.0","122,432.0","130,056.0","136,036.0","141,012.0","144,572.0","153,056.0","159,184.0","165,016.0","167,736.0","177,244.0","182,976.0","186,964.0","193,872.0","200,768.0","203,256.0","208,152.0","209,436.0","214,020.0","227,016.0","231,644.0","233,716.0","238,968.0","246,232.0","249,048.0","256,744.0","262,676.0","261,576.0","268,644.0","273,124.0","268,192.0","276,784.0","282,232.0","286,224.0","289,020.0","293,320.0","292,420.0","289,844.0","298,220.0","292,140.0","300,756.0","302,468.0","302,204.0","307,380.0","306,832.0","302,668.0","314,992.0","325,712.0","322,460.0","317,772.0","312,868.0","311,600.0","312,884.0","320,076.0","316,360.0","308,824.0","306,060.0","306,204.0","308,964.0","299,028.0","299,480.0","307,184.0","297,564.0","299,064.0","298,640.0","298,836.0","291,368.0","299,708.0","305,336.0","301,652.0","306,000.0","300,868.0","308,388.0","302,748.0","306,044.0","291,348.0","302,316.0","303,416.0","304,208.0","306,584.0","304,672.0","314,336.0","326,252.0","311,572.0","328,184.0","322,948.0","324,652.0","335,432.0","338,484.0","343,368.0","350,776.0","368,244.0","375,156.0","380,344.0","398,900.0","406,992.0","444,932.0","439,092.0","449,712.0","470,152.0","477,724.0","492,524.0","484,436.0","507,500.0","511,724.0","529,416.0","510,708.0","538,320.0","541,248.0","543,660.0","552,304.0","555,784.0","568,996.0","585,840.0","590,856.0","614,204.0","620,876.0","648,488.0","649,568.0","641,948.0","659,500.0","674,608.0","680,496.0","690,964.0","701,560.0","713,064.0","702,720.0","701,020.0","723,384.0","733,172.0","709,940.0","708,372.0"
"22","3","  Gross output of general government","W085RC1","81,180.0","81,948.0","78,252.0","79,176.0","80,040.0","81,212.0","79,580.0","81,072.0","83,456.0","85,912.0","85,956.0","88,976.0","91,076.0","91,516.0","91,680.0","94,048.0","94,008.0","96,692.0","96,232.0","98,652.0","101,548.0","104,724.0","106,076.0","107,528.0","110,064.0","112,628.0","114,824.0","116,832.0","120,184.0","124,384.0","123,260.0","131,176.0","137,108.0","142,024.0","146,004.0","154,668.0","160,968.0","166,240.0","169,684.0","178,648.0","184,940.0","188,676.0","195,236.0","203,240.0","204,644.0","209,416.0","210,476.0","215,580.0","228,544.0","233,124.0","236,072.0","240,436.0","247,620.0","250,756.0","258,844.0","264,480.0","263,012.0","270,492.0","275,164.0","270,232.0","278,916.0","284,344.0","288,668.0","290,824.0","295,472.0","294,728.0","292,976.0","300,200.0","294,548.0","303,204.0","305,044.0","304,532.0","310,068.0","309,284.0","306,192.0","319,448.0","328,876.0","326,068.0","321,744.0","315,540.0","315,496.0","317,648.0","324,556.0","319,248.0","312,968.0","310,380.0","311,516.0","312,228.0","304,628.0","306,184.0","312,008.0","304,284.0","303,344.0","301,976.0","302,072.0","295,236.0","303,236.0","309,288.0","306,280.0","310,164.0","304,312.0","312,300.0","306,136.0","309,236.0","295,124.0","304,580.0","307,716.0","306,404.0","308,240.0","307,808.0","318,588.0","329,296.0","315,872.0","330,640.0","326,288.0","326,884.0","339,996.0","341,288.0","346,524.0","354,408.0","371,928.0","378,540.0","386,368.0","402,920.0","411,184.0","449,912.0","444,084.0","453,688.0","474,196.0","482,244.0","498,176.0","488,636.0","512,956.0","517,180.0","535,300.0","515,348.0","543,880.0","547,904.0","549,708.0","557,048.0","561,040.0","574,132.0","590,984.0","596,328.0","620,036.0","626,848.0","654,484.0","655,484.0","647,912.0","665,376.0","680,644.0","686,472.0","697,040.0","707,716.0","719,348.0","709,084.0","707,336.0","729,684.0","739,520.0","716,328.0","714,832.0"
