"","Table 1#1#6B# Real Gross Domestic Product, Chained (1952) Dollar","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24"
"19","12","      Intellectual property products","Y001BX1",2,1.7,1.7,1.9,2.4,2.4,2.3,2.2,2.4,2.4,3,3.6,3.8,4.1,4.8,4.9,5.2,5.6,6,6.6,6.9
"20","13","    Residential","A011BX1",4.9,3,2.6,3,11.8,15.1,18.1,16.7,22.8,19.2,18.9,19.6,21.2,24.6,22.7,21.3,21.6,27,25.1,25.2,27.6
"21","14","  Change in private inventories","A014BX1",3.4,-1.2,-1.4,-2.6,8.3,-1.2,6.3,-3.3,6.3,8.7,3.5,2.2,-2.1,5.2,3.9,1,-0.2,4.5,3.9,3.5,7.2
"22","15","Net exports of goods and services","A019BX1",-2.6,-6.1,-6.2,-4.6,7.3,10.4,4.3,4.6,0.5,3.1,1.2,-1.4,0.2,0,1.5,2.5,-1.5,-1.7,1.7,2,0.6
"23","16","  Exports","A020BX1",6.6,5.5,6,8.3,18,20.5,16.2,16,14,17.2,16.5,15.4,16.1,17.8,20.8,22.6,19.5,21.5,25.3,25.4,26.7
"24","17","    Goods","A253BX1",5.2,4.1,4.4,6.6,15.2,17.5,13.6,13.5,11.6,14.2,13.4,12.5,13.3,14.6,17.2,18.5,15.7,15.6,19.3,19.4,20.2
"25","18","    Services","A646BX1",1.3,1.4,1.5,1.7,2.8,3,2.6,2.6,2.4,3,3,2.8,2.9,3.2,3.6,4,3.8,5.9,6,6,6.4
"26","19","  Imports","A021BX1",9.2,11.6,12.2,12.9,10.7,10.2,11.9,11.4,13.5,14.1,15.3,16.7,15.9,17.8,19.3,20.1,21,23.2,23.6,23.4,26.1
"27","20","    Goods","A255BX1",6.1,7,7.3,7.3,8.4,8.1,9.2,8.9,10.8,10.6,10.8,11.5,10.6,11.8,12.9,13.3,13.6,16,15.7,15.7,18
"28","21","    Services","B656BX1",2.8,3.9,4.2,4.8,2.3,2.1,2.6,2.5,2.7,3.4,4.5,5.3,5.3,6,6.4,6.8,7.4,7.3,7.8,7.7,8.1
"29","22","Government consumption expenditures and gross investment","A822BX1",104.5,156.8,176.1,154.7,54.6,46.5,49.2,54.6,54.9,75.1,89.8,95.9,89.8,86.9,87.1,91.1,94.2,96.5,97.1,102.3,108.9
"30","23","  Federal","A823BX1",85.1,135.5,154.3,133.5,37.5,28.2,29.8,32.3,30.9,50.6,64.8,69.7,61.3,56.4,55.6,57.8,58,59.2,58.2,61,66.4
"31","24","    National defense","A824BX1",81.7,134.2,153.4,132.8,33.1,22.8,22.7,23.6,23.5,44,57.4,60.9,52.9,48.4,48.1,50.3,50.3,48.9,48.5,50.9,54.3
"32","25","    Nondefense","A825BX1",4.7,3.8,3.8,3.2,4.6,5.4,7.3,9,7.7,6.6,7.4,8.8,8.4,7.9,7.4,7.4,7.7,10.3,9.6,10,12.1
"33","26","  State and local","A829BX1",16.3,14.9,14.4,14.9,16.4,18.5,19.7,22.6,24.4,24.6,25,26.2,28.5,30.5,31.5,33.4,36.2,37.4,39,41.4,42.6
"34","27","Residual","A960BX1",-2.5,0.1,-0.1,1.6,0,0,-1.4,0,-1.1,-0.7,0.1,0.4,1,-0.9,-0.6,0.7,1.4,-0.2,-0.1,0.6,-0.1
"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Note. Chained (1952) dollar series are calculated as the product of the chain-type quantity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","index rebased with the reference year 1952 equal to 100 and of the 1952 current-dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","value of the corresponding series, divided by 100.  Because the formula for the chain-type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","quantity indexes uses weights of more than one period, the corresponding chained-dollar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","estimates are usually not additive.  The residual line is the difference between the first",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
