"","Table 1#7#6# Relation of Real Gross Domestic Product, Real Gross","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"11","4","Equals: Gross national product","A001RX1",985.4,900.8,841.5,731.1,720.9,798.4,869.7,981.9,1033.3,998.2,1078.7,1171.8,1372.7,1624.9,1889.5,2041.9,2018.3,1799.7,1786.3,1866.4,1855.8,2018.2,2176.1,2259.4,2362.1,2348.2,2517.9,2569.1,2621.4,2595.1,2780.5,2850.6,2918.6,3096.8,3232.8,3420.4,3639.5,3873.1,3971.1,4164.1,4291.6
"12","5","Less: Consumption of fixed capital","A262RX1",84.7,86.6,86.5,84.3,82.1,80.4,80.6,81.9,84.5,85.8,86.8,89,94.2,105.4,123.2,143.8,156.6,158.2,154.9,153.7,154.5,156.9,162.5,170.3,179.3,187.6,194.7,201.7,208.4,216.2,220.8,225.1,231.5,239.3,248.7,259,272,287.5,303.1,318.2,333.6
"13","6","        Private","A024RX1",82.2,83.8,83.2,80.5,77.7,75.6,75.2,75.9,78,78.7,79,80.4,82.9,83.1,80.6,79.3,79.8,84.4,91.8,98.8,104.7,110.2,115.6,119.7,124.5,129.4,134.9,140.6,146,152.5,155.2,157.3,161.5,166.6,173.3,181,191.6,204.3,216.5,228.3,241.4
"14","7","        Government","A264RX1",8.1,8.6,9,9.4,9.7,10.1,10.5,11.2,11.7,12.4,13.1,13.8,16.7,27.4,47.8,70.9,84.5,81,69.1,59.6,53.5,49.5,49.4,53.7,58.5,62.2,64,65.2,66.4,67.6,69.7,72.3,74.5,77.5,80.4,83.1,85.3,88,91.6,94.8,96.9
"15","8","          General government","A265RX1",6.6,6.9,7.2,7.5,7.8,8,8.5,9,9.5,10,10.6,11.2,13.9,24.1,43.6,65.8,78.9,75.5,64.1,54.8,48.8,44.7,44.5,48.5,52.9,56.4,57.9,58.9,59.9,60.9,62.7,64.8,66.6,69.2,71.8,74.1,75.9,78.1,81.2,83.8,85.5
"16","9","          Government enterprises","A266RX1",1.9,2.1,2.2,2.4,2.5,2.5,2.6,2.7,2.8,3,3.1,3.3,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.7,3.8,4,4.2,4.5,4.7,4.9,5.1,5.3,5.6,5.8,6.2,6.5,6.9,7.3,7.7,8.1,8.6,9,9.5,10.1,10.7
"17","10","Equals: Net national product","A027RX1",905.3,817.5,757.5,647.7,639.9,720.9,793.6,906.7,956.4,918.6,1000.2,1093.5,1294,1539.7,1789.7,1920,1879.3,1653.3,1643.6,1727.9,1716,1881.2,2037.5,2113.2,2207.5,2181.7,2348.2,2391.6,2436.6,2398.1,2584.8,2651.8,2713.7,2888.1,3016.5,3197.2,3407,3628.2,3708.8,3888.6,4000
"18",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","11","  Gross domestic income \1\","A261RX1",969.8,896.8,826.5,722.1,709.5,789.6,867.4,963.9,1028.3,984.8,1057.7,1154.4,1362.5,1627,1900.1,2011.3,1977.4,1782.7,1759.6,1857.6,1832.2,1996.5,2138.4,2226.6,2322.6,2313.2,2485.9,2560,2601.4,2572.4,2759.8,2836,2900,3070.7,3210.9,3388.4,3602.7,3815.3,3921.1,4113.8,4249.4
"20","12","  Gross national income \2\","A023RX1",978.2,904.8,833.1,727.4,714,793.6,872.2,967.8,1033.7,990.3,1063.6,1159.2,1369.1,1633.6,1906.5,2018,1983.2,1790.3,1769.8,1869.8,1843.2,2008.8,2153.3,2242.2,2337.6,2329.1,2503.6,2579.3,2621.8,2589.9,2777.9,2855.7,2921.7,3095.1,3237,3416.5,3632.1,3842.8,3949.8,4144.4,4279.2
"21","13","  Net domestic product","A362RX1",896.7,809.4,750.9,642.4,635.4,716.9,788.9,902.7,950.9,912.9,994.3,1088.5,1287.3,1533,1783.3,1913.3,1873.5,1645.8,1633.4,1715.7,1704.8,1868.8,2022.3,2097.5,2192.5,2165.7,2330.3,2372,2416,2380.4,2566.6,2631.9,2691.7,2863.4,2990,3168.6,3377.1,3600.1,3679.8,3857.4,3969.8
"22","14","  Net domestic income \3\","W256RX1",889.4,813.5,742.4,638.6,628.4,712,791.4,888.4,951.3,904.8,978.7,1075.6,1283.5,1542.1,1800.9,1888.7,1837.6,1636.2,1616.3,1719.2,1691.7,1859.1,1998.6,2079.6,2167,2145.9,2315.4,2382.8,2416.4,2375,2563.9,2637.3,2694.9,2861.6,2994.4,3164.5,3369.3,3568.9,3657.7,3837.1,3957
"23","15","  Net domestic purchases","W367RX1",913.8,827.4,769.5,659.9,653.5,735,816.2,931.3,976.3,927.5,1010.3,1101,1313.7,1584.6,1863.4,1997.5,1941.7,1626,1592.8,1718.4,1705.6,1898.6,2037.6,2127.5,2240.8,2203.5,2372.3,2404.9,2443.1,2431.5,2621.9,2667.4,2726.9,2909.2,3031,3201.2,3425.2,3664.6,3755.2,3949.9,4066.7
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","1. Gross domestic income deflated by the implicit price deflator for gross domestic product.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2. Gross national income deflated by the implicit price deflator for gross national product.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","3. Net domestic income deflated by the implicit price deflator for net domestic product.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Note. Except as noted in footnotes 1, 2 and 3, chained (2005) dollar series are calculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","as the product of the chain-type quantity index and the 2005 current-dollar value of the corresponding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","series, divided by 100. Because the formula for the chain-type quantity indexes uses weights of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","more than one period, the corresponding chained-dollar estimates are usually not additive.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
