"","Table 1#7#6# Relation of Real Gross Domestic Product, Real Gross","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"21","13","  Net domestic product","A362RX1",3969.8,3960.1,4093.3,4318.4,4571,4519,4488.8,4742.5,4964.5,5248,5398.4,5348.4,5473,5319.1,5568.9,5993.3,6230.1,6434.4,6627.5,6899.1,7139.5,7253.6,7204.3,7454.8,7662.4,7976.2,8156.4,8447.5,8810.4,9168.7,9584.7,9946.3,9996.9,10153.2,10399.4,10775.5,11097,11377.8,11567.8,11514.3,11137.3
"22","14","  Net domestic income \3\","W256RX1",3957,3930.9,4048.6,4283.6,4541.5,4485.8,4438.2,4673.6,4906,5180.7,5286.3,5249.3,5399.8,5310.1,5479.2,5938.6,6159.1,6323.2,6575.2,6913.8,7056.6,7134,7095.3,7308.3,7485.7,7837.7,8091,8415.9,8827.1,9269.3,9667.2,10098.3,10111.4,10177.3,10381.8,10783.6,11176.7,11591.6,11547.9,11388.7,10974.5
"23","15","  Net domestic purchases","W367RX1",4066.7,4041.2,4186.3,4426.3,4643.6,4552,4476.2,4787.3,5049.6,5331.6,5442.9,5291.5,5423.3,5308.6,5639,6162.7,6428,6653.6,6834.6,7044,7243.4,7322.3,7220.7,7474.2,7729.5,8079.6,8249.6,8553.6,8947,9424.3,9945.7,10401.8,10475.4,10707.9,11007.9,11464.2,11819.7,12107.2,12222.8,12015.5,11491.7
"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","1. Gross domestic income deflated by the implicit price deflator for gross domestic product.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2. Gross national income deflated by the implicit price deflator for gross national product.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","3. Net domestic income deflated by the implicit price deflator for net domestic product.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Note. Except as noted in footnotes 1, 2 and 3, chained (2005) dollar series are calculated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","as the product of the chain-type quantity index and the 2005 current-dollar value of the corresponding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","series, divided by 100. Because the formula for the chain-type quantity indexes uses weights of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","more than one period, the corresponding chained-dollar estimates are usually not additive.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
