"","Table 1#5#3# Real Gross Domestic Product, Expanded Detail, Quant","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"33","26","Gross private domestic investment","B006RA3",4.684,3.125,1.963,0.592,0.872,1.575,2.917,3.74,4.67,3.087,3.97,5.53,6.754,3.569,2.107,2.603,3.437,8.811,8.465,10.814,8.256,11.657,11.692,10.573,11.07,10.556,13.12,12.942,12.378,11.354,13.653,13.65,13.561,15.283,16.309,17.654,20.131,21.905,20.903,22.12,23.409
"34","27","  Fixed investment","B007RA3",6.282,4.814,3.338,1.941,1.715,2.218,2.875,3.829,4.488,3.556,4.268,5.127,5.85,3.302,2.548,3.129,4.284,7.901,9.504,10.467,9.568,11.428,10.946,10.74,11.491,11.67,13.19,13.24,13.097,12.158,13.855,13.974,13.931,15.19,16.367,17.948,19.781,20.915,20.53,21.962,23.329
"35","28","    Nonresidential","B008RA3",5.455,4.496,2.945,1.763,1.589,2.025,2.566,3.47,4.156,3.048,3.401,4.21,4.957,2.918,2.439,3.238,4.55,6.71,7.808,8.217,7.463,8.148,8.526,8.36,9.112,8.917,9.905,10.47,10.63,9.462,10.215,10.796,10.729,11.666,12.315,13.777,16.177,18.2,17.955,18.756,20.181
"36","29","      Structures","B009RA3",33.695,28.836,18.557,11.365,8.816,9.94,11.028,14.477,18.358,14.689,15.5,17.596,20.899,12.917,9.387,12.292,16.574,32.74,29.776,31.334,30.294,32.461,34.946,34.809,37.902,39.201,42.011,46.421,46.396,43.866,44.917,48.488,49.151,51.393,51.986,57.399,66.553,71.109,69.313,70.299,74.096
"37","30","      Equipment and software","B010RA3",2.26,1.792,1.196,0.7,0.717,0.991,1.351,1.853,2.154,1.5,1.731,2.243,2.63,1.509,1.355,1.812,2.595,3.236,4.399,4.63,4.058,4.479,4.61,4.478,4.883,4.61,5.241,5.38,5.52,4.715,5.275,5.499,5.393,6.017,6.524,7.356,8.705,10.098,10.031,10.656,11.598
"38","31","        Information processing equipment and software","A679RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108,0.143,0.147,0.131,0.146,0.16,0.185,0.203,0.183,0.21,0.243,0.276,0.246,0.269,0.33,0.362,0.402,0.476,0.546,0.648,0.854,0.916,0.975,1.186
"39","32","          Computers and peripheral equipment","B935RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.001,0.001,0.002,0.003,0.004,0.005,0.008
"40","33","          Software \4\","B985RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,0.039,0.052,0.072,0.146,0.181,0.232,0.359,0.421,0.473,0.636
"41","34","          Other","A937RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.594,2.108,2.166,1.936,2.143,2.36,2.717,2.991,2.693,3.095,3.583,4.056,3.624,3.943,4.533,4.811,5.133,5.324,5.817,6.579,7.749,7.786,7.99,9.255
"42","35","        Industrial equipment","A680RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.429,28.803,26.644,20.531,23.716,26.628,27.674,30.478,31.419,31.179,34.426,34.858,29.05,29.49,31.797,30.099,31.645,34.185,38.635,45.549,52.383,52.592,51.549,54.973
"43","36","        Transportation equipment","A681RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.069,15.582,16.217,16.125,17.849,17.145,14.155,16.843,14.749,18.773,16.868,18.026,13.147,17.422,17.947,16.965,20.917,20.248,22.907,28.697,31.56,30.517,36.694,38.16
"44","37","        Other equipment","A862RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.506,18.069,22.054,18.564,19.627,19.722,19.926,19.455,18.316,21.508,22.195,20.965,21.262,22.836,20.968,20.755,22.144,25.742,28.512,31.678,35.621,33.649,34.068,36.37
"45","38","    Residential","B011RA3",9.787,5.949,4.976,2.628,2.147,2.938,4.111,5.206,5.661,5.692,8.063,9.093,9.662,4.888,2.904,2.5,2.94,12.339,15.902,19.027,17.589,24.066,20.146,19.786,20.486,22.184,25.778,23.68,22.231,22.465,28.172,26.167,26.24,28.756,32.145,34.013,33.02,30.065,29.119,33.089,34.066
"46","39","  Change in private inventories","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","40","    Farm","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","41","    Nonfarm","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","42","Net exports of goods and services","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","43","  Exports","B020RA3",2.908,2.404,1.998,1.565,1.575,1.751,1.846,1.939,2.442,2.416,2.551,2.902,2.975,1.965,1.656,1.779,2.493,5.384,6.138,4.834,4.789,4.194,5.139,4.917,4.587,4.809,5.323,6.202,6.742,5.831,6.432,7.548,7.588,7.971,8.541,9.547,9.815,10.495,10.737,11.58,12.14
"51","44","    Goods","B253RA3",3.122,2.565,2.121,1.644,1.637,1.804,1.891,1.99,2.501,2.541,2.681,3.08,3.159,1.94,1.516,1.627,2.442,5.643,6.489,5.024,4.992,4.314,5.253,4.982,4.645,4.908,5.425,6.361,6.865,5.824,5.783,7.139,7.175,7.494,8.083,9.19,9.239,9.88,9.927,10.713,11.274
"52","45","    Services","B646RA3",1.888,1.643,1.411,1.175,1.263,1.49,1.632,1.699,2.164,1.84,1.946,2.099,2.149,1.9,2.007,2.16,2.425,3.939,4.283,3.738,3.64,3.408,4.307,4.294,4.018,4.071,4.534,5.129,5.767,5.404,8.365,8.5,8.552,9.141,9.605,10.18,11.215,11.986,12.932,13.925,14.442
"53","46","  Imports","B021RA3",2.423,2.107,1.838,1.525,1.589,1.623,2.127,2.102,2.366,1.839,1.931,1.978,2.432,2.208,2.784,2.914,3.098,2.568,2.438,2.845,2.744,3.244,3.371,3.668,4.012,3.815,4.274,4.621,4.815,5.044,5.575,5.649,5.611,6.248,6.416,6.757,7.476,8.587,9.213,10.586,11.189
"54","47","    Goods","B255RA3",2.263,1.908,1.666,1.347,1.513,1.547,2.126,2.048,2.29,1.746,1.901,1.994,2.354,1.633,1.889,1.959,1.952,2.256,2.165,2.481,2.384,2.911,2.854,2.911,3.08,2.844,3.176,3.459,3.559,3.659,4.295,4.224,4.218,4.843,5.039,5.372,6.132,7.099,7.473,9.016,9.51
"55","48","    Services","B656RA3",3.458,3.361,2.921,2.586,2.174,2.213,2.376,2.634,3.044,2.54,2.37,2.231,3.166,5.162,7.298,7.721,8.843,4.225,3.887,4.795,4.679,4.976,6.331,8.257,9.756,9.86,11.131,11.849,12.669,13.754,13.483,14.535,14.287,14.954,14.943,15.328,15.779,17.783,19.957,20.315,21.596
"56","49","Government consumption expenditures and gross investment","B822RA3",6.181,6.812,7.095,6.86,6.633,7.482,7.687,8.971,8.592,9.252,10.067,10.35,17.205,40.483,60.224,67.771,59.168,20.344,17.281,18.542,20.755,20.779,28.386,34.178,36.627,34.132,32.885,32.912,34.379,35.484,36.688,36.751,38.6,40.977,42.032,42.958,44.25,48.149,51.844,53.472,53.347
"57","50","  Federal","B823RA3",2.851,3.158,3.266,3.34,4.13,5.541,5.639,8.514,7.666,8.465,9.077,10.163,26.817,82.37,130.288,148.703,127.726,34.335,25.367,27.378,30.046,28.399,47.155,61.369,66.331,57.637,52.422,51.508,53.343,53.32,54.992,53.496,55.739,60.488,60.526,59.725,59.697,66.303,72.903,73.491,70.969
"58","51","    National defense","B824RA3",2.207,2.368,2.376,2.385,2.311,2.045,2.497,2.973,2.994,3.127,3.444,6.023,32.57,118.968,193.814,221.237,190.581,45.571,30.703,30.979,32.534,32.108,62.009,82.391,87.671,75.095,67.893,67.389,70.237,69.881,68.485,67.385,70.368,74.623,72.838,69.951,68.481,78.306,88.567,90.001,85.556
"59","52","      Consumption expenditures","B997RA3",2.905,3.031,2.936,2.981,2.802,2.397,3.056,3.2,3.111,3.313,3.718,5.772,23.447,85.456,157.281,194.337,186.016,56.207,38.382,36.679,36.707,37.523,63.848,82.528,86.241,75.141,70.247,70.419,75.205,73.546,67.967,68.785,70.49,75.345,76.168,74.181,74.436,84.941,96.109,100.214,96.286
"60","53","      Gross investment","B788RA3",0.304,0.551,0.85,0.751,0.999,1.139,1.008,2.498,2.837,2.787,2.878,6.961,56.586,207.112,295.384,300.858,208.072,12.448,6.713,13.043,19.073,15.007,53.312,77.13,86.433,70.427,56.927,54.483,51.642,55.043,65.606,59.129,65.581,67.845,58.568,53.156,46.435,53.651,60.558,53.098,47.039
"61","54","    Nondefense","B825RA3",4.065,4.661,4.974,5.183,7.785,12.621,11.986,19.712,17.132,19.265,20.48,18.747,16.69,13.315,10.481,11.891,9.15,13.158,15.392,21.082,26.152,21.973,18.679,20.945,25.293,24.081,22.706,20.938,20.768,21.42,29.138,26.83,27.642,33.377,36.946,40.157,42.878,43.32,42.913,41.897,43.019
"62","55","      Consumption expenditures","B542RA3",4.762,5.22,5.122,4.579,6.883,12.157,9.289,21.018,18.02,20.926,23.206,20.818,14.891,12.802,9.371,13.904,8.754,15.415,16.621,23.354,28.473,22.089,18.441,21.663,28.24,27.156,26.667,23.415,22.684,22.661,32.777,28.741,28.447,34.662,37.746,40.393,42.261,42.467,44.434,44.473,46.77
"63","56","      Gross investment","B798RA3",2.153,2.934,4.037,5.927,8.889,12.21,16.461,14.318,13.019,13.087,11.644,11.618,18.098,12.63,11.489,6.401,8.733,5.35,10.64,12.965,17.404,19.773,17.73,17.218,15.099,13.626,9.752,12.446,13.891,16.481,16.504,19.461,23.548,27.479,32.323,37.079,42.341,43.528,35.365,30.937,28.082
"64","57","  State and local","B829RA3",10.62,11.69,12.197,11.629,10.421,10.956,11.306,11.371,11.369,12.035,13.229,12.794,11.982,10.867,9.876,9.525,9.855,10.837,12.329,13.112,15.108,16.349,16.475,16.749,17.578,19.115,20.494,21.156,22.408,24.312,25.232,26.338,27.961,28.818,30.552,32.626,34.813,36.998,38.868,41.168,42.557
"65","58","    Consumption expenditures","B991RA3",9.961,10.608,11.221,11.389,11.208,11.486,12.182,9.912,10.747,10.807,11.482,12.153,12.589,12.894,12.779,12.529,12.824,13.222,14.113,14.262,15.525,16.489,16.437,16.66,17.224,17.954,19.137,19.831,20.886,22.518,23.459,24.803,26.163,26.91,28.228,30.09,32.063,34.024,35.589,37.896,40.299
"66","59","    Gross investment","B799RA3",12.683,14.837,15.082,12.363,8.125,9.325,8.772,14.688,12.707,14.801,17.219,14.113,10.338,6.074,3.219,2.647,3.068,5.498,8.446,10.703,14.459,16.406,16.973,17.374,18.883,22.555,24.486,25.074,26.875,29.544,30.41,30.818,33.232,34.418,37.446,40.157,42.992,45.858,48.691,50.888,48.766
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","4. Excludes software ""embedded,"" or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
