"","Table 4# Chain-Type Quantity Indexes for Net Stock of Private Fi","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"55","40","        Office, including medical buildings \2\","kcntotl1soo10",83.975,84.774,86.25,87.928,90.325,93.238,96.365,100,103.077,104.547,105.421
"56","41","        Commercial \3\","kcntotl1scxx0",82.278,83.744,85.887,88.567,91.401,94.225,97.015,100,102.522,104.376,105.964
"57","42","      Hospitals and special care","kcntotl1sb300",84.48,86.942,88.879,90.865,93.232,95.529,97.759,100,102.033,104.47,106.972
"58","43","    Manufacturing","kcntotl1si000",91.229,92.24,93.92,95.792,97.412,99.11,99.676,100,99.945,98.475,96.803
"59","44","    Power and communication","kcntotl1suxx0",91.575,92.138,93.271,94.306,95.076,96.232,97.875,100,102.099,104.174,105.314
"60","45","      Power","kcntotl1su6x0",95.521,95.599,96.364,96.968,97.175,97.942,98.622,100,101.437,103.014,104.064
"61","46","        Electric","kcntotl1su300",95.559,95.376,95.898,96.533,96.854,97.293,98.065,100,101.989,104.073,105.374
"62","47","        Other power","kcntotl1su4x0",95.427,96.102,97.43,97.959,97.902,99.432,99.901,100,100.156,100.55,101.021
"63","48","      Communication","kcntotl1su200",81.22,83.075,85.171,87.299,89.495,91.66,95.853,100,103.895,107.329,108.715
"64","49","    Mining exploration, shafts, and wells","kcntotl1sm000",105.762,104.889,103.054,101.707,101.534,100.789,99.515,100,101.813,100.31,100.261
"65","50","      Petroleum and natural gas","kcntotl1sm010",106.019,104.847,102.849,101.343,101.201,100.547,99.342,100,102.138,100.684,100.753
"66","51","      Mining","kcntotl1sm020",104.413,105.624,104.966,104.852,104.409,102.867,101,100,98.733,96.742,95.586
"67","52","    Other structures","kcntotl1sb0x0",87.579,88.377,89.483,91.1,93.122,95.405,97.665,100,101.797,103.107,104.288
"68","53","      Religious","kcntotl1sb100",88.573,89.439,90.478,91.566,93.288,95.328,97.598,100,102.359,104.51,106.583
"69","54","      Educational","kcntotl1sb200",74.734,76.834,79.216,82.306,86.462,90.954,95.077,100,105.233,110.262,115.06
"70","55","      Other buildings \4\","kcntotl1sb400",77.781,78.738,80.328,83.335,87.06,91.391,95.887,100,102.981,104.602,105.946
"71","56","      Railroads","kcntotl1su100",101.691,101.067,100.498,100.301,100.346,100.665,100.447,100,99.587,99.309,99.017
"72","57","      Farm","kcntotl1sn000",101.31,100.714,99.964,99.575,99.334,99.353,99.533,100,99.597,99.516,99.182
"73","58","      Other \5\","kcntotl1so000",88.312,91.16,94.584,96.793,98.193,98.695,99.106,100,100.225,99.704,99.544
"74",NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","59","  Residential structures","kcrtotl1st000",83.248,85.389,87.432,89.721,92.022,94.573,97.286,100,102.685,105.545,108.746
"76",NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","60","    Housing units","kcrtotl1hh000",83.941,85.937,87.834,90,92.178,94.674,97.344,100,102.622,105.404,108.567
"78","61","      Permanent site","kcrtotl1ps000",84.14,86.119,87.98,90.102,92.236,94.684,97.325,100,102.667,105.508,108.753
"79","62","        1-to-4-unit","kcrtotl1sf000",82.788,85.048,87.066,89.354,91.639,94.28,97.119,100,102.859,105.901,109.392
"80","63","        5-or-more-unit","kcrtotl1mf000",94.406,94.206,94.827,95.649,96.627,97.646,98.849,100,101.238,102.576,103.962
"81","64","      Manufactured homes","kcrtotl1mh000",75.248,77.976,81.44,85.481,89.603,94.244,98.219,100,100.444,100.373,99.48
"82","65","    Improvements","kcrtotl1im000",80.215,82.981,85.665,88.487,91.328,94.121,97.025,100,102.971,106.18,109.556
"83","66","    Other residential \6\","kcrtotl1os000",97.722,96.623,96.055,95.744,96.072,96.84,98.405,100,101.911,103.595,105.654
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85"," 1. Excludes software ""embedded"" or bundled in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86"," 2. Consists of office buildings, except those constructed at manufacturing sites and those constructed by power utilities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87"," for their own use. Also includes medical buildings.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88"," 3. Consists of stores, restaurants, garages, service stations, warehouses, beauty and trade schools, mobile structures, and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89"," other buildings used for commercial purposes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90"," 4. Consists of hotels and motels, buildings used primarily for social and recreational activities, and buildings not elsewhere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91"," classified, such as passenger terminals, greenhouses, and animal hospitals.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92"," 5. Consists primarily of streets, dams and reservoirs, sewer and water facilities, parks, and airfields.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93"," 6. Consists primarily of dormitories and of fraternity and sorority houses.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94"," n.e.c. Not elsewhere classified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
