"","Table 7#2#3B# Real Motor Vehicle Output, Quantity Indexes       ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13"
"20","12","  Private fixed investment","AB62RA3",85.882,87.65,89.165,85.462,101.129,103.245,108.878,114.2,117.754,119.412
"21","13","    New motor vehicles","AB68RA3",31.767,33.329,33.595,31.907,36.987,37.731,39.765,41.512,42.588,43.396
"22","14","      Autos","B139RA3",32.237,36.044,35.868,34.164,39.523,40.066,42.733,43.656,43.486,44.419
"23","15","      Trucks","B705RA3",32.557,31.401,32.229,30.486,35.438,36.464,37.797,40.65,43.329,44.012
"24","16","        Light trucks (including utility vehicles)","B196RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","17","        Other","B197RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","18","    Net purchases of used autos and used light trucks","W242RA3",8.268,9.877,9.557,8.701,9.106,9.241,9.701,9.862,9.83,10.294
"27","19","      Used autos","B140RA3",18.408,22.032,21.307,19.402,20.275,20.578,21.605,21.951,21.859,22.894
"28","20","      Used light trucks (including utility vehicles)","W243RA3",0.152,0.152,0.157,0.14,0.169,0.169,0.175,0.188,0.203,0.21
"29","21","  Gross government investment","AB64RA3",33.544,34.228,33.852,32.769,31.169,30.528,30.066,29.835,29.799,29.956
"30","22","    Autos","B144RA3",49.053,49.088,49.755,51.687,51.12,51.096,51.557,51.934,51.834,53.478
"31","23","    Trucks","B708RA3",29.306,30.164,29.507,27.61,25.731,24.921,24.204,23.806,23.789,23.531
"32","24","  Net exports","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","25","    Exports","AB69RA3",16.802,18.2,18.012,16.825,19.999,19.685,18.419,20.617,20.431,21.913
"34","26","      Autos","B142RA3",22.786,24.537,23.953,24.866,31.224,27.614,25.954,28.878,29.807,27.268
"35","27","      Trucks","B706RA3",10.382,11.366,11.529,8.606,8.83,11.371,10.523,11.914,10.794,15.687
"36","28","    Imports","AB70RA3",14.137,15.142,16.081,18.184,20.51,23.765,27.108,28.657,23.728,31.299
"37","29","      Autos","B143RA3",21.809,22.67,24.548,29.194,30.942,37.271,42.72,44.222,34.463,47.75
"38","30","      Trucks","B707RA3",3.469,4.331,4.176,3.456,5.679,5.289,5.849,7.013,7.755,8.162
"39","31","Change in private inventories","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","32","  Autos","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","33","    New","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","34","      Domestic","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","35","      Foreign","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","36","    Used","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","37","  Trucks","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","38","    New","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","39","      Domestic","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","40","      Foreign","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","41","    Used \1\","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","42","  Final sales of motor vehicles to domestic purchasers","AB75RA3",35.347,38.033,37.239,35.93,41.257,41.809,44.266,44.262,45.322,44.671
"52","43","  Private fixed investment in new autos and new light trucks","AB76RA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","44","  Domestic output of new autos \2\","B148RA3",109.733,122.455,121.586,120.499,142.648,149.687,145.248,147.296,150.232,132.87
"54","45","  Sales of imported new autos \3\","B149RA3",8.46,10.117,10.995,11.016,12.394,13.205,14.78,15.644,15.167,17.195
"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","1. Consists of used light trucks only.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2. Consists of final sales and change in private inventories of new autos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","assembled in the United States.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","3. Consists of sales of imported new autos in personal consumption expenditures,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","in private fixed investment, and in gross government investment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
