"","Table 6#20C# Net Corporate Dividend Payments by Industry        ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"45","38","      Railroad transportation","B3338C0",813,1166,1004,1057,1232,1686,1865,1242,2283,1579,1323,521,977,366
"46","39","      Local and interurban passenger transit","B3339C0",62,69,50,53,86,133,80,132,92,125,136,238,228,176
"47","40","      Trucking and warehousing","B3340C0",555,727,996,945,958,1084,1074,1466,1360,1751,1936,2165,2094,2462
"48","41","      Water transportation","B3341C0",148,151,159,215,216,223,279,370,324,488,332,363,342,381
"49","42","      Transportation by air","B3342C0",65,194,256,186,91,321,244,305,345,441,468,396,421,470
"50","43","      Pipelines, except natural gas","B3343C0",381,448,423,386,469,345,359,324,359,403,326,542,525,616
"51","44","      Transportation services","B3344C0",-33,65,-76,242,242,333,381,571,647,1168,1015,1153,785,600
"52","45","    Communications","A3345C0",11033,9794,10604,11840,11565,13799,15200,18163,19875,22300,21965,16347,19447,20580
"53","46","      Telephone and telegraph","B3346C0",10696,9875,9993,10884,10916,12769,15148,17233,18790,20868,19848,15404,17789,17135
"54","47","      Radio and television","B3347C0",337,-81,611,956,649,1030,51,930,1086,1432,2117,943,1657,3445
"55","48","    Electric, gas, and sanitary services","B3348C0",14135,14306,16298,18854,19343,18772,20103,18883,19890,19051,17185,17395,14427,13268
"56","49","  Wholesale trade","B3349C0",5466,4723,6021,7275,6806,7389,9642,11340,13143,15371,16078,22058,19209,23701
"57","50","  Retail trade","B3350C0",4967,7627,9005,8236,10007,11610,12571,15195,16912,16924,18924,21534,25539,23082
"58","51","  Finance, insurance, and real estate","A3351C0",21179,19044,24352,29709,34441,29984,38368,45490,49943,68161,78620,82032,84592,113062
"59","52","    Depository institutions","B3391C0",8140,9789,12085,13293,16557,14171,16545,19104,20355,28808,26025,27067,24752,25706
"60","53","      Federal Reserve banks","B3353C0",117,126,130,141,153,172,195,212,231,256,300,343,374,410
"61","54","      Commercial and mutual depository institutions","B3392C0",8023,9663,11955,13152,16404,13999,16350,18892,20124,28552,25725,26724,24378,25296
"62","55","    Nondepository institutions","B3393C0",869,1156,1031,729,1526,1781,2165,2992,5751,4277,4489,3935,5912,9250
"63","56","    Security and commodity brokers","B3356C0",568,216,143,821,806,1463,1956,2341,2183,3105,3552,11062,6490,10070
"64","57","    Insurance carriers","B3357C0",3613,3736,6559,8888,10160,8022,11360,10986,12980,13932,18342,8170,1053,6719
"65","58","    Insurance agents, brokers, and service","B3358C0",646,464,798,937,1601,1677,1582,2341,2627,3373,2887,2861,3492,4634
"66","59","    Real estate","B3359C0",1823,3184,3340,3920,3624,4257,5202,5909,6336,8379,10571,13882,13559,15932
"67","60","    Holding and other investment offices","B3360C0",5520,499,396,1121,167,-1387,-441,1817,-288,6288,12754,15055,29334,40751
"68","61","  Services","A3361C0",5162,6791,9176,8577,11495,12676,14901,17605,22974,28174,32298,38217,37148,44296
"69","62","    Hotels and other lodging places","B3362C0",1518,1124,428,496,290,476,587,1091,962,934,1369,1767,1907,1366
"70","63","    Personal services","B3363C0",237,254,439,385,446,490,602,732,998,972,1397,2203,1557,1752
"71","64","    Business services","B3364C0",1516,2312,3136,2610,4727,3991,4807,6350,9042,10263,10944,15278,11186,14598
"72","65","    Auto repair, services, and parking","B3365C0",328,547,431,300,308,376,527,524,529,657,992,1359,1332,1617
"73","66","    Miscellaneous repair services","B3366C0",45,57,86,151,167,260,304,241,380,350,479,449,502,568
"74","67","    Motion pictures","B3367C0",204,65,252,638,250,149,-449,128,368,1073,765,665,588,875
"75","68","    Amusement and recreation services","B3368C0",237,333,652,649,815,1179,1517,1503,1477,2625,2738,2114,2087,2614
"76","69","    Other services","A3369C0",1077,2099,3752,3348,4492,5755,7005,7035,9217,11300,13613,14382,17990,20907
"77","70","      Health services","B3370C0",736,1376,2357,1819,2509,3349,3552,3557,4442,4989,5759,5631,6766,7325
"78","71","      Legal services","B3371C0",55,183,339,275,391,522,729,522,957,1156,1202,1496,2093,2586
"79","72","      Educational services","B3372C0",47,47,357,131,171,228,175,198,301,253,560,320,524,536
"80","73","      Other \1\","B3373C0",239,493,699,1123,1421,1656,2550,2758,3516,4902,6092,6935,8606,10459
"81","74","Rest of the world","A3374C0",16705,31894,31600,24974,24327,28034,20582,38166,32772,40391,47210,42270,41697,29417
"82","75","  Receipts from the rest of the world \2\","B3375C0",27912,45128,47878,43658,41446,44683,39467,59652,58559,69074,79990,83247,92659,86334
"83","76","  Less: Payments to the rest of the world \3\","B3376C0",11207,13234,16278,18684,17119,16649,18885,21486,25787,28683,32780,40977,50962,56917
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","1. Consists of social services; membership organizations; engineering and management services,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","except for commercial research and testing services and for management and public relations;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","and services, not elsewhere classified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2. Consists of (1) receipts by U.S. residents of dividends from foreign corporations, plus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","(2) earnings distributed by unincorporated foreign affiliates to their U.S. parents.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","3. Consists of (1) payments by U.S. corporations of dividends to foreign residents, plus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","(2) earnings distributed by unincorporated U.S. affiliates to their foreign parents.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Note.  Estimates in this table are based on the 1987 Standard Industrial Classification (SIC).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
