"","Table 3#15#5# Government Consumption Expenditures and Gross Inve","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"46","39","  Unemployment","W609RC1",0,0,0.1,0.1,0,0,0,0,0,0,0
"47","40","  Other","W610RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1
"48","41","      Federal","A823RC1",65.3,64.1,67.9,75.2,76.9,78.4,80.4,92.4,104.6,111.3,113.3
"49","42","General public service","W611RC1",1.8,2,2.1,2.3,2.5,2.6,3,2.9,2.6,2.7,3.4
"50","43","  Executive and legislative","W612RC1",1.8,2,2,2.3,2.4,2.5,2.8,2.8,2.4,1.2,1.7
"51","44","  Tax collection and financial management","W613RC1",0.1,0,0.1,0.1,0.1,0.2,0.1,0.1,0.2,1.5,1.7
"52","45","  Other \2\","W614RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","46","National defense","A824RC1",53.8,53.3,56.5,61.1,61,60.2,60.6,71.7,83.4,89.2,89.5
"54","47","Public order and safety","W615RC1",0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.7
"55","48","  Police","W616RC1",0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4
"56","49","  Fire","W617RC1",0,0,0,0,0,0,0,0,0,0,0
"57","50","  Law courts","W618RC1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
"58","51","  Prisons","W619RC1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"59","52","Economic affairs","W620RC1",7.3,6.1,6.2,8.2,9.5,11.6,12.5,12.6,12.7,13.6,14.2
"60","53","  Transportation","W625RC1",1.1,1.2,1.3,1.4,1.5,1.6,1.6,1.8,1.9,2,2.2
"61","54","    Highways","W626RC1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"62","55","    Air","W627RC1",0.5,0.5,0.6,0.7,0.7,0.7,0.7,0.8,0.9,0.9,1
"63","56","    Water","W628RC1",0.6,0.6,0.6,0.7,0.7,0.8,0.8,0.9,1,1,1
"64","57","    Transit and railroad","W629RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"65","58","  Space","W631RC1",0.3,0.6,0.9,1.9,3.5,4.9,5.9,6.4,5.5,5.3,4.7
"66","59","  Other economic affairs","W632RC1",5.9,4.3,3.9,4.9,4.5,5.2,5,4.4,5.3,6.3,7.4
"67","60","    General economic and labor affairs","W621RC1",0.2,0.4,0.4,0.5,0.6,0.7,0.7,0.9,1.3,1.4,1.4
"68","61","    Agriculture","W622RC1",3.7,1.8,1,1.8,1.2,1.3,1,-0.1,0.3,1.7,2.6
"69","62","    Energy","W623RC1",0.7,0.8,1,1.1,1.1,1.3,1.3,1.4,1.6,1.5,1.7
"70","63","    Natural resources","W624RC1",1.1,1,1.2,1.3,1.4,1.4,1.5,1.8,1.9,1.4,1.5
"71","64","    Postal service","W630RC1",0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.3,0.3,0.3
"72","65","Housing and community services","W633RC1",0,0.1,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.2,0.2
"73","66","Health","W634RC1",1.3,1.4,1.6,1.7,1.9,2.1,2.1,2.5,2.7,3,3.3
"74","67","Recreation and culture","W635RC1",0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4
"75","68","Education","W636RC1",0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.8,0.9,0.8,0.7
"76","69","  Elementary and secondary","W637RC1",0,0,0,0,0,0,0,0,0.1,0.1,0
"77","70","  Higher","W638RC1",0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.2
"78","71","  Other","W639RC1",0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.6,0.5,0.5,0.5
"79","72","Income security","W640RC1",0.4,0.3,0.6,0.8,0.7,0.6,0.9,1,1.1,0.8,0.9
"80","73","  Disability","W641RC1",0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"81","74","  Retirement \1\","W642RC1",0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4
"82","75","  Welfare and social services","W643RC1",0.2,0.1,0.2,0.4,0.4,0.2,0.5,0.6,0.6,0.2,0.3
"83","76","  Unemployment","W644RC1",0,0,0.1,0.1,0,0,0,0,0,0,0
"84","77","  Other","W645RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1
"85","78","      State and local","A829RC1",44.7,47.5,51.6,54.9,59.5,64.8,71,79.2,87.9,98,108.2
"86","79","General public service","W646RC1",3.3,3.5,3.9,4.1,4.4,4.8,5.4,6,6.8,8,9.8
"87","80","  Executive and legislative","W647RC1",0.6,0.7,0.7,0.7,0.7,0.8,0.9,1,1.1,1.3,1.4
"88","81","  Tax collection and financial management","W648RC1",1.2,1.3,1.4,1.4,1.4,1.5,1.6,1.8,2,2.3,3.1
"89","82","  Other \3\","W649RC1",1.5,1.6,1.9,2,2.2,2.5,2.9,3.2,3.7,4.5,5.3
"90","83","Public order and safety","W650RC1",4.1,4.4,4.7,4.9,5.2,5.7,6.1,6.7,7.4,8.6,9.5
"91","84","  Police","W651RC1",1.8,2,2.1,2.3,2.4,2.6,2.8,3.1,3.5,4.2,4.6
"92","85","  Fire","W652RC1",1,1.1,1.2,1.2,1.3,1.4,1.5,1.6,1.7,1.9,2.1
"93","86","  Law courts","W653RC1",0.5,0.6,0.6,0.6,0.7,0.7,0.8,0.9,1,1.1,1.3
"94","87","  Prisons","W654RC1",0.7,0.7,0.8,0.8,0.9,1,1,1.1,1.2,1.4,1.5
"95","88","Economic affairs","W655RC1",13.2,13.3,14.4,15.1,16.7,17.5,18.9,20.6,22.2,24,25.3
"96","89","  Transportation","W660RC1",11.1,11,11.7,12.5,13.7,14.1,15.1,16.7,17.8,19.4,20.3
"97","90","    Highways","W661RC1",10.7,10.5,11.2,12,13.1,13.5,14.5,15.9,16.7,18,18.8
"98","91","    Air","W662RC1",0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.4,0.5,0.6
"99","92","    Water","W663RC1",0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3
"100","93","    Transit and railroad","W664RC1",0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.4,0.5,0.6,0.7
"101","94","  Other economic affairs","W665RC1",2.2,2.4,2.6,2.6,3,3.3,3.8,3.9,4.4,4.6,5
"102","95","    General economic and labor affairs","W656RC1",0.7,0.7,0.8,0.8,0.9,1,1.1,1.2,1.3,1.4,1.6
"103","96","    Agriculture","W657RC1",0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.6,0.7,0.8
"104","97","    Energy","W658RC1",0.5,0.6,0.7,0.5,0.6,0.8,0.9,0.7,0.9,1,1
"105","98","    Natural resources","W659RC1",0.6,0.7,0.7,0.8,0.9,1,1.2,1.3,1.5,1.5,1.5
"106","99","    Other","W686RC1",0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"107","100","Housing and community services","W666RC1",2.7,2.7,2.9,3.3,3,3.6,3.8,3.9,4.1,5,4.9
"108","101","  Water","W667RC1",0.7,0.7,0.8,0.7,1,1,1.3,1.1,1.4,1.6,1.4
"109","102","  Sewerage","W668RC1",0.9,0.9,0.9,1.1,1,1.3,1.2,1.3,1.1,1.6,1.4
"110","103","  Sanitation","W669RC1",0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.8,1,1
"111","104","  Housing and other","W670RC1",0.5,0.5,0.7,0.9,0.5,0.6,0.6,0.7,0.9,0.9,1.1
"112","105","Health","W671RC1",3,3.2,3.4,3.5,3.7,4,4.3,4.5,5.1,5.7,6.5
"113","106","Recreation and culture","W672RC1",0.7,0.7,0.8,0.8,0.9,1,1,1.1,1.3,1.5,1.8
"114","107","Education","W673RC1",17,18.9,20.7,22.3,24.6,27.3,30.3,35,39.3,43.1,47.9
"115","108","  Elementary and secondary","W674RC1",14.1,15.7,17.2,18.3,19.9,22,24.2,27.5,30.4,33.4,36.9
"116","109","  Higher","W675RC1",2.3,2.6,2.9,3.3,3.9,4.4,5,6.1,7.2,7.9,8.9
"117","110","  Libraries and other","W677RC1",0.5,0.6,0.6,0.7,0.8,0.9,1.1,1.4,1.7,1.8,2.1
"118","111","    Libraries","W676RC1",0.3,0.3,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7
"119","112","    Other","W683RC1",0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.8,1.1,1.2,1.4
"120","113","Income security","W678RC1",0.7,0.7,0.8,0.8,0.9,1,1.2,1.5,1.7,2.1,2.5
"121","114","  Disability","W679RC1",0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
"122","115","  Welfare and social services","W680RC1",0.6,0.7,0.7,0.8,0.8,1,1.2,1.4,1.6,2,2.4
"123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","1. Consists of consumption expenditures to administer social insurance funds, including",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","old age and survivors insurance (social security) and railroad retirement. Excludes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","government employee retirement plans.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2. Consists of consumption expenditures to administer federal revenue sharing grants to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","state and local governments beginning with 1972 and ending with 1987.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","3. Consists primarily of unallocable state and local government consumption expenditures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","and gross investment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
