"","Table 5#4#4BU# Price Indexes for Private Fixed Investment in Str","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34"
"24","16","    Power","W028RG3",91.622,92.513,93.205,93.915,94.334,94.486,94.638,94.834,95.112,95.559,96.24,97.415,98.556,99.664,100.452,101.327,101.908,102.571,103.135,103.694,104.478,105.183,105.97,106.761,107.245,107.82,108.276,108.838,110.51,114.72,118.182
"25","17","      Electric","B571RG3",92.062,92.973,93.702,94.401,95.001,95.052,95.193,95.416,95.403,95.611,96.172,97.243,98.488,99.556,100.369,101.354,101.933,102.619,103.282,104.05,105.25,105.845,106.478,107.152,107.367,107.932,108.387,108.919,109.65,111.258,113.451
"26","18","      Other power","W029RG3",90.76,91.597,92.208,92.951,93.107,93.397,93.546,93.675,94.325,95.193,96.137,97.605,98.512,99.817,100.582,101.089,101.313,101.867,102.182,102.168,101.995,103.368,104.702,105.779,106.625,107.118,107.499,108.091,112.219,123.416,130.557
"27","19","    Communication","B314RG3",98.958,99.713,99.717,99.19,99.451,99.235,99.378,99.377,98.009,97.56,98.211,98.301,98.86,99.862,100.108,101.086,101.746,102.389,104.037,103.898,104.165,104.309,105.499,105.142,106.505,107.318,108.398,109.204,110.798,113.734,115.993
"28","20","  Mining exploration, shafts, and wells","B318RG3",85.062,87.717,89.424,92.116,98.662,102.564,101.273,99.782,98.675,96.506,95.333,96.607,96.301,96.962,101.158,105.58,113.05,122.193,127.663,126.55,123.635,124.862,124.955,123.281,124.817,122.823,122.713,119.664,121.3,121.461,125.89
"29","21","    Petroleum and natural gas","B319RG3",84.791,87.596,89.353,92.156,99.031,103.114,101.718,100.116,98.954,96.618,95.309,96.549,96.022,96.604,100.915,105.477,113.397,122.965,128.654,127.492,124.449,125.723,125.831,124.052,125.663,123.601,123.495,120.246,121.906,121.956,126.513
"30","22","    Mining","B320RG3",87.44,88.061,89.092,90.06,90.635,91.351,92.324,93.338,94.324,95.281,96.145,97.033,98.457,99.456,100.448,101.502,102.838,103.912,105.299,106.049,105.769,106.043,106.227,107.427,108.656,108.823,109.205,110.207,111.395,113.541,115.908
"31","23","  Other structures","W004RG3",88.415,89.053,89.924,90.846,91.298,91.997,92.898,93.82,94.706,95.581,96.387,97.239,98.57,99.509,100.409,101.512,102.662,103.606,104.901,105.75,105.754,106.129,106.389,107.515,108.556,108.748,109.12,109.998,111.088,112.995,115.192
"32","24","    Religious","C309RG3",87.358,87.958,88.975,89.94,90.474,91.207,92.21,93.26,94.343,95.334,96.223,97.125,98.532,99.513,100.476,101.496,102.778,103.82,105.203,105.975,105.77,106.082,106.294,107.512,108.732,108.903,109.288,110.293,111.483,113.63,115.999
"33","25","    Educational and vocational","W044RG3",87.282,87.955,89.022,90.011,90.841,91.753,92.841,93.885,94.756,95.642,96.435,97.255,98.726,99.593,100.383,101.177,102.071,102.906,104.287,105.279,105.872,106.495,106.87,108.092,108.859,108.871,109.141,110.092,111.279,113.422,115.787
"34","26","    Lodging","W045RG3",87.623,88.035,88.931,89.83,90.379,91.121,92.15,93.242,94.325,95.348,96.258,97.168,98.563,99.543,100.51,101.535,102.826,103.876,105.26,106.027,105.803,106.102,106.303,107.514,108.731,108.899,109.283,110.288,111.477,113.624,115.993
"35","27","    Amusement and recreation","W046RG3",87.754,88.569,89.528,90.638,90.487,91.167,92.155,93.225,94.307,95.342,96.27,97.198,98.617,99.604,100.562,101.577,102.813,103.826,105.192,105.962,105.77,106.085,106.293,107.503,108.701,108.859,109.235,110.236,111.425,113.571,115.939
"36","28","    Transportation","W047RG3",92.219,92.477,92.859,93.21,93.953,94.604,95.182,95.756,96.317,96.628,97.152,97.784,98.798,99.563,100.397,101.242,102.456,103.672,105.087,106.048,105.921,106.177,106.455,107.342,108.326,108.874,109.461,110.23,111.377,112.112,113.089
"37","29","      Air","W048RG3",87.529,88.492,89.569,90.739,90.65,91.298,92.244,93.255,94.263,95.227,96.103,97.011,98.326,99.309,100.314,101.428,102.884,104.016,105.398,106.151,105.909,106.184,106.317,107.503,108.787,108.92,109.326,110.33,111.493,113.635,115.96
"38","30","      Land\3\","W049RG3",93.401,93.506,93.747,93.942,94.856,95.509,96.008,96.488,96.946,97.086,97.496,98.025,98.901,99.59,100.375,101.134,102.305,103.595,105.04,106.079,105.935,106.17,106.481,107.286,108.216,108.865,109.493,110.219,111.363,111.855,112.582
"39","31","    Farm","B316RG3",87.377,87.976,88.993,89.959,90.52,91.257,92.257,93.304,94.311,95.296,96.177,97.077,98.449,99.434,100.412,101.44,102.801,103.898,105.303,106.066,105.778,106.071,106.292,107.545,108.855,109.063,109.472,110.485,111.677,113.828,116.201
"40","32","    Other\4\","W050RG3",90.212,91.619,92.448,93.567,92.93,92.991,93.488,94.005,94.618,95.252,95.944,97.06,98.274,99.606,100.552,101.568,102.423,103.01,103.512,104.244,104.972,105.52,106.058,106.534,107.22,107.878,108.381,108.536,108.949,110.919,113.382
"41","33","    Brokers' commissions on sale of structures","B321RG3",95.045,96.385,96.574,96.576,97.815,98.592,98.623,98.188,97.631,98.068,98.227,98.355,98.545,98.737,98.96,103.847,104.078,103.808,105.522,105.396,105.512,105.693,105.782,106.214,106.273,106.303,106.302,106.301,106.301,106.301,107.414
"42","34","    Net purchases of used structures","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","35","Residential","B012RG3",88.734,89.187,89.979,90.667,90.924,91.565,92.484,93.369,94.312,95.368,96.19,96.96,98.665,99.624,100.424,101.286,102.665,103.956,105.732,106.483,106.266,106.83,107.257,109.142,110.989,111.493,112.354,113.972,115.511,118.093,120.153
"44","36","  Permanent site","B943RG3",87.594,87.888,89.034,89.938,90.239,90.887,91.939,93.02,94.131,95.213,96.061,96.873,98.799,99.672,100.353,101.176,102.56,103.699,105.88,107.049,106.659,107.151,107.462,109.74,111.959,112.197,112.857,114.633,116.381,119.304,121.825
"45","37","    Single-family structures","B944RG3",88.162,88.41,89.5,90.277,90.293,90.758,91.713,92.783,94.015,95.199,96.122,96.957,98.802,99.671,100.373,101.226,102.717,103.938,106.166,107.34,106.848,107.315,107.62,109.918,112.225,112.498,113.182,114.972,116.725,119.657,122.186
"46","38","    Multifamily structures","B292RG3",83.256,83.874,85.422,87.224,89.529,91.581,93.462,94.681,94.866,95.195,95.509,96.214,98.912,99.855,100.381,100.912,101.316,101.731,103.476,104.574,105.003,105.664,105.977,108.031,109.419,109.31,109.718,111.346,113.044,115.883,118.332
"47","39","  Other structures","A863RG3",90.399,91.078,91.37,91.755,91.946,92.577,93.3,93.894,94.584,95.601,96.388,97.095,98.458,99.553,100.534,101.455,102.824,104.35,105.504,105.623,105.668,106.343,106.945,108.239,109.511,110.426,111.592,112.962,114.16,116.194,117.528
"48","40","    Manufactured homes","B945RG3",93.718,94.313,94.618,94.822,94.893,95.35,95.833,96.404,96.964,98.142,98.738,99.185,99.376,99.918,100.347,100.608,100.562,101.228,102.155,102.868,102.728,103.408,103.59,103.561,103.469,104.633,105.483,107.408,107.223,110.536,113.835
"49","41","    Dormitories","B295RG3",88.137,88.408,89.515,90.303,90.288,90.722,91.656,92.714,93.912,95.09,96.02,96.879,98.805,99.716,100.446,101.32,102.76,103.944,106.15,107.315,106.821,107.298,107.619,109.935,112.281,112.575,113.275,115.076,116.83,119.765,122.296
"50","42","    Improvements","B946RG3",90.036,90.775,91.106,91.44,91.59,92.198,92.888,93.607,94.524,95.554,96.445,97.103,98.705,99.668,100.418,101.21,102.331,103.479,104.829,105.416,105.233,105.686,106.054,107.47,108.993,109.583,110.516,112.087,113.803,116.55,118.628
"51","43","    Brokers' commissions on sale of structures","B758RG3",90.122,90.682,90.916,91.481,91.781,92.501,93.372,93.765,94.101,95.065,95.728,96.599,97.798,99.268,100.797,102.087,104.149,106.544,107.381,106.541,107.061,108.137,109.208,110.452,111.397,112.834,114.394,115.397,115.872,116.733,116.881
"52","44","    Net purchases of used structures","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","45","  Private fixed investment in new structures\5\","W040RG3",88.276,88.876,89.788,90.625,91.36,92.165,93.022,93.892,94.753,95.609,96.365,97.148,98.656,99.54,100.41,101.394,102.771,104.132,105.951,106.749,106.563,107.077,107.438,108.982,110.626,110.849,111.448,112.704,114.275,116.881,119.395
"55","46","    Nonresidential structures","A771RG3",87.993,88.795,89.761,90.759,92.091,93.111,93.886,94.645,95.283,95.863,96.5,97.323,98.481,99.371,100.467,101.681,103.187,104.838,106.535,107.08,107.089,107.655,108.08,108.88,109.941,109.938,110.29,110.676,111.979,114.055,116.769
"56","47","    Residential structures","A756RG3",88.528,88.966,89.835,90.541,90.789,91.417,92.344,93.303,94.337,95.408,96.257,97.013,98.79,99.675,100.368,101.167,102.442,103.572,105.49,106.483,106.155,106.64,106.965,108.953,110.937,111.292,112.031,113.753,115.463,118.343,120.754
"57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","1. Consists of office buildings, except those constructed at manufacturing sites and those constructed by power utilities for ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","their own use.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Includes all financial buildings.  Medical buildings are included in health care.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2. Includes buildings and structures used by the retail, wholesale and selected service industries.  Consists of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","auto dealerships, garages, service stations, drug stores, restaurants, mobile structures, and other structures used",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","for commercial purposes.  Bus or truck garages are included in transportation.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","3. Consists primarily of railroads.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","4. Includes water supply, sewage and waste disposal, public safety, highway and street, and conservation and development.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","5. Excludes net purchases of used structures and brokers' commissions on the sale of structures.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
