"","Table 2#8#6# Real Personal Consumption Expenditures by Major Typ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203"
"24","5","Services","DSERRX1","5,235,992.0","5,239,490.0","5,260,685.0","5,288,391.0","5,292,342.0","5,311,618.0","5,335,849.0","5,355,600.0","5,377,137.0","5,401,970.0","5,425,153.0","5,455,167.0","5,476,464.0","5,512,358.0","5,543,467.0","5,552,481.0","5,576,102.0","5,603,277.0","5,608,843.0","5,627,046.0","5,651,794.0","5,658,544.0","5,678,385.0","5,702,735.0","5,709,132.0","5,701,750.0","5,717,844.0","5,717,744.0","5,727,089.0","5,726,403.0","5,733,904.0","5,747,575.0","5,719,627.0","5,749,574.0","5,745,997.0","5,774,883.0","5,781,159.0","5,795,758.0","5,798,882.0","5,818,258.0","5,827,954.0","5,829,282.0","5,848,540.0","5,842,687.0","5,853,250.0","5,881,887.0","5,885,205.0","5,895,192.0","5,915,187.0","5,904,896.0","5,908,113.0","5,931,656.0","5,943,758.0","5,951,520.0","5,976,898.0","5,992,729.0","5,990,989.0","6,011,930.0","6,026,912.0","6,048,136.0","6,073,698.0","6,092,485.0","6,085,768.0","6,114,982.0","6,124,440.0","6,140,865.0","6,159,501.0","6,172,023.0","6,199,736.0","6,220,960.0","6,237,281.0","6,257,037.0","6,250,725.0","6,267,519.0","6,296,224.0","6,310,167.0","6,328,749.0","6,356,527.0","6,374,330.0","6,390,683.0","6,400,335.0","6,398,802.0","6,424,901.0","6,442,032.0","6,432,673.0","6,468,963.0","6,491,575.0","6,496,067.0","6,521,148.0","6,516,619.0","6,534,891.0","6,536,194.0","6,552,541.0","6,579,948.0","6,589,594.0","6,598,961.0","6,613,740.0","6,629,959.0","6,627,761.0","6,647,940.0","6,638,189.0","6,648,553.0","6,657,985.0","6,690,064.0","6,672,206.0","6,669,311.0","6,690,618.0","6,690,802.0","6,704,939.0","6,719,602.0","6,707,021.0","6,717,437.0","6,714,598.0","6,714,435.0","6,712,578.0","6,699,093.0","6,712,514.0","6,711,774.0","6,706,505.0","6,682,633.0","6,679,488.0","6,653,260.0","6,654,779.0","6,650,744.0","6,634,951.0","6,632,769.0","6,635,137.0","6,647,238.0","6,645,742.0","6,651,047.0","6,632,737.0","6,664,411.0","6,659,623.0","6,676,577.0","6,675,631.0","6,691,671.0","6,716,146.0","6,723,190.0","6,730,656.0","6,748,765.0","6,752,517.0","6,765,600.0","6,789,980.0","6,801,348.0","6,799,525.0","6,807,269.0","6,829,167.0","6,825,333.0","6,841,479.0","6,850,909.0","6,870,856.0","6,876,688.0","6,882,374.0","6,880,003.0","6,876,595.0","6,876,618.0","6,887,897.0","6,911,105.0","6,895,138.0","6,904,950.0","6,906,514.0","6,906,436.0","6,919,959.0","6,896,303.0","6,912,872.0","6,913,424.0","6,922,443.0","6,920,395.0","6,918,537.0","6,927,030.0","6,948,761.0","6,949,923.0","6,952,856.0","6,967,708.0","6,962,218.0","6,976,598.0","6,995,609.0","7,015,625.0","7,049,372.0","7,060,129.0","7,052,807.0","7,067,380.0","7,076,828.0","7,093,362.0","7,105,093.0","7,127,127.0","7,131,939.0","7,166,450.0","7,193,144.0","7,223,224.0","7,238,785.0","7,259,149.0","7,269,168.0","7,286,892.0","7,276,120.0","7,307,665.0","7,326,601.0","7,341,711.0","7,347,410.0","7,367,945.0"
"25",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","6","  PCE excluding food and energy","DPCCRX1","6,452,852.0","6,493,645.0","6,516,360.0","6,554,190.0","6,584,919.0","6,613,176.0","6,620,190.0","6,665,232.0","6,699,370.0","6,717,190.0","6,767,855.0","6,830,965.0","6,843,421.0","6,914,103.0","6,959,679.0","6,936,631.0","6,966,146.0","6,975,464.0","6,989,287.0","7,024,202.0","7,086,631.0","7,084,794.0","7,085,895.0","7,096,960.0","7,122,389.0","7,139,797.0","7,127,890.0","7,136,206.0","7,167,104.0","7,181,331.0","7,183,911.0","7,234,480.0","7,149,845.0","7,342,426.0","7,314,371.0","7,289,970.0","7,326,211.0","7,355,293.0","7,345,574.0","7,394,367.0","7,344,198.0","7,386,893.0","7,432,216.0","7,446,134.0","7,408,916.0","7,429,182.0","7,451,472.0","7,506,499.0","7,505,702.0","7,468,248.0","7,521,866.0","7,555,290.0","7,587,244.0","7,643,928.0","7,677,386.0","7,743,652.0","7,723,502.0","7,740,032.0","7,791,485.0","7,802,342.0","7,825,013.0","7,848,703.0","7,895,613.0","7,890,999.0","7,941,103.0","7,908,684.0","7,970,945.0","7,987,642.0","8,043,261.0","8,055,872.0","8,067,541.0","8,122,072.0","8,104,383.0","8,148,759.0","8,158,344.0","8,240,752.0","8,192,680.0","8,284,631.0","8,341,478.0","8,299,989.0","8,277,402.0","8,289,840.0","8,338,075.0","8,370,754.0","8,449,953.0","8,446,628.0","8,468,374.0","8,486,542.0","8,481,522.0","8,501,902.0","8,524,257.0","8,520,553.0","8,567,679.0","8,593,706.0","8,620,279.0","8,675,300.0","8,665,517.0","8,660,235.0","8,697,568.0","8,687,945.0","8,732,733.0","8,727,247.0","8,740,346.0","8,771,704.0","8,771,476.0","8,781,227.0","8,793,561.0","8,780,261.0","8,779,940.0","8,760,149.0","8,751,228.0","8,776,857.0","8,792,104.0","8,785,868.0","8,763,059.0","8,768,514.0","8,711,420.0","8,652,424.0","8,633,396.0","8,591,126.0","8,617,867.0","8,591,781.0","8,542,037.0","8,534,417.0","8,541,636.0","8,540,212.0","8,576,150.0","8,659,567.0","8,556,122.0","8,569,330.0","8,592,451.0","8,606,971.0","8,596,603.0","8,614,678.0","8,683,679.0","8,706,040.0","8,713,838.0","8,733,408.0","8,745,493.0","8,778,243.0","8,793,483.0","8,846,372.0","8,869,326.0","8,871,902.0","8,897,430.0","8,919,418.0","8,949,702.0","8,952,659.0","8,948,641.0","8,966,193.0","8,981,790.0","8,989,389.0","9,022,143.0","9,039,478.0","9,040,990.0","9,056,622.0","9,105,189.0","9,142,065.0","9,139,538.0","9,123,704.0","9,120,203.0","9,113,867.0","9,130,852.0","9,124,776.0","9,165,561.0","9,147,803.0","9,191,199.0","9,221,556.0","9,231,956.0","9,228,083.0","9,228,173.0","9,242,065.0","9,272,818.0","9,288,259.0","9,305,249.0","9,308,056.0","9,333,285.0","9,375,204.0","9,404,961.0","9,408,288.0","9,353,425.0","9,418,858.0","9,473,384.0","9,502,054.0","9,525,744.0","9,571,177.0","9,598,413.0","9,652,486.0","9,662,493.0","9,715,269.0","9,740,967.0","9,773,694.0","9,767,246.0","9,756,045.0","9,800,454.0","9,837,151.0","9,891,039.0","9,895,680.0","9,939,191.0","9,965,675.0"
"27","7","  Food \1\","DFXARX1","654,415.0","657,963.0","659,725.0","663,509.0","665,482.0","663,489.0","666,269.0","669,486.0","674,689.0","669,808.0","673,466.0","699,180.0","665,947.0","674,106.0","683,163.0","683,957.0","681,326.0","688,943.0","685,348.0","684,856.0","687,843.0","692,778.0","691,940.0","694,375.0","695,263.0","689,985.0","687,482.0","695,728.0","698,163.0","693,635.0","692,293.0","692,801.0","696,288.0","693,913.0","693,126.0","699,018.0","691,983.0","692,444.0","694,558.0","689,485.0","696,202.0","697,641.0","699,919.0","697,066.0","694,957.0","699,753.0","705,116.0","705,251.0","708,977.0","709,066.0","708,722.0","710,009.0","704,624.0","709,150.0","716,251.0","720,065.0","719,890.0","718,451.0","719,394.0","714,480.0","726,371.0","721,097.0","726,061.0","726,891.0","724,619.0","723,853.0","725,842.0","729,222.0","737,406.0","736,119.0","737,473.0","742,240.0","747,528.0","751,599.0","750,818.0","751,826.0","750,061.0","756,552.0","754,690.0","759,981.0","763,340.0","768,756.0","767,249.0","768,952.0","766,794.0","775,931.0","772,185.0","777,110.0","781,547.0","778,650.0","780,529.0","782,743.0","779,148.0","788,362.0","788,506.0","798,347.0","795,725.0","792,733.0","790,996.0","788,104.0","789,258.0","790,003.0","793,353.0","787,181.0","788,830.0","788,844.0","792,842.0","797,505.0","789,846.0","786,050.0","791,941.0","790,214.0","791,483.0","796,373.0","787,652.0","782,776.0","776,291.0","768,404.0","763,668.0","757,699.0","760,385.0","761,258.0","762,701.0","764,033.0","769,049.0","768,486.0","769,836.0","770,043.0","775,808.0","776,441.0","777,065.0","784,394.0","781,452.0","791,799.0","785,138.0","780,280.0","781,341.0","780,086.0","775,953.0","787,834.0","787,705.0","789,569.0","796,737.0","799,755.0","799,039.0","800,270.0","793,257.0","799,125.0","795,127.0","797,092.0","795,445.0","796,129.0","790,124.0","794,618.0","796,095.0","785,415.0","794,777.0","794,184.0","794,730.0","796,064.0","797,269.0","792,210.0","796,134.0","794,539.0","797,015.0","800,898.0","795,299.0","794,818.0","799,042.0","804,579.0","804,832.0","793,508.0","802,924.0","801,675.0","803,255.0","801,777.0","806,386.0","802,315.0","805,144.0","815,833.0","810,014.0","808,280.0","808,202.0","809,787.0","804,964.0","810,741.0","807,499.0","806,065.0","807,804.0","806,238.0","806,459.0","804,342.0","805,028.0","799,093.0","808,113.0","806,271.0","811,077.0","811,182.0","811,325.0","814,830.0"
"28","8","  Energy goods and services \2\","DNRGRX1","495,854.0","484,063.0","498,281.0","500,255.0","500,629.0","510,405.0","515,854.0","505,356.0","501,638.0","506,113.0","480,244.0","501,196.0","489,613.0","485,299.0","472,998.0","490,888.0","503,911.0","504,261.0","496,419.0","506,759.0","505,570.0","497,696.0","505,516.0","541,384.0","507,439.0","506,202.0","513,092.0","494,309.0","493,065.0","481,687.0","500,705.0","490,016.0","492,914.0","500,563.0","482,928.0","490,121.0","484,828.0","492,085.0","498,035.0","496,427.0","510,258.0","504,441.0","506,251.0","507,119.0","505,555.0","517,072.0","515,352.0","511,998.0","518,505.0","512,877.0","496,816.0","520,064.0","509,202.0","495,877.0","502,089.0","513,808.0","501,383.0","509,144.0","515,817.0","516,699.0","521,444.0","520,062.0","504,450.0","517,941.0","518,098.0","512,175.0","508,090.0","506,624.0","512,672.0","515,417.0","515,888.0","514,261.0","527,123.0","509,255.0","524,798.0","515,002.0","518,225.0","516,502.0","521,158.0","522,953.0","506,596.0","512,680.0","517,544.0","522,984.0","483,973.0","509,394.0","510,640.0","506,092.0","516,652.0","508,014.0","527,380.0","509,266.0","515,652.0","527,180.0","516,699.0","501,546.0","520,508.0","534,708.0","508,010.0","538,578.0","507,508.0","506,642.0","512,158.0","519,572.0","517,524.0","497,998.0","506,358.0","506,987.0","504,637.0","499,432.0","516,353.0","510,388.0","500,835.0","491,118.0","483,348.0","481,269.0","478,619.0","495,791.0","500,192.0","493,826.0","506,604.0","492,626.0","518,270.0","508,436.0","500,428.0","492,093.0","487,233.0","503,502.0","498,692.0","503,204.0","479,734.0","504,770.0","503,260.0","504,677.0","492,204.0","487,553.0","506,200.0","507,607.0","505,908.0","508,797.0","506,210.0","501,875.0","509,465.0","514,355.0","505,603.0","493,347.0","499,334.0","488,142.0","489,889.0","489,535.0","501,684.0","490,493.0","490,534.0","496,422.0","483,069.0","476,662.0","465,812.0","472,277.0","463,176.0","486,760.0","489,251.0","490,414.0","499,794.0","492,427.0","488,823.0","485,819.0","477,933.0","473,527.0","483,283.0","493,624.0","502,654.0","500,618.0","489,002.0","494,355.0","485,698.0","482,408.0","497,755.0","484,030.0","500,234.0","501,161.0","505,116.0","510,881.0","505,533.0","501,458.0","493,235.0","490,327.0","477,218.0","491,840.0","490,679.0","487,968.0","506,773.0","495,461.0","507,540.0","529,306.0","507,473.0","503,478.0","506,383.0","510,319.0","498,780.0","518,443.0"
"29","9","  Market-based PCE \3\","DPCMRX1","6,733,321.0","6,770,165.0","6,800,796.0","6,837,373.0","6,871,336.0","6,901,998.0","6,913,492.0","6,951,518.0","6,986,194.0","6,998,001.0","7,027,342.0","7,119,197.0","7,083,674.0","7,149,451.0","7,183,072.0","7,185,584.0","7,213,875.0","7,229,823.0","7,227,723.0","7,263,583.0","7,326,965.0","7,320,135.0","7,328,018.0","7,377,470.0","7,371,207.0","7,383,039.0","7,371,075.0","7,360,944.0","7,393,403.0","7,401,157.0","7,416,126.0","7,460,846.0","7,375,186.0","7,571,710.0","7,528,081.0","7,511,144.0","7,538,242.0","7,571,142.0","7,572,228.0","7,610,663.0","7,579,367.0","7,623,676.0","7,670,572.0","7,685,950.0","7,632,985.0","7,659,328.0","7,681,612.0","7,727,007.0","7,725,317.0","7,695,340.0","7,738,149.0","7,792,342.0","7,810,453.0","7,855,266.0","7,890,161.0","7,972,130.0","7,946,307.0","7,958,630.0","8,016,202.0","8,021,333.0","8,056,602.0","8,063,889.0","8,102,397.0","8,105,201.0","8,146,906.0","8,107,752.0","8,168,694.0","8,182,780.0","8,240,752.0","8,257,639.0","8,267,226.0","8,324,549.0","8,321,236.0","8,359,878.0","8,369,810.0","8,438,777.0","8,400,915.0","8,486,000.0","8,549,023.0","8,508,904.0","8,471,135.0","8,487,049.0","8,527,967.0","8,566,904.0","8,592,585.0","8,615,902.0","8,628,849.0","8,648,989.0","8,657,935.0","8,665,612.0","8,712,544.0","8,684,205.0","8,738,861.0","8,777,834.0","8,786,593.0","8,837,253.0","8,847,021.0","8,851,292.0","8,860,330.0","8,876,378.0","8,887,585.0","8,881,577.0","8,897,460.0","8,936,653.0","8,932,745.0","8,918,815.0","8,946,570.0","8,937,824.0","8,924,216.0","8,884,991.0","8,913,658.0","8,923,942.0","8,935,719.0","8,918,408.0","8,874,567.0","8,864,877.0","8,791,484.0","8,744,833.0","8,718,708.0","8,682,761.0","8,722,578.0","8,692,611.0","8,668,087.0","8,663,776.0","8,676,874.0","8,666,627.0","8,699,416.0","8,793,118.0","8,697,412.0","8,716,039.0","8,708,261.0","8,761,230.0","8,745,446.0","8,767,823.0","8,811,083.0","8,815,160.0","8,840,335.0","8,862,573.0","8,868,323.0","8,912,247.0","8,924,055.0","8,972,941.0","9,014,572.0","9,026,232.0","9,038,289.0","9,043,882.0","9,071,438.0","9,071,531.0","9,067,644.0","9,080,434.0","9,103,581.0","9,099,703.0","9,123,194.0","9,161,842.0","9,153,749.0","9,145,558.0","9,181,437.0","9,222,439.0","9,221,373.0","9,246,529.0","9,251,053.0","9,240,673.0","9,272,147.0","9,262,685.0","9,291,623.0","9,275,269.0","9,304,423.0","9,321,340.0","9,353,961.0","9,360,330.0","9,366,604.0","9,367,361.0","9,389,982.0","9,406,935.0","9,414,946.0","9,414,154.0","9,458,541.0","9,467,604.0","9,511,547.0","9,527,882.0","9,492,848.0","9,542,503.0","9,593,517.0","9,618,206.0","9,620,762.0","9,659,249.0","9,658,859.0","9,728,172.0","9,735,874.0","9,778,674.0","9,833,739.0","9,842,205.0","9,855,276.0","9,862,264.0","9,894,137.0","9,910,768.0","9,968,565.0","9,984,030.0","10,007,564.0","10,059,765.0"
"30","10","  Market-based PCE excluding food and energy \3\","DPCXRX1","5,604,091.0","5,643,552.0","5,662,884.0","5,693,580.0","5,724,417.0","5,749,657.0","5,754,641.0","5,795,505.0","5,826,983.0","5,840,051.0","5,883,024.0","5,934,207.0","5,938,594.0","5,998,373.0","6,032,168.0","6,020,568.0","6,041,125.0","6,049,328.0","6,056,566.0","6,084,170.0","6,144,352.0","6,139,276.0","6,141,558.0","6,159,433.0","6,179,162.0","6,196,484.0","6,181,548.0","6,178,650.0","6,209,246.0","6,230,391.0","6,231,196.0","6,282,547.0","6,193,028.0","6,381,976.0","6,352,551.0","6,325,600.0","6,362,103.0","6,388,837.0","6,383,848.0","6,427,299.0","6,380,498.0","6,426,502.0","6,468,788.0","6,485,825.0","6,437,176.0","6,449,944.0","6,467,819.0","6,514,334.0","6,503,935.0","6,478,748.0","6,534,511.0","6,567,780.0","6,599,019.0","6,648,601.0","6,671,379.0","6,739,054.0","6,723,850.0","6,731,032.0","6,781,383.0","6,790,429.0","6,809,896.0","6,823,230.0","6,869,417.0","6,860,249.0","6,903,396.0","6,870,546.0","6,932,398.0","6,944,352.0","6,988,542.0","7,004,039.0","7,011,830.0","7,065,684.0","7,045,777.0","7,096,302.0","7,092,650.0","7,169,263.0","7,130,402.0","7,210,015.0","7,269,830.0","7,222,943.0","7,199,878.0","7,203,612.0","7,240,773.0","7,272,484.0","7,341,991.0","7,329,248.0","7,344,536.0","7,364,878.0","7,357,895.0","7,377,749.0","7,401,067.0","7,391,373.0","7,442,406.0","7,460,596.0","7,479,796.0","7,536,565.0","7,529,050.0","7,521,388.0","7,560,443.0","7,545,665.0","7,590,460.0","7,584,626.0","7,591,050.0","7,628,134.0","7,624,992.0","7,633,382.0","7,647,689.0","7,633,519.0","7,630,068.0","7,600,371.0","7,602,369.0","7,621,764.0","7,644,440.0","7,634,779.0","7,609,437.0","7,607,510.0","7,543,171.0","7,481,827.0","7,455,794.0","7,432,019.0","7,456,507.0","7,438,567.0","7,388,376.0","7,391,945.0","7,407,512.0","7,406,140.0","7,442,716.0","7,519,692.0","7,423,121.0","7,436,301.0","7,452,972.0","7,471,824.0","7,460,760.0","7,471,522.0","7,535,065.0","7,548,886.0","7,553,152.0","7,575,171.0","7,586,801.0","7,616,006.0","7,630,817.0","7,682,928.0","7,709,154.0","7,712,114.0","7,734,983.0","7,753,740.0","7,781,364.0","7,789,509.0","7,787,373.0","7,798,777.0","7,808,570.0","7,817,982.0","7,847,956.0","7,875,193.0","7,882,212.0","7,892,809.0","7,933,014.0","7,967,253.0","7,977,232.0","7,971,834.0","7,972,182.0","7,965,374.0","7,981,948.0","7,982,744.0","8,014,113.0","7,997,391.0","8,042,756.0","8,065,822.0","8,082,575.0","8,070,587.0","8,065,605.0","8,080,736.0","8,108,083.0","8,120,190.0","8,137,194.0","8,141,896.0","8,163,460.0","8,193,475.0","8,215,522.0","8,220,013.0","8,185,501.0","8,230,527.0","8,288,852.0","8,317,240.0","8,334,785.0","8,371,389.0","8,390,237.0","8,444,243.0","8,451,657.0","8,499,953.0","8,533,916.0","8,557,066.0","8,556,799.0","8,548,712.0","8,592,359.0","8,615,003.0","8,665,295.0","8,676,794.0","8,712,086.0","8,741,049.0"
"31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","1. Food consists of food and beverages purchased for off-premises consumption; food services, which",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","include purchased meals and beverages, are not classified as food.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2. Consists of gasoline and other energy goods and of electricity and gas services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","3. Market-based PCE is a supplemental measure that is based on household expenditures for which there",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","are observable price measures. It excludes most imputed transactions (for example, financial services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
