"","Table 3#19# Relation of State and Local Government Current Recei","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"61","41","        Insurance claims included in Census total revenue","W728RC1","262.0","285.0","304.0","306.0","316.0","330.0","354.0","370.0","395.0","428.0","440.0"
"62","42","        Employer contributions to own social insurance funds","L319381","-7.0","-7.0","-14.0","-13.0","-15.0","-16.0","-16.0","-19.0","-24.0","-27.0","-31.0"
"63","43","Plus: Timing and other differences \9\","L319391","-518.0","-842.0","-984.0","-286.0","-1,272.0","274.0","512.0","634.0","12.0","2,242.0","1,133.0"
"64","44","Equals: State and local government current expenditures, NIPAs","L319401","35,614.0","38,468.0","41,913.0","45,351.0","48,313.0","52,641.0","57,220.0","63,262.0","71,042.0","80,847.0","91,394.0"
"65",NA,"      Net state and local government saving"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","45","Census total revenue less Census total expenditures (1-25)","L319411","-4,600.0","-722.0","-2,492.0","-1,055.0","-443.0","876.0","1,156.0","2,713.0","603.0","1,347.0","553.0"
"67","46","Plus: Net investment (32)","L319421","10,193.0","9,770.0","10,479.0","10,731.0","11,159.0","12,075.0","13,062.0","14,223.0","15,523.0","16,246.0","17,828.0"
"68","47","Less: Net capital transfers received (10)","L319431","2,927.0","3,291.0","3,090.0","3,347.0","3,637.0","4,346.0","4,821.0","4,868.0","4,932.0","5,946.0","6,990.0"
"69","48","      State and local employee retirement plans (3-27)","L319441","1,640.0","2,024.0","2,279.0","2,348.0","2,722.0","2,853.0","2,879.0","3,453.0","3,868.0","4,616.0","5,175.0"
"70","49","      Other coverage differences (8+9+11+12+13+14+15-31-33-34-35-36-37)","L319451","-2,114.0","-746.0","-1,608.0","-860.0","-326.0","-612.0","-342.0","284.0","488.0","-1,078.0","-668.0"
"71","50","      Timing and other differences (43-21)","L319461","-321.0","243.0","18.0","180.0","-782.0","266.0","636.0","533.0","299.0","102.0","-21.0"
"72","51","Equals: State and local government net saving, national income and product accounts (24-44)","L319471","3,461.0","4,237.0","4,209.0","4,662.0","5,465.0","6,098.0","6,225.0","7,799.0","6,540.0","8,007.0","6,905.0"
"73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","1. Contributions received, interest received, and dividends received are included in the NIPA personal sector.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Capital gains net of losses are excluded from the NIPAs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2. Consists of employer and employee contributions, except employer contributions to their own employee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","retirement plans.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","3. Prior to 1968, dividends received is included in interest received (line 5).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","4. Prior to 1985, capital gains (net of losses) of state and local employee retirement plans is included in line 11.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","5. Unemployment insurance is recorded as a federal program in the NIPAs.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","6. Consists of estate and gift taxes and federal investment grants.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","7. Excludes current expenditures of Indian tribal government enterprises.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","8. In the NIPAs, final expenditure components of gross domestic product are recorded net of sales or receipts; all",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","current-account sales by general government are therefore deducted in the calculation of NIPA current",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","expenditures.  However, most sales by general government are included in Census total revenue; a reconciliation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","item for these sales is therefore required for both receipts and expenditures.  The amount of the reconciliation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","item is less than the sales shown in table 3.10.5 because Census total revenue does not include medical vendor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","payments made by state and local governments to public institutions (classified as an intragovernmental transaction",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","by Census) or the administrative expenses of state and local employee retirement plans (treated in the NIPAs as",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","sales by government to the personal sector).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","9. Includes timing differences that arise from restating the Census Bureau data to a year ending June 30.  Census",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Bureau measures of state and local government revenue and expenditures (lines 1 and 25) primarily represent a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","fiscal year ending June 30, but some governments use other fiscal years.  The NIPA measures shown in this table are",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","for the fiscal year ending June 30, and are consistent with the not seasonally adjusted estimates in table 3.23.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","10. These transactions are included in the NIPA personal sector.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","11. Net investment is gross investment less consumption of fixed capital for government enterprises and general",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","NIPAs National income and product accounts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
