"","Table 6#6D# Wage and Salary Accruals Per Full-Time Equivalent Em","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"36","29","        Apparel and leather and allied products","N4429C0",21131,22211,24198,24840,26584,28399,30153,31698,33417,35502,36892
"37","30","        Paper products","N4430C0",42340,44227,45813,47263,49049,50886,52209,53815,55090,56651,58183
"38","31","        Printing and related support activities","N4431C0",36516,37698,39141,37915,38929,40029,41315,42738,43881,44963,45665
"39","32","        Petroleum and coal products","N4432C0",59572,60861,62322,64986,66356,69166,76378,82161,88154,94512,93817
"40","33","        Chemical products","N4433C0",55482,57641,61230,61995,63331,66564,69885,72920,74514,79088,79806
"41","34","        Plastics and rubber products","N4434C0",33399,34425,35605,36189,37776,39057,40639,41181,42289,43878,44817
"42","35","    Wholesale trade","N4435C0",45237,47624,50853,51462,52183,53628,56013,57922,60914,63812,65022
"43","36","      Durable goods","N4436C0",47381,50172,53552,53604,53950,55309,57910,59919,62917,65849,66990
"44","37","      Nondurable goods","N4437C0",42108,43879,46853,48326,49676,51284,53374,55120,58070,60922,62249
"45","38","    Retail trade","N4438C0",24575,25517,26585,26395,27103,27918,28737,29230,30045,30730,30911
"46","39","      Motor vehicle and parts dealers","N4439C0",39562,41567,42640,42737,43632,44487,45263,46199,47382,48137,47229
"47","40","      Food and beverage stores","N4440C0",20400,20866,21711,21745,22530,23223,23753,23891,24480,25115,25899
"48","41","      General merchandise stores","N4441C0",18356,18866,19697,19639,20586,21676,22275,22666,23489,24015,24369
"49","42","      Other retail \2\","N4442C0",24910,25894,27097,26674,27131,27855,28841,29430,30266,31092,31454
"50","43","    Transportation and warehousing","N4443C0",36021,37447,39057,39913,40641,41490,43210,43865,45454,47260,47736
"51","44","      Air transportation","N4444C0",49115,50812,53107,56052,58035,57469,58887,56707,59282,63398,62364
"52","45","      Rail transportation","N4445C0",59786,61306,63353,63708,64491,67273,71119,72235,74578,77580,77891
"53","46","      Water transportation","N4446C0",51190,53493,54727,56149,56714,57897,61470,62852,66463,72714,75280
"54","47","      Truck transportation","N4447C0",33687,34865,36029,36500,37312,38284,40090,41476,43058,44156,44884
"55","48","      Transit and ground passenger transportation","N4448C0",21838,22801,23824,24344,24771,25373,26212,26820,28599,29411,30152
"56","49","      Pipeline transportation","N4449C0",64143,71872,96520,100398,81969,83849,89175,88856,97780,105893,104557
"57","50","      Other transportation and support activities \3\","N4450C0",32607,34460,35765,36133,37629,39109,41433,42509,44134,45798,46529
"58","51","      Warehousing and storage","N4451C0",31290,32301,33613,34171,35178,36614,37947,38863,39398,41032,41599
"59","52","    Information","N4452C0",53004,58985,62582,61384,60297,62689,66676,68330,71376,74895,76495
"60","53","      Publishing industries (includes software)","N4453C0",55515,62872,65604,65857,64023,66730,68654,70368,73803,80417,83338
"61","54","      Motion picture and sound recording industries","N4454C0",53788,52209,57350,55658,55600,56946,61484,63091,66753,68121,68026
"62","55","      Broadcasting and telecommunications","N4455C0",51819,57675,59800,57466,57953,60303,64432,65935,68551,71527,72843
"63","56","      Information and data processing services","N4456C0",50643,59733,68122,69315,63991,66605,74301,76004,78532,80311,81794
"64","57","    Finance and insurance","N4457C0",55498,59128,64561,67021,66279,69002,73145,77981,82553,87723,86379
"65","58","      Federal Reserve banks, credit intermediation, and related activities","N4458C0",43534,45115,47218,50192,52109,55818,57319,60066,61314,63945,63215
"66","59","      Securities, commodity contracts, and investments","N4459C0",121128,134614,151024,154953,144770,149298,161496,178663,199100,212807,197773
"67","60","      Insurance carriers and related activities","N4460C0",47559,49505,52268,54024,55633,58397,62566,65172,67767,70616,71587
"68","61","      Funds, trusts, and other financial vehicles","N4461C0",60779,67165,77378,70216,72323,75477,89157,91090,93979,101088,97699
"69","62","    Real estate and rental and leasing","N4462C0",32962,34668,37146,36539,37729,39069,41507,43708,46642,48395,47824
"70","63","      Real estate","N4463C0",33874,35770,38429,38006,38937,40463,43291,45697,48889,50260,49538
"71","64","      Rental and leasing services and lessors of intangible assets \4\","N4464C0",31119,32432,34572,33584,35085,35939,37467,39099,41413,44012,43798
"72","65","    Professional, scientific, and technical services","N4465C0",54609,57801,62568,62302,62676,64311,67135,69767,73172,76784,79064
"73","66","      Legal services","N4466C0",56456,58554,63126,65521,67127,69353,71991,74383,78011,82075,85283
"74","67","      Computer systems design and related services","N4467C0",69086,74828,82555,79304,78583,79817,83311,85793,90066,93783,94391
"75","68","      Miscellaneous professional, scientific, and technical services \5\","N4468C0",50401,52919,56662,56678,57443,59092,61785,64573,67715,71054,73472
"76","69","    Management of companies and enterprises \6\","N4469C0",66208,69549,74201,73335,74202,77619,82418,87971,92739,100044,100715
"77","70","    Administrative and waste management services","N4470C0",22829,23600,25035,27204,28106,29733,29643,31370,32628,34132,35663
"78","71","      Administrative and support services","N4471C0",22094,22832,24343,26529,27381,29004,28825,30570,31817,33341,34838
"79","72","      Waste management and remediation services","N4472C0",39284,41639,41983,41922,43637,45198,47427,48753,50345,51208,52399
"80","73","    Educational services","N4473C0",26967,27964,29243,30384,31630,33012,33854,34844,36158,37730,39126
"81","74","    Health care and social assistance","N4474C0",33074,33832,35269,36674,38095,39583,41080,42286,43749,45471,46948
"82","75","      Ambulatory health care services","N4475C0",43788,44853,46721,48128,49700,50903,52292,53720,55111,57241,58786
"83","76","      Hospitals","N4490C0",36210,37025,38632,39330,41143,43709,46056,47684,49948,51914,54184
"84","77","      Nursing and residential care facilities","N4491C0",21013,21774,22985,23798,24896,25639,26551,27028,28039,29300,30080
"85","78","      Social assistance","N4492C0",18250,19095,19937,21986,22624,23342,23834,24140,24773,25631,26301
"86","79","    Arts, entertainment, and recreation","N4493C0",29888,31320,32479,33209,34205,36207,37033,37149,40514,40329,42564
"87","80","      Performing arts, spectator sports, museums, and related activities","N4494C0",50078,53981,56001,57096,60034,64507,66449,66388,71857,73348,78100
"88","81","      Amusements, gambling, and recreation industries","N4495C0",21940,22555,23343,23865,24285,25400,25955,26236,28625,27648,28854
"89","82","    Accommodation and food services","N4496C0",16671,17298,18047,18914,19401,19834,20995,21018,21673,22865,23353
"90","83","      Accommodation","N4497C0",23479,24740,26111,25896,26422,27377,32616,29834,30719,32800,32790
"91","84","      Food services and drinking places","N4498C0",15000,15479,16073,17152,17699,18049,18607,18991,19647,20649,21230
"92","85","    Other services, except government","N4499C0",23916,24588,25989,26664,27652,28663,29658,30465,31940,33094,34243
"93","86","  Government","A4476C0",37497,38935,40767,42328,44001,45960,47986,49894,51887,53887,55794
"94","87","    Federal","A4477C0",42538,44093,46470,48443,51335,55886,60257,64184,66327,68447,70330
"95","88","      General government","A4478C0",41535,43264,45155,47731,51303,56759,60896,65467,67589,70969,73364
"96","89","        Civilian","B4479C0",47603,49575,51518,54154,56691,62840,67647,71278,73172,76959,79197
"97","90","        Military \7\","B4480C0",34404,35845,37466,40287,44911,49798,53171,58614,60977,63852,66421
"98","91","      Government enterprises","B4481C0",46888,47621,52231,51501,51476,51974,57293,58215,60384,57295,56617
"99","92","    State and local","A4482C0",36035,37473,39164,40681,42011,43298,44743,46174,48156,50139,52051
"100","93","      General government","A4483C0",35880,37301,38968,40503,41862,43114,44531,45952,47936,49971,51828
"101","94","        Education","B4484C0",35653,36941,38358,39769,40999,42405,43569,44975,47063,49062,50790
"102","95","        Other \8\","B4485C0",36139,37716,39687,41365,42880,43948,45670,47112,48971,51047,53055
"103","96","      Government enterprises \8\","B4486C0",38337,40041,42114,43308,44147,45924,47746,49357,51316,52499,55215
"104","97","Rest of the world","ZZZZZZ0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","1. NAICS crop and animal production.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2. Consists of furniture and home furnishings stores; electronics and appliance stores; building",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","material and garden equipment and supplies dealers; health and personal care stores; gasoline",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","stations; clothing and clothing accessories stores; sporting goods, hobby, book, and music",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","stores; miscellaneous store retailers; and nonstore retailers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","3. Consists of scenic and sightseeing transportation; transportation support activities; and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","couriers and messengers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","4. Intangible assets include patents, trademarks, and franchise agreements, but not copyrights.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","5. Consists of accounting, tax preparation, bookkeeping, and payroll services; architectural,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","engineering, and related services; specialized design services; management, scientific, and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","technical consulting services; scientific research and development services; advertising and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","related services; and other professional, scientific, and technical services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","6. Consists of offices of bank and other holding companies and of corporate, subsidiary, and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","regional managing offices.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","7. Includes Coast Guard.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","8. Employees of Indian tribal governments are classified in state and local government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Note. Estimates in this table are based on the 2002 North American Industry Classification",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","System (NAICS).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
