"","Table 1#17#6# Real Gross Domestic Product, Real Gross Domestic I","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93"
"12","3","    Net domestic product \1\","A362RX1",1762.7,1758.6,1755.3,1786.8,1817.1,1850.7,1862.2,1864,1834.2,1826.4,1848.1,1828.6,1910.2,1974,2058.1,2100.5,2130.3,2169,2216.2,2218.4,2241.4,2243,2257.4,2336.8,2381.3,2397.9,2378.8,2334.2,2317.8,2316.9,2343.1,2391.5,2465.3,2506.9,2541.5,2555.3,2540.3,2560.2,2554,2598,2613.2,2602.7,2627.4,2592,2510.3,2525.1,2588.4,2654.7,2708.5,2781.1,2772.2,2781.6,2849.4,2834,2838.6,2795.6,2813.4,2869.3,2920,2983.4,3040.1,3073,3101.5,3110.2,3144.5,3186.1,3251.7,3272.8,3348.2,3388.1,3434.5,3442.5,3532.8,3580.9,3656.6,3747.3,3844.5,3854.8,3878.3,3908.3,3941.6,3937.8,3969,3997.9,4083.1,4154,4180.4,4194.1,4260.4,4268.7
"13","4","    Net domestic income \1\","W256RX1",1740.1,1736.6,1738.4,1757.1,1811.9,1859.3,1860.5,1870.4,1827.9,1821.3,1832.7,1802.6,1884.9,1970.9,2053.4,2095.8,2105.8,2144.9,2184.1,2202.4,2215.4,2226.5,2245.9,2319.3,2361.5,2375.8,2354.6,2297.2,2299.3,2300.1,2319.9,2372,2442.2,2495.2,2528.4,2546.8,2545.9,2571.6,2570.9,2617.6,2620.9,2614.4,2623.5,2586.4,2517.8,2521.8,2582.2,2641.8,2708.4,2789.8,2761.3,2780.2,2848,2843.7,2839.8,2818.3,2821.2,2872,2920.5,2995.3,3031.6,3065.7,3096.4,3132.8,3158.1,3205.6,3249.8,3276.7,3333.5,3383.8,3432.4,3463.8,3545.2,3590.4,3640.8,3724.3,3809.1,3830.2,3852.5,3883.6,3901.7,3918.7,3957.9,3996,4057.5,4120.5,4173.8,4195.7,4233.3,4259.4
"14",NA,"Production by labor and capital supplied by U.S. residents:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","5","    Gross national product","A001RX1",1945.1,1943.4,1941.4,1972.4,2002.3,2035.3,2046.6,2048.8,2020.4,2013.3,2035,2015.8,2096.4,2160.2,2245.1,2288.2,2318.7,2361,2409.9,2416.1,2440.5,2445.7,2463,2543,2589.8,2610.8,2594.6,2555.5,2544.9,2547.4,2576.3,2628.2,2703.1,2746.5,2783.4,2800.4,2791.7,2814.3,2812.5,2855.8,2877.2,2872.4,2899.2,2865.4,2792,2810.6,2874.5,2941.2,2995.5,3067.9,3063.3,3076.4,3143.8,3132.4,3140.9,3104.3,3126.5,3183,3236.2,3301.9,3360.8,3398.9,3431.3,3448.1,3484.9,3529,3597.8,3624.2,3704.4,3746.9,3798.3,3809.6,3906.6,3960.6,4038.2,4130,4232.3,4249.6,4279,4316.7,4355.8,4358.8,4399,4433.3,4523.4,4599.9,4633.7,4653.9,4725.9,4739.8
"16","6","    Gross national income","A023RX1",1923.2,1922.1,1925.1,1943.7,1997.2,2043.6,2045,2055.1,2014.4,2008.4,2020,1990.8,2072,2157,2240.6,2283.7,2295.1,2337.7,2378.9,2400.7,2415.4,2429.8,2451.9,2526.2,2570.7,2589.5,2571.3,2519.8,2527,2531.2,2553.9,2609.4,2681,2735.2,2770.8,2792.2,2797.1,2825.2,2828.6,2874.6,2884.5,2883.6,2895.4,2860,2799.2,2807.4,2868.6,2928.8,2995.4,3076.3,3052.9,3075.2,3142.5,3141.8,3142.2,3126.2,3134.1,3185.7,3236.6,3313.3,3352.6,3391.8,3426.4,3470,3498,3547.8,3595.8,3628,3690.3,3742.7,3796.1,3830.1,3918.7,3969.6,4023.1,4107.8,4198.1,4225.8,4254.2,4292.7,4317.4,4340.2,4388.2,4431.5,4498.5,4567.4,4627.5,4655.5,4699.6,4730.7
"17","7","    Net national product \1\","A027RX1",1775.4,1771.8,1768.5,1800.6,1832.1,1866.4,1878,1879.7,1849.3,1841.2,1862.5,1841.9,1924.3,1989,2075.4,2117.8,2147.1,2188.2,2236.1,2239.3,2261.3,2263,2277.2,2356.3,2400.7,2418.3,2397.4,2352.7,2337.5,2336.5,2362.9,2413.4,2487.7,2529.1,2563.9,2578.2,2565.1,2584.9,2579.2,2620.7,2639.2,2630.3,2654,2614.1,2532.7,2547.8,2610.6,2676.8,2730.6,2803.2,2795.6,2806.3,2873.5,2858.4,2863.9,2822,2841.1,2895.9,2947.2,3011.2,3067.9,3103.1,3131.9,3144.3,3177.2,3217.9,3284.2,3306.1,3384.2,3422.9,3470.3,3476.2,3570.4,3619.7,3693.2,3781.3,3879.6,3889.9,3912.8,3944.2,3977.1,3972.6,4006.7,4034.8,4120.9,4192.6,4220,4233.4,4299.9,4307.1
"18",NA,"Final expenditures by U.S. residents:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","8","    Gross domestic purchases","A712RX1",1889.2,1890,1888.2,1939.7,1983.2,2031,2043.6,2048.5,2005.1,1998.2,2027.5,2024.1,2108.9,2176,2276.2,2313.1,2340,2366.9,2404.2,2408.3,2438.4,2457,2489.8,2580,2626.9,2652.2,2632.8,2590.9,2577.5,2575.2,2601.5,2648.4,2726.2,2779.4,2811.4,2831.9,2820.2,2834.4,2828.7,2863.4,2881.8,2880.9,2911,2885.7,2825.9,2849,2912.7,2987.5,3038.1,3113.9,3104.9,3117.4,3175,3154.2,3162.2,3114.1,3136,3198.7,3261.8,3326.7,3391.7,3416,3460.5,3479.3,3511,3541.2,3624.5,3641.4,3709.6,3754.4,3811.6,3823.7,3935,3973.5,4068.1,4158.6,4270.6,4283.6,4333.5,4365.9,4405.1,4409.4,4455.7,4496.2,4593.7,4670.3,4703.7,4725.8,4806.2,4815.8
"20","9","    Final sales to domestic purchasers \2\","A713RX1",1904.2,1920.7,1936.5,1959.6,1980.7,2006.4,2011.5,2030.6,2023.6,2050.4,2056.4,2079.6,2116.5,2176.4,2270.1,2243.7,2306.8,2306.3,2372.1,2406.9,2432.7,2487.6,2480.7,2571,2624.9,2651,2641,2625.1,2608.7,2613.6,2636.8,2675.7,2728.9,2773.2,2808.3,2819.4,2814.2,2837.2,2836,2873.4,2899.2,2894.7,2918.9,2923,2866.5,2887.3,2927.1,2990.9,3042.7,3094.9,3126,3116.6,3139.2,3162,3160.6,3167.1,3173.4,3212.1,3249,3321.2,3367.5,3411.1,3450.7,3484.6,3494.6,3539.5,3619.2,3645.7,3711.9,3758.2,3811.1,3822.6,3901.2,3956.3,4044.9,4146.8,4227,4244.7,4301.4,4311,4356.4,4404.4,4438.2,4483.7,4582.7,4628.4,4695.2,4726.5,4782.1,4800.8
"21",NA,"Purchasing power of income: \3\"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","10","    Command-basis gross domestic product","C191RX1",1972.7,1977.2,1980,2018.5,2038.6,2064,2076.1,2085,2052.3,2036.5,2063,2043.9,2125,2186.1,2270.3,2317.8,2352.7,2394.1,2437.7,2440.3,2463,2463,2491.3,2572.8,2620.2,2640.5,2627.1,2584,2567.6,2567.1,2601,2655.2,2735.2,2776.1,2814.3,2840.7,2830.8,2844.6,2847,2887.8,2914.3,2908.5,2932.8,2888.7,2822.1,2837.5,2913.9,2992.2,3039.9,3109.3,3102.5,3115,3191.9,3176.2,3181.3,3138.1,3163.2,3225.2,3280.4,3350.9,3413.5,3444.6,3476.7,3488.4,3524.3,3572.4,3641.6,3672.5,3748.6,3789.8,3839.3,3855.5,3956.2,4009.8,4087.4,4182.2,4289.4,4302.7,4340,4380.7,4424.7,4424.6,4464.9,4502.1,4594.3,4672,4703.2,4724.9,4802.3,4814.9
"23","11","    Command-basis net domestic product \1\","C362RX1",1802.5,1805.4,1807.2,1847.2,1868.6,1895.1,1907.5,1916.2,1881.3,1864.1,1890.5,1869.9,1953,2015,2100.8,2147.9,2181.6,2221.9,2264.3,2263.6,2283.9,2280.1,2305.7,2386.4,2431.3,2448.2,2430.1,2381.2,2359.9,2355.7,2387.2,2440.2,2519.9,2558.7,2594.9,2618.9,2604.5,2615.1,2613.8,2652.7,2676.5,2666.4,2687.4,2636.6,2562.1,2573.9,2649.6,2728.1,2775.1,2844.6,2834.7,2844.6,2921.8,2902.3,2904.1,2855.1,2877.2,2937.7,2991,3060.2,3120.7,3148.6,3177.1,3184.1,3216.1,3261,3327.5,3354.1,3427.9,3465.2,3510.7,3521.5,3619.7,3668.5,3742.1,3833.2,3936.7,3942.8,3973.8,4008.2,4046.1,4038.2,4072.4,4103.3,4191.7,4264.5,4289.2,4304,4376.2,4381.9
"24","12","    Command-basis gross national product","CB22RX1",1980.7,1986,1988.9,2028,2049.3,2075.2,2087.2,2095.9,2062.6,2046.5,2072.6,2052.4,2134.3,2196,2282.2,2329.5,2363.5,2407.2,2451.5,2455,2476.7,2476.7,2504.7,2585.9,2633.1,2654.3,2639.2,2596.2,2580.9,2580.4,2614.5,2670.8,2751.3,2791.9,2830.2,2857.1,2849.1,2862.6,2865.5,2903.8,2933.4,2929.2,2952.5,2904.1,2837.9,2853.7,2929.5,3007.7,3055.3,3124.7,3119.2,3132.9,3209.1,3193.8,3199.8,3157.6,3184,3244.9,3300.6,3371.6,3434.2,3467.4,3499.8,3515.3,3549.8,3596.9,3666.6,3698.4,3776.8,3817,3867.3,3881.4,3986.1,4040.7,4116,4208.1,4316.3,4329.6,4366.3,4408.3,4452,4451,4494.2,4530.5,4623.7,4701.9,4734.1,4755.4,4832.9,4844.3
"25","13","    Command-basis net national product \1\","C027RX1",1810.7,1814.5,1816.5,1857.2,1879.7,1906.7,1918.9,1927.5,1892,1874.4,1900.5,1878.8,1962.7,2025.3,2113.1,2160,2192.8,2235.5,2278.7,2279,2298.1,2294.4,2319.7,2400.1,2444.7,2462.6,2442.8,2393.9,2373.7,2369.5,2401.3,2456.4,2536.6,2575.2,2611.5,2636,2623.7,2633.9,2633.1,2669.5,2696.5,2688.1,2708.1,2652.7,2578.7,2590.7,2665.9,2744.3,2791.1,2860.7,2852.1,2863.3,2939.8,2920.6,2923.3,2875.4,2898.8,2958.2,3012.1,3081.8,3142.2,3172.3,3201.2,3212.1,3242.6,3286.5,3353.6,3381,3457.3,3493.4,3539.8,3548.4,3650.7,3700.6,3771.8,3860.1,3964.6,3970.8,4001,4036.8,4074.4,4065.6,4102.8,4132.8,4222.1,4295.6,4321.2,4335.7,4407.8,4412.3
"26",NA,"After-tax income received by the personal sector:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","14","    Disposable personal income","A067RX1",1312.3,1297.4,1330.8,1311.5,1337.4,1379.1,1401.7,1409.6,1381.9,1388.6,1397.6,1405.4,1513.7,1509.2,1528.1,1537.5,1539.3,1573.5,1591.4,1588.5,1587.7,1607.9,1640.2,1675.4,1695.8,1717.9,1709.7,1704,1712.7,1714.3,1732.5,1765.7,1794.5,1834.1,1867.7,1889.6,1909,1927.2,1936.9,1966.4,1972.1,1986.1,1996.8,1984.9,1969.8,1983.1,2022.9,2047.7,2065,2098.1,2095.1,2110.1,2135.2,2148.6,2152.5,2151.5,2172.5,2205.5,2234.8,2277.9,2299.7,2323.9,2336,2356.7,2376.9,2399,2425.5,2465,2513.4,2581,2614.4,2643.9,2675.1,2705.5,2779.5,2835.4,2863.5,2871.1,2905.9,2939.7,2983.6,3006.8,3035.1,3057.1,3109.3,3161.2,3169,3190.6,3197,3232.3
"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","1. In this table, net measures are the corresponding gross measures excluding the depreciation of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","fixed assets as measured by the consumption of fixed capital.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2. Gross domestic purchases excluding change in private inventories.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","3. The command-basis estimates (lines 10-13) measure the purchasing power of the income generated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","by the sale of goods and services produced; they reflect gains or losses in real income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","resulting from changes in the terms of trade for exports and imports.  For more detail on the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","command-basis estimates, see NIPA tables 1.8.3 and 1.8.6.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
