"","Table 1#5#5# Gross Domestic Product, Expanded Detail","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48"
"11","4","    Durable goods","DDURRC1",90.5,90,102.4,116.4,130.5,130.2,142.2,168.6,192,213.3,226.3,226.4,243.9,253,295,342.2,380.4,421.4,442,475.1,494.3,497.1,477.2,508.1,551.5,607.2,635.7,676.3,715.5,779.3,855.6,912.6,941.5,985.4,1017.5,1079.8,1127.2,1156.1,1184.6,1102.3,1023.3,1070.7,1129.9,1202.7,1263
"12","5","      Motor vehicles and parts","DMOTRC1",37.4,34.5,43.2,49.4,54.4,48.2,52.6,68.2,79.8,89.2,90.2,84.4,93,100,122.9,147.2,170.1,187.5,188.2,202.2,207.8,205.1,185.7,204.8,224.7,249.8,255.7,273.5,293.1,320.2,350.7,363.2,383.3,401.3,401.5,409.3,410,395,400.6,339.6,317.1,342,368.7,401.7,424.5
"13","6","      Furnishings and durable household equipment","DFDHRC1",27.6,28.2,29.9,33.5,38,40.9,42.6,47.2,53.4,59,65.3,67.8,71.5,71.8,79.8,88.8,94.6,103.5,109.5,115.2,121.4,120.9,118.8,124.3,131.4,140.5,146.7,153.5,160.5,173.6,191.2,208.1,214.9,225.9,235.2,254.3,271.3,283.6,283.5,268.7,244.3,250.4,260.1,275.1,285.8
"14","7","      Recreational goods and vehicles","DREQRC1",16.7,17.9,19.2,22.6,25.3,26.6,30.4,34.2,37.7,41.7,45.8,46.5,49.9,51.3,58.7,67.8,74.1,83,91.8,99.9,103.9,105.6,107.7,111,123.5,140.3,153.7,164.9,174.6,191.4,210.9,230.9,234.9,244.8,259.2,284.1,305,324.1,335.8,329.3,303.8,312.7,321.1,334.5,347.8
"15","8","      Other durable goods","DODGRC1",8.7,9.4,10.1,11,12.9,14.5,16.5,19.1,21.1,23.5,25.1,27.6,29.6,29.9,33.7,38.3,41.6,47.5,52.5,57.8,61.3,65.5,64.9,68,72,76.5,79.6,84.3,87.3,94.2,102.7,110.4,108.4,113.4,121.7,132.1,141,153.5,164.8,164.6,158.2,165.6,179.9,191.3,205
"16","9","    Nondurable goods","DNDGRC1",214.2,228.8,239.7,257.4,286.1,321.4,349.2,377.7,408.4,450.2,511.6,573.4,625.4,646.3,678.8,721.5,757.2,774.2,814.3,862.3,929.5,994.2,1020.3,1055.2,1090.8,1139.4,1179.8,1241.4,1291.2,1329.4,1431.2,1540.3,1583.7,1613.2,1704,1820.4,1953.1,2079.7,2176.9,2273.4,2175.1,2292.1,2472.8,2567,2622.9
"17","10","      Food and beverages purchased for off-premises consumption","DFXARC1",95.4,103.5,107.1,114.5,126.7,143,156.6,167.3,179.8,196.1,218.4,239.2,255.3,267.1,277,291.1,303,316.4,324.3,342.8,365.4,391.2,403,404.5,413.5,432.1,443.7,461.9,474.8,487.4,515.5,540.6,564,575.1,599.6,632.6,668.2,700.3,737.3,772.9,770,788.9,833,863.3,884
"18","11","      Clothing and footwear","DCLORC1",44.3,45.5,49,53.5,59.2,62.4,66.9,72.2,79.3,89.3,96.4,103,113.2,116.7,126.4,137.6,146.8,157.2,167.7,178.2,190.4,195.2,199.1,211.2,219.1,227.4,231.2,239.5,247.5,257.8,271.1,280.8,277.9,278.8,285.3,297.5,310.7,320.2,323.7,319.5,306.5,320.6,338.3,354.6,362.7
"19","12","      Gasoline and other energy goods","DGOERC1",25,26.3,27.6,29.4,34.3,43.8,48,53,57.8,61.5,80.4,101.9,113.4,108.4,106.5,108.2,110.5,91.2,96.4,99.9,110.4,124.2,121.1,125,126.9,129.2,133.4,144.7,147.7,132.4,146.5,184.5,178,167.9,196.4,232.7,283.8,319.7,345.5,389.1,284.5,333.4,408.9,417,408.7
"20","13","      Other nondurable goods","DONGRC1",49.5,53.6,55.9,60,65.8,72.1,77.7,85.2,91.5,103.3,116.5,129.3,143.5,154,168.8,184.6,196.9,209.4,225.9,241.4,263.3,283.6,297.1,314.5,331.4,350.6,371.4,395.2,421.3,451.8,498,534.4,563.9,591.4,622.7,657.6,690.4,739.6,770.4,791.9,814.2,849.2,892.6,932.1,967.5
"21","14","  Services","DSERRC1",299.8,328.9,358.9,395.6,434.5,480.5,541.4,603.9,676.3,762.6,851.6,954.8,1068.1,1174.6,1312.7,1434.5,1585.1,1702.8,1835.8,2009.6,2169,2334.3,2462.7,2652.4,2828.7,2994.5,3168.6,3350.4,3554,3794.3,4030.1,4348.8,4581.6,4786.7,5042.8,5357.5,5710.1,6061.7,6382.9,6629.8,6644.5,6839.1,7109.1,7379.9,7615.7
"22","15","    Household consumption expenditures (for services)","DHCERC1",290.4,318.4,347.2,382.8,420.8,465,524.4,584.9,655.7,739.6,825.4,924.8,1034,1136.7,1272,1389.1,1537.2,1650.2,1780.1,1946.3,2101,2258.5,2382.6,2564.5,2738.6,2896.7,3066.3,3240.4,3448.4,3670.5,3891.9,4190.7,4402.5,4588.4,4837.3,5151.1,5499.8,5822.5,6134.1,6347.7,6368.5,6563.7,6831.2,7089.4,7326.2
"23","16","      Housing and utilities","DHUTRC1",101,109.4,120,131.2,143.5,158.6,176.5,194.7,217.8,244.3,273.4,312.5,352.1,387.5,421.2,457.5,500.6,537,571.6,614.4,655.2,696.5,735.2,771.1,814.9,863.3,913.7,962.4,1009.8,1065.5,1123.1,1198.6,1287.5,1333.6,1394.1,1469.1,1583.6,1682.4,1758.2,1839.1,1881,1909,1960.9,2013.9,2082.5
"24","17","      Health care","DHLCRC1",42.1,47.7,53.7,59.8,67.2,76.1,89,101.8,115.7,131.2,148.8,171.7,201.9,225.2,253.1,276.5,302.2,330.2,366,410.1,451.2,506.2,555.8,612.8,648.8,680.5,719.9,752.1,790.9,832,863.6,918.4,996.6,1082.9,1154.6,1240.1,1322.3,1394.2,1481.8,1556.5,1627.4,1690.7,1767.8,1847.6,1918.6
"25","18","      Transportation services","DTRSRC1",18,20,22.4,24.5,26.1,28.5,32,36.2,41.4,45.2,50.7,55.4,59.8,61.7,68.9,80,90.1,95,103.1,114.2,121.8,126.4,123.7,133.6,146.1,161.9,177.9,195,214.3,227.6,244.1,263.5,264.7,258.2,265.5,276.6,289.4,302.1,312.2,311.7,289.7,292.9,308.2,318.1,324.3
"26","19","      Recreation services","DRCARC1",12.9,14,15.1,16.3,18.3,20.9,23.7,26.5,29.6,32.9,36.7,40.8,47.1,52.5,59.4,66.1,74,80.4,87.3,99.2,110.7,121.8,127.2,139.8,153.4,164.7,181.1,195.6,208.3,220.2,238.1,254.4,262.3,271.4,289.2,312.1,328.9,351.9,375.8,384.5,376,385.1,399.7,416.6,427.2
"27","20","      Food services and accommodations","DFSARC1",37.5,41.6,43.8,48.9,54.8,60.6,68.8,77.8,85.7,97.1,110.9,121.7,133.9,142.5,153.6,164.9,174.3,186.7,204.4,225.8,242.6,262.7,273.4,286.3,298.4,308.3,316.1,326.6,343.4,361.8,380.3,408.8,419.7,436.3,461.9,496.4,530.6,566.3,595.6,612.5,600.3,617.7,658.7,701.7,736.5
"28","21","      Financial services and insurance","DIFSRC1",28.5,31.1,34.1,38.3,41.5,45.9,54,59.3,67.8,80.6,87.6,95.6,102,116.3,145.9,156.6,188.1,199.8,205.3,219.8,238.4,247.4,266.8,295.1,332.6,346.9,366.4,392.3,429.2,467.3,509.1,566.3,552.8,562.6,588.5,635.3,689.6,724.2,768.5,771.5,719,763.2,801.1,821,849.2
"29","22","      Other services","DOTSRC1",50.5,54.6,58.1,63.7,69.3,74.4,80.3,88.6,97.7,108.3,117.2,127.1,137.2,150.9,169.9,187.5,207.9,221.2,242.4,262.8,281.1,297.5,300.5,325.7,344.4,371.2,391.2,416.4,452.3,496,533.6,580.7,619,643.5,683.5,721.5,755.3,801.4,841.9,871.9,875.1,905.1,934.8,970.4,987.9
"30","23","    Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRC1",9.4,10.5,11.7,12.8,13.8,15.5,17,19,20.6,23,26.1,30,34.1,38,40.8,45.4,47.9,52.6,55.7,63.3,68,75.9,80.1,87.9,90.1,97.8,102.3,110,105.6,123.8,138.2,158,179.1,198.3,205.5,206.4,210.3,239.2,248.8,282.1,276,275.4,277.9,290.5,289.5
"31","24","      Gross output of nonprofit institutions \2\","DNPERC1",34,38.1,42.8,47.4,51.8,58.8,67.2,76.3,85.2,96.7,109.4,126.1,145.7,163.8,179.2,194.4,209.3,227.3,246.9,275.5,301.2,334.4,362.9,396.4,418.7,440.1,458.5,483.1,502.6,542.5,576.3,621.6,676.4,737.1,774.6,819,868.5,932.2,983.1,1040.9,1072.6,1105.9,1141.6,1194.1,1235.2
"32","25","      Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRC1",24.6,27.6,31.1,34.5,38.1,43.3,50.2,57.3,64.5,73.6,83.2,96.1,111.5,125.8,138.5,149,161.4,174.7,191.2,212.2,233.2,258.6,282.8,308.5,328.7,342.3,356.2,373.1,397,418.7,438.1,463.6,497.4,538.7,569.1,612.6,658.2,693,734.4,758.8,796.5,830.5,863.7,903.6,945.7
"33","26","Gross private domestic investment","A006RC1",173.6,170.1,196.8,228.1,266.9,274.5,257.3,323.2,396.6,478.4,539.7,530.1,631.2,581,637.5,820.1,829.6,849.1,892.2,937,999.7,993.5,944.3,1013,1106.8,1256.5,1317.5,1432.1,1595.6,1735.3,1884.2,2033.8,1928.6,1925,2027.9,2276.7,2527.1,2680.6,2643.7,2424.8,1878.1,2100.8,2232.1,2475.2,2670
"34","27","  Fixed investment","A007RC1",164.4,168,188.6,219,251.1,260.5,263.5,306.1,374.3,452.6,521.7,536.4,601.4,595.9,643.3,754.7,807.8,842.6,865,918.5,972,978.9,944.7,996.7,1086,1192.7,1286.3,1401.3,1524.7,1671.6,1823.4,1979.2,1966.9,1906.5,2008.7,2212.8,2467.5,2613.7,2609.3,2456.8,2025.7,2039.3,2195.6,2409.1,2564
"35","28","    Nonresidential","A008RC1",120,124.6,130.4,146.6,172.7,191.1,196.8,219.3,259.1,314.6,373.8,406.9,472.9,485.1,482.2,564.3,607.7,607.8,615.2,662.3,716,739.2,723.6,741.9,799.2,868.9,962.2,1043.2,1149.1,1252.8,1361.6,1493.8,1453.9,1348.9,1371.7,1463.1,1611.5,1776.3,1920.6,1941,1633.4,1658.2,1809.9,1970,2047.1
"36","29","      Structures","B009RC1",37.7,40.3,42.7,47.2,55,61.2,61.4,65.9,74.6,93.6,117.7,136.2,167.3,177.6,154.3,177.4,194.5,176.5,174.2,182.8,193.7,202.9,183.6,172.6,177.2,186.8,207.3,224.6,250.3,275.1,283.9,318.1,329.7,282.9,281.8,301.8,345.6,415.6,496.9,552.4,438.2,362,380.6,437.3,456.4
"37","30","      Equipment","Y033RC1",65.2,66.4,69.1,78.9,95.1,104.3,107.6,121.2,148.7,180.6,208.1,216.4,240.9,234.9,246.5,291.9,307.9,317.7,320.9,346.8,372.2,371.9,360.8,381.7,425.1,476.4,528.1,565.3,610.9,660,713.6,766.1,711.5,659.6,669,719.2,790.7,856.1,885.8,825.1,644.3,731.8,832.7,907.6,939.7
"38","31","        Information processing equipment","Y034RC1",12.8,14.3,14.9,16.7,19.9,23.1,23.8,27.5,33.7,42.3,50.4,58.9,69.6,74.2,83.7,101.2,106.6,111.1,112.2,120.8,130.7,129.6,129.2,142.1,153.3,167,188.4,204.7,222.8,240.1,259.8,293.8,265.9,236.7,241,253.1,262.8,282.3,303.2,291.2,256.1,276.7,280.4,284.5,290.1
"39","32","          Computers and peripheral equipment","B935RC1",2.4,2.7,2.8,3.5,3.5,3.9,3.6,4.4,5.7,7.6,10.2,12.5,17.1,18.9,23.9,31.6,33.7,33.4,35.8,38,43.1,38.6,37.7,44,47.9,52.4,66.1,72.8,81.4,87.9,97.2,103.2,87.6,79.7,78.3,81.5,80,86.4,87.7,83.8,76.8,81.3,76.8,79.2,77.9
"40","33","          Other","A937RC1",10.4,11.6,12.2,13.2,16.3,19.2,20.2,23.1,28,34.8,40.2,46.4,52.5,55.3,59.8,69.6,72.9,77.7,76.4,82.8,87.6,90.9,91.5,98.1,105.4,114.6,122.3,131.9,141.4,152.2,162.5,190.6,178.4,157,162.8,171.6,182.8,195.9,215.5,207.5,179.3,195.4,203.6,205.4,212.2
"41","34","        Industrial equipment","A680RC1",19.1,20.3,19.5,21.4,26,30.7,31.3,34.1,39.4,47.7,56.2,60.7,65.5,62.7,58.9,68.1,72.5,75.4,76.7,84.2,93.3,92.1,89.3,93,102.2,113.6,129,136.5,140.4,147.4,149.1,162.9,151.9,141.7,143.4,144.2,162.4,181.6,194.1,192.9,152.1,152.9,182,195.3,202.8
"42","35","        Transportation equipment","A681RC1",18.9,16.2,18.4,21.8,26.6,26.3,25.2,30,39.3,47.3,53.6,48.4,50.6,46.8,53.5,64.4,69,70.5,68.1,72.9,67.9,70,71.5,74.7,89.4,107.7,116.1,123.2,135.5,147.1,174.4,170.8,154.2,141.6,134.1,159.2,179.6,194.3,188.8,146.2,70.6,127.5,171.8,214.4,218.9
"43","36","        Other equipment","A862RC1",14.4,15.6,16.3,19,22.6,24.3,27.4,29.6,36.3,43.2,47.9,48.3,55.2,51.2,50.4,58.1,59.9,60.7,63.9,69,80.2,80.2,70.8,72,80.2,88.1,94.7,101,112.1,125.4,130.4,138.6,139.5,139.6,150.5,162.7,186,198,199.6,194.9,165.6,174.7,198.6,213.4,227.9
"44","37","      Intellectual property products","Y001RC1",17.2,17.9,18.7,20.6,22.7,25.5,27.8,32.2,35.8,40.4,48.1,54.4,64.8,72.7,81.3,95.1,105.3,113.5,120.1,132.7,150.1,164.4,179.1,187.7,196.9,205.7,226.8,253.3,288,317.7,364,409.5,412.6,406.4,420.9,442.1,475.1,504.6,537.9,563.4,550.9,564.3,596.6,625,651
"45","38","        Software \4\","B985RC1",1.8,2.3,2.4,2.8,3.2,3.9,4.8,5.2,5.5,6.3,8.1,9.8,11.8,14,16.4,20.4,23.8,25.6,29,34.2,41.9,47.6,53.7,57.9,64.3,68.3,74.6,85.5,107.5,126,157.3,184.5,186.6,183,191,205.1,217.2,228.9,244.2,258.5,256.8,252,267.6,281.6,294.4
"46","39","        Research and development \5\","Y006RC1",11,11.5,11.9,12.9,14.6,16.4,17.5,19.6,21.8,24.9,29.1,34.2,39.7,44.8,49.6,56.9,63,66.5,69.2,75.5,82.8,89.3,96,98.6,99.2,101.3,112,123.6,134.4,143.3,155.7,169.5,171.3,165.7,167.2,173,188.1,204.5,223.3,237.7,229,240.2,255.2,269.1,280.7
"47","40","        Entertainment, literary, and artistic originals","Y020RC1",4.4,4.1,4.4,4.9,4.9,5.2,5.5,7.4,8.6,9.1,10.9,10.3,13.2,13.9,15.3,17.8,18.6,21.4,21.9,23,25.4,27.5,29.4,31.2,33.4,36.1,40.2,44.3,46.1,48.3,51,55.6,54.7,57.6,62.7,64.1,69.8,71.2,70.4,67.2,65.1,72.2,73.8,74.3,75.8
"48","41","    Residential","A011RC1",44.4,43.4,58.2,72.4,78.3,69.5,66.7,86.8,115.2,138,147.8,129.5,128.5,110.8,161.1,190.4,200.1,234.8,249.8,256.2,256,239.7,221.2,254.7,286.8,323.8,324.1,358.1,375.6,418.8,461.8,485.4,513,557.6,636.9,749.7,856.1,837.4,688.7,515.9,392.2,381.1,385.8,439.2,516.9
"49","42","  Change in private inventories","A014RC1",9.2,2,8.3,9.1,15.9,14,-6.3,17.1,22.3,25.8,18,-6.3,29.8,-14.9,-5.8,65.4,21.8,6.6,27.1,18.5,27.7,14.5,-0.4,16.3,20.8,63.8,31.2,30.8,70.9,63.7,60.8,54.5,-38.3,18.5,19.3,63.9,59.6,67,34.5,-32,-147.6,61.5,36.4,66.1,106.1
"50","43","    Farm","B018RC1",0,-0.8,1.7,0.3,1.5,-2.8,3.4,-0.8,4.5,1.4,3.6,-6.1,8.8,5.8,-15.4,5.7,5.8,-1.5,-6.4,-11.9,0,2.4,-1.3,6.3,-6.2,12,-11,8.7,3.3,1.3,-2.7,-1.4,0,-2.5,0.1,8.8,0.2,-3.6,-0.7,1.6,-1.6,-7.3,-6.4,-11.7,40.4
"51","44","    Nonfarm","A015RC1",9.2,2.8,6.6,8.8,14.4,16.8,-9.6,18,17.8,24.4,14.4,-0.2,21,-20.7,9.6,59.7,16.1,8,33.6,30.4,27.7,12.2,0.9,10.1,27,51.8,42.2,22.1,67.7,62.5,63.5,55.9,-38.3,21,19.2,55.1,59.4,70.5,35.2,-33.6,-146,68.9,42.8,77.8,65.7
"52","45","Net exports of goods and services","A019RC1",1.4,4,0.6,-3.4,4.1,-0.8,16,-1.6,-23.1,-25.4,-22.5,-13.1,-12.5,-20,-51.7,-102.7,-114,-131.9,-144.8,-109.4,-86.8,-77.9,-28.6,-34.8,-65.2,-92.5,-89.8,-96.4,-102,-162.7,-261.4,-380.1,-369,-425,-500.9,-614.8,-715.7,-762.4,-709.8,-713.2,-392.2,-518.5,-568.7,-547.2,-497.3
"53","46","  Exports","B020RC1",51.9,59.7,63,70.8,95.3,126.7,138.7,149.5,159.4,186.9,230.1,280.8,305.2,283.2,277,302.4,303.2,321,363.9,444.6,504.3,551.9,594.9,633,654.8,720.9,812.8,867.6,953.8,952.9,989.2,1094.3,1028.8,1004.7,1043.4,1183.1,1310.4,1478.5,1665.7,1843.1,1583.8,1843.5,2101.2,2195.9,2259.9
"54","47","    Goods","A253RC1",38.3,44.5,45.6,51.8,73.9,101,109.6,117.8,123.7,145.4,184,225.8,239.1,215,207.3,225.6,222.2,226,257.5,325.8,369.4,396.6,423.6,448,459.9,510.1,583.3,618.3,687.7,680.9,711.4,797.1,743.7,712.6,740.8,832.8,925.3,1048.1,1165.3,1297.6,1064.7,1278.4,1473.6,1536,1567
"55","48","    Services","A646RC1",13.7,15.2,17.4,19,21.3,25.7,29.1,31.7,35.7,41.5,46.1,55,66.1,68.2,69.7,76.7,81,95,106.4,118.8,134.9,155.2,171.3,185.1,194.8,210.8,229.5,249.2,266.1,272.1,277.7,297.2,285.1,292.1,302.6,350.3,385.1,430.4,500.4,545.5,519.1,565.1,627.6,659.9,692.9
"56","49","  Imports","B021RC1",50.5,55.8,62.3,74.2,91.2,127.5,122.7,151.1,182.4,212.3,252.7,293.8,317.8,303.2,328.6,405.1,417.2,452.9,508.7,554,591,629.7,623.5,667.8,720,813.4,902.6,964,1055.8,1115.7,1250.6,1474.4,1397.8,1429.7,1544.3,1797.9,2026.1,2240.9,2375.5,2556.4,1976,2362,2669.9,2743.1,2757.2
"57","50","    Goods","A255RC1",36.8,40.9,46.6,56.9,71.8,104.5,99,124.6,152.6,177.4,212.8,248.6,267.8,250.5,272.7,336.3,343.3,370,414.8,452.1,484.8,508.1,500.7,544.9,592.8,676.8,757.4,807.4,885.7,930.8,1050.3,1250.4,1175.5,1198.1,1294.5,1508.9,1716.2,1896.5,2000.3,2146.4,1587.3,1951.2,2234.6,2295.4,2296
"58","51","    Services","B656RC1",13.7,14.9,15.8,17.3,19.3,22.9,23.7,26.5,29.8,34.8,39.9,45.3,49.9,52.6,56,68.8,73.9,82.9,93.9,101.9,106.2,121.7,122.8,122.9,127.2,136.6,145.1,156.5,170.1,184.9,200.3,224,222.3,231.6,249.8,289,309.9,344.5,375.3,410,388.7,410.8,435.3,447.7,461.2
"59","52","Government consumption expenditures and gross investment","A822RC1",240.4,254.2,269.3,288.2,306.4,343.1,382.9,405.8,435.8,477.4,525.5,590.8,654.7,710,765.7,825.2,908.4,974.5,1030.8,1078.2,1151.9,1238.4,1298.2,1345.4,1366.1,1403.7,1452.2,1496.4,1554.2,1613.5,1726,1834.4,1958.8,2094.9,2220.8,2357.4,2493.7,2642.2,2801.9,3003.2,3089.1,3174,3158.7,3167,3125.5
"60","53","  Federal","A823RC1",131.1,132.7,134.4,141.5,145.6,158.1,172.8,183.8,198.8,216.7,237.7,272.4,311.7,345.6,380.2,407.6,449.3,478.4,500.2,508.8,531.4,560,580.7,586.6,578.4,572.7,575.4,578.2,582.4,584.1,610.4,632.4,669.2,740.6,824.8,892.4,946.3,1002,1049.8,1155.6,1217.7,1303.9,1304.1,1295.7,1245.9
"61","54","    National defense","A824RC1",102.1,100.7,98,100.6,102,109.2,117,123.8,132.8,143,157.8,181,211.2,242.8,269.3,294.7,326,349.2,369.9,379.6,388.6,402.8,412,404.7,390.1,380.3,376,376.5,371.4,367.7,382.7,391.7,412.7,456.8,519.9,570.2,608.3,642.4,678.7,754.1,788.3,832.8,835.8,817.1,770.7
"62","55","      Consumption expenditures","A997RC1",82.6,81.8,82.3,84.4,84.3,88.8,94.3,98.2,104.9,113,122.9,140.8,162.9,184.6,199.6,213.6,230.5,245.8,259.2,274.2,283.5,295.4,310.6,307.5,300.8,294.5,291.1,291.5,292.5,288.5,301.2,308.3,325.1,358.1,408.9,446.8,475.9,500.3,526.1,582.8,613.3,653.2,662.8,652,612
"63","56","      Gross investment","A788RC1",19.5,18.9,15.7,16.3,17.8,20.4,22.6,25.6,27.9,30,34.8,40.2,48.2,58.2,69.8,81.1,95.4,103.4,110.8,105.4,105.2,107.3,101.3,97.2,89.2,85.8,85,85,79,79.2,81.5,83.4,87.7,98.7,111,123.4,132.3,142.1,152.7,171.3,175,179.6,173,165.1,158.7
"64","57","    Nondefense","A825RC1",29.1,32,36.4,40.9,43.5,48.9,55.8,60,66,73.7,79.9,91.4,100.5,102.8,110.8,113,123.3,129.2,130.3,129.2,142.7,157.3,168.8,181.9,188.3,192.4,199.3,201.7,211,216.4,227.7,240.7,256.5,283.8,304.9,322.1,338.1,359.6,371,401.5,429.4,471.1,468.2,478.6,475.1
"65","58","      Consumption expenditures","A542RC1",17.8,20.5,24.3,27.8,29.6,33.6,38.6,40.8,44.7,49,53,61.3,68.4,71.1,78.3,78.4,86.2,90.7,88.6,86.7,96.7,106.4,113.3,122.7,126.9,132.8,136.6,136.9,146.2,148,154.3,166.8,180.3,202.2,219.5,234.6,247.5,263.6,272.3,297,320.4,350.7,345.8,359.7,359
"66","59","      Gross investment","A798RC1",11.3,11.5,12.1,13.1,13.9,15.3,17.2,19.1,21.3,24.7,26.9,30.1,32.2,31.8,32.6,34.5,37.1,38.5,41.7,42.5,46.1,50.9,55.5,59.2,61.5,59.6,62.7,64.8,64.7,68.4,73.4,74,76.2,81.5,85.4,87.6,90.5,96,98.8,104.4,109,120.4,122.4,118.9,116.1
"67","60","  State and local","A829RC1",109.3,121.4,134.9,146.7,160.8,185,210.2,222.1,237,260.7,287.8,318.5,343,364.4,385.6,417.5,459.2,496.1,530.5,569.3,620.5,678.3,717.4,758.8,787.7,831.1,876.8,918.2,971.8,1029.4,1115.6,1202,1289.5,1354.3,1396,1465,1547.4,1640.2,1752.2,1847.6,1871.4,1870.2,1854.7,1871.3,1879.6
"68","61","    Consumption expenditures","A991RC1",80.4,92.1,104.2,115.4,126.8,144.5,165.6,177.2,193,209.9,229.4,252.8,276.1,297.4,316.7,340,371.8,399.9,428.3,458.9,501.3,546.2,580.1,619,646.5,682.2,716.8,748.1,785.9,835.7,902,969.1,1039.7,1091,1127.1,1187.6,1256.6,1325.9,1411.4,1488.7,1508.4,1518.3,1517.4,1536.4,1548.1
"69","62","    Gross investment","A799RC1",28.8,29.3,30.7,31.3,34,40.5,44.6,44.9,44,50.8,58.4,65.7,66.9,67,68.8,77.6,87.3,96.2,102.2,110.4,119.2,132.2,137.3,139.7,141.2,148.8,160,170.2,185.8,193.7,213.6,232.9,249.8,263.3,268.9,277.5,290.8,314.3,340.8,358.8,363,351.9,337.2,334.9,331.5
