"","Table 1#9#4# Price Indexes for Net Value Added by Sector        ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"11","4","  Farm","A365RG3",104.367,85.083,54.492,37.442,41.572,55.597,70.923,75.532,81.208,62.802,53.256,63.615,82.305,114.72,140.321,140.952,147.059,173.542,207.863,207.751,168.551,169.945,211.428,189.177,158.034,146.999,134.706,131.454,135.185,149.061,132.706,131.601,131.344,134.761,130.206,124.825,136.606,149.772,129.508,137.617,149.265
"12","5","Households and institutions","W503RG3",6.614,6.357,5.952,5.406,4.753,4.543,4.606,4.726,4.956,4.996,5.012,5.004,5.089,5.41,5.812,6.12,6.409,6.759,6.926,7.166,7.391,7.614,7.949,8.347,8.832,9.114,9.239,9.416,9.713,10.004,10.289,10.578,10.809,11.07,11.352,11.612,11.843,12.188,12.606,12.937,13.614
"13","6","  Households","W504RG3",10.293,9.849,9.159,8.234,7.085,6.626,6.728,6.893,7.235,7.273,7.312,7.33,7.444,7.853,8.356,8.793,9.148,9.485,9.471,9.862,10.106,10.389,10.77,11.329,12.036,12.412,12.53,12.702,13.016,13.362,13.669,13.984,14.198,14.414,14.658,14.854,15.002,15.207,15.47,15.887,16.308
"14","7","  Nonprofit institutions serving households \3\","W505RG3",2.455,2.41,2.323,2.196,2.086,2.148,2.168,2.234,2.335,2.376,2.368,2.334,2.384,2.597,2.881,3.039,3.253,3.613,3.969,4.043,4.233,4.384,4.657,4.868,5.095,5.268,5.401,5.588,5.869,6.096,6.36,6.625,6.879,7.202,7.541,7.888,8.229,8.754,9.372,9.605,10.574
"15","8","General government \4\","A194RG3",2.136,2.139,2.166,2.102,2.074,2.141,2.148,2.216,2.239,2.291,2.259,2.23,2.24,2.419,2.376,2.568,2.905,4.287,4.538,4.568,4.818,4.908,5.011,5.238,5.4,5.601,5.898,6.158,6.441,6.878,7.087,7.316,7.565,7.767,8.076,8.444,8.804,9.288,9.721,10.481,11.204
"16","9","  Federal","B568RG3",2.249,2.15,2.277,2.279,2.308,2.417,2.299,2.643,2.623,2.676,2.588,2.462,2.442,2.7,2.589,2.795,3.197,5.094,5.273,4.88,5.234,5.267,5.22,5.402,5.533,5.688,6.069,6.331,6.596,7.194,7.475,7.617,7.764,7.893,8.255,8.79,9.22,9.705,9.904,10.734,11.408
"17","10","  State and local","B251RG3",2.285,2.32,2.318,2.231,2.183,2.24,2.303,2.206,2.265,2.324,2.328,2.373,2.413,2.5,2.682,2.92,3.097,3.368,3.729,4.218,4.358,4.506,4.811,5.12,5.338,5.615,5.802,6.063,6.374,6.643,6.781,7.096,7.44,7.711,7.976,8.203,8.507,8.993,9.62,10.329,11.093
"18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","1. Equals net domestic product excluding net value added of households and institutions",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","and of general government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2. Equals net domestic business value added excluding net farm value added.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","3. Equals gross value added of nonprofit institutions excluding consumption of fixed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","capital on fixed assets owned and used by nonprofit instututions serving households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","4. Equals compensation of general government employees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
