"","Table 2#1# Personal Income and Its Disposition","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"11","4","      Private industries","A132RC1",45.5,41,33.9,25.5,23.9,27.6,30.2,34.1,38.6,34.8,37.7,41.4,51.9,66.1,79.2,83.8,82.6,91.3,105.6,116.5,113.9,124.6,142.4,152.3,164.7,162.4,175.6,190.2,198.9,197.2,213.8,223.7,228,243,254.8,272.9,293.8,321.9,342.5,375.3,412.7
"12","5","      Government","B202RC1",5,5.2,5.3,5,5.2,6.1,6.5,7.9,7.5,8.3,8.2,8.5,10.2,16,26.6,33,34.9,20.7,17.5,19,20.8,22.6,29.2,33.4,34.3,34.9,36.6,38.8,41,44.1,46.1,49.2,52.5,56.3,60,64.9,69.9,78.4,86.5,96.7,105.6
"13","6","    Supplements to wages and salaries","A038RC1",1,1,1,0.9,0.8,0.9,1,1.4,2.2,2.5,2.6,2.9,4.2,6,7,7.7,8.9,10.6,9.4,8.9,9.8,11.2,14.3,15.7,16.5,17.2,18.7,20.6,23,23.8,26.5,29,30.6,33.6,36.3,39,42.6,50,53.9,60.1,67.7
"14","7","      Employer contributions for employee pension and insurance funds \1\","B040RC1",1,1,1,0.9,0.8,0.8,1,1.1,1.2,1.3,1.3,1.6,2.4,4,4.7,5.1,5.4,5.5,5.5,5.9,6.4,7.8,10.2,11.6,12.3,12.6,13.6,14.9,16.7,17.5,18.6,19.7,21,22.4,23.9,26.4,29.5,33.1,35.9,40.2,44.9
"15","8","      Employer contributions for government social insurance","B039RC1",0,0,0,0,0,0,0,0.2,1,1.2,1.3,1.4,1.7,2,2.3,2.5,3.5,5.1,3.9,3,3.3,3.4,4.1,4.1,4.2,4.6,5.2,5.7,6.4,6.3,7.9,9.3,9.6,11.2,12.4,12.6,13.1,16.8,18,20,22.8
"16","9","  Proprietors' income with inventory valuation and capital consumption adjustments","A041RC1",14,10.9,8.3,5,5.3,7,10.1,10.4,12.5,10.6,11.1,12.2,16.7,23.3,28.2,29.3,30.8,35.7,34.6,39.3,34.7,37.5,42.6,43,42,42.3,44.3,45.8,47.8,50.2,50.3,50.6,53.2,55.2,56.4,59.1,63.7,67.9,69.5,73.8,77
"17","10","    Farm","B042RC1",5.7,3.9,3,1.8,2.2,2.6,4.9,3.9,5.6,4,4,4.1,6,9.7,11.5,11.4,11.8,14.2,14.3,16.7,12,12.9,15.3,14.3,12.2,11.7,10.7,10.6,10.6,12.4,10,10.6,11.2,11.2,11,9.8,12,13,11.6,11.7,12.8
"18","11","    Nonfarm","A045RC1",8.4,7,5.3,3.3,3,4.4,5.2,6.4,6.9,6.6,7.1,8.2,10.6,13.7,16.7,17.9,19,21.5,20.2,22.6,22.7,24.6,27.3,28.7,29.8,30.5,33.6,35.2,37.2,37.7,40.3,39.9,42,44,45.4,49.4,51.6,54.9,57.8,62.2,64.2
"19","12","  Rental income of persons with capital consumption adjustment","A048RC1",6.1,5.4,4.4,3.6,2.9,2.5,2.6,2.7,3,3.5,3.7,3.8,4.4,5.5,6,6.3,6.6,6.9,6.9,7.5,7.8,8.8,9.7,10.8,12,13.1,13.4,13.7,14.1,14.8,15.6,16.5,17.2,18,18.7,18.8,19.3,19.9,20.3,20.1,20.4
"20","13","  Personal income receipts on assets","W210RC1",12.6,11.9,10.5,8.6,7.6,8.3,8.5,10,10.4,8.8,9.4,9.7,10.2,10,10.4,10.9,11.7,13.6,15.4,16.8,17.9,20.7,21.4,22.5,24.6,26.6,29.4,32.4,35.6,37.3,40.6,44.3,47.2,51.6,56,62.5,68.7,74.2,79.8,87.3,98.7
"21","14","    Personal interest income","A064RC1",6.8,6.4,6.4,6.1,5.6,5.7,5.7,5.5,5.7,5.6,5.7,5.7,5.8,5.8,6,6.2,7.1,8,9.1,9.8,10.7,11.8,12.9,13.9,15.7,17.3,18.9,21.2,23.8,25.8,28,31,33.2,36.6,39.8,44.3,48.5,53.5,58.3,63.8,74.4
"22","15","    Personal dividend income","B703RC1",5.8,5.5,4.1,2.5,2,2.6,2.8,4.5,4.7,3.2,3.8,4,4.4,4.3,4.4,4.6,4.6,5.6,6.3,7,7.2,8.8,8.6,8.6,8.9,9.3,10.5,11.3,11.7,11.6,12.6,13.4,13.9,15,16.2,18.2,20.2,20.7,21.5,23.5,24.2
"23","16","  Personal current transfer receipts","A577RC1",1.2,1.2,2.3,1.7,1.7,1.8,2,3.1,2,2.4,2.5,2.7,2.7,2.7,2.5,3.1,5.6,10.6,10.8,10.3,11.2,14,11.4,11.9,12.5,14.3,15.7,16.8,19.5,23.5,24.2,25.7,29.5,30.4,32.2,33.5,36.2,39.6,48,56.1,62.3
"24","17","    Government social benefits to persons","A063RC1",0.8,0.9,1.9,1.3,1.3,1.3,1.6,2.7,1.6,2.1,2.2,2.4,2.3,2.3,2.1,2.7,5.1,10.1,10.4,9.9,10.9,13.4,10.5,11,11.7,13.7,14.8,15.6,18.1,22.2,22.9,24.4,28.1,28.8,30.3,31.3,33.9,37.5,45.8,53.3,59
"25","18","      Social security \2\","W823RC1",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0.1,0.1,0.2,0.2,0.3,0.4,0.5,0.6,0.7,1,1.9,2.2,3,3.6,4.9,5.7,7.3,8.5,10.2,11.1,12.6,14.3,15.2,16,18.1,19.8,21.1,24.6,26.4
"26","19","      Medicare \3\","W824RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4.7,5.9,6.7
"27","20","      Medicaid","W729RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,2.7,4,4.6
"28","21","      Unemployment insurance","W825RC1",NA,NA,NA,NA,NA,NA,NA,NA,0,0.4,0.4,0.5,0.4,0.4,0.1,0.1,0.6,2.6,1.6,1.3,2.2,1.5,0.9,1.1,1.1,2.3,1.6,1.6,1.9,4.2,2.9,3.1,4.4,3.2,3.1,2.8,2.4,1.9,2.2,2.2,2.3
"29","22","      Veterans' benefits","W826RC1",0.6,0.6,1.6,0.8,0.6,0.4,0.5,1.9,0.6,0.5,0.5,0.5,0.5,0.5,0.5,1,2.9,5.5,6.2,5.5,4.9,7.7,4.6,4.3,4.1,4.1,4.4,4.3,4.5,4.6,4.5,4.5,4.9,4.6,4.8,4.6,4.8,4.8,5.5,5.9,6.6
"30","23","      Other","W827RC1",NA,NA,NA,NA,0.7,0.9,1.1,0.8,1,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.6,2.2,2.5,3,3.3,3.2,3.4,3.5,3.7,3.9,4,4.4,4.9,5.4,5.7,6.2,6.8,7.3,7.9,8.6,8.1,9.4,10.8,12.4
"31","24","    Other current transfer receipts, from business (net)","B931RC1",0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.6,0.9,0.9,0.8,0.6,0.9,1.2,1.4,1.2,1.3,1.3,1.4,1.5,1.9,2.2,2.3,2.1,2.3,2.8,3.3
"32","25","  Less: Contributions for government social insurance, domestic","A061RC1",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,1.5,1.6,1.8,1.9,2.3,2.9,3.8,4.3,5.3,6.6,5.6,4.6,4.9,5.5,6.6,6.9,7.1,8.1,9.1,10,11.4,11.4,13.8,16.4,17,19.1,21.7,22.4,23.4,31.3,34.9,38.7,44.1
"33","26","Less: Personal current taxes","W055RC1",1.7,1.6,1,0.7,0.8,0.9,1.1,1.3,1.9,1.9,1.5,1.7,2.3,4.9,16.7,17.7,19.4,17.2,19.8,19.2,16.7,18.9,27.1,32,33.2,30.2,32.9,36.6,38.9,38.5,42.3,46.1,47.3,51.6,54.6,52.1,57.7,66.4,73,87,104.5
"34","27","Equals: Disposable personal income","A067RC1",83.5,74.9,64.6,49.5,46.4,53.2,59.8,67.9,72.8,67.2,72.1,77.7,95.6,121.8,139.4,152,156.3,165.5,174.8,194.5,194.5,215,237.4,250.7,266.3,272.4,291.7,311.8,329.6,340.9,360.9,376.5,393.8,417.5,438.3,476.3,513.2,554.2,592.8,643.8,695.8
"35","28","Less: Personal outlays","A068RC1",79.6,71.6,61.8,49.7,46.8,52.3,56.8,63.1,67.9,65.3,68.2,72.4,82.3,90,100.8,109.7,121.2,145.9,163.8,177.2,180.9,195,211.5,222.8,237.1,244.2,263.5,277.1,292.7,302,323.8,338.6,349.5,371.2,391.6,421.4,454.9,492.8,520.6,571.7,620.7
"36","29","  Personal consumption expenditures","DPCERC1",77.4,70.1,60.7,48.7,45.9,51.5,55.9,62.2,66.8,64.3,67.2,71.3,81.1,89,99.9,108.6,120,144.3,162,175,178.5,192.2,208.5,219.5,233,239.9,258.7,271.6,286.7,296,317.5,331.6,342,363.1,382.5,411.2,443.6,480.6,507.4,557.4,604.5
"37","30","  Personal interest payments \4\","B069RC1",1.5,0.9,0.7,0.5,0.5,0.5,0.5,0.6,0.7,0.7,0.7,0.8,0.9,0.7,0.4,0.4,0.4,0.7,0.9,1.3,1.6,2,2.2,2.6,3.2,3.4,4,4.6,4.9,5,5.5,6.2,6.5,7,7.9,8.9,9.9,10.7,11.1,12.2,14
"38","31","  Personal current transfer payments","W211RC1",0.7,0.6,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.6,0.7,0.9,0.9,1,0.8,0.8,0.7,0.8,0.9,0.9,0.9,1,1.1,1,0.8,0.8,1,1.1,1.2,1.3,1.4,1.6,2,2,2.2
"39","32","    To government","W062RC1",0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.6,0.6,0.3,0.3,0.5,0.5,0.5,0.6,0.6,0.8,1,1,1.1
"40","33","    To the rest of the world (net)","B070RC1",0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.4,0.5,0.7,0.7,0.7,0.5,0.4,0.4,0.4,0.5,0.5,0.4,0.5,0.5,0.4,0.5,0.5,0.5,0.6,0.7,0.7,0.8,0.8,1,1,1.1
"41","34","Equals: Personal saving","A071RC1",3.9,3.3,2.8,-0.1,-0.4,0.9,3,4.8,4.9,2,3.9,5.3,13.3,31.9,38.6,42.4,35.2,19.6,11,17.2,13.6,20,25.9,27.8,29.2,28.2,28.2,34.7,36.9,38.9,37.1,37.8,44.4,46.4,46.7,54.8,58.3,61.4,72.2,72.1,75
"42","35","  Personal saving as a percentage of disposable personal income","A072RC1",4.7,4.4,4.3,-0.2,-0.8,1.7,5.1,7,6.7,2.9,5.4,6.8,13.9,26.2,27.7,27.9,22.5,11.8,6.3,8.9,7,9.3,10.9,11.1,11,10.3,9.7,11.1,11.2,11.4,10.3,10,11.3,11.1,10.7,11.5,11.4,11.1,12.2,11.2,10.8
"43",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","36","  Personal income excluding current transfer receipts, billions of chained (2009) dollars \5\","W875RX1",848.5,793.4,747,649.3,631.6,694.4,762.5,848.9,900.7,845.2,910,973.6,1137.7,1318,1495.5,1533,1505.2,1423.6,1380.3,1445.8,1432.9,1556.8,1677,1758.5,1839.7,1832.1,1955.2,2057.5,2101.5,2094.7,2196.7,2262.9,2323.1,2447.1,2539.7,2689,2863.9,3034.8,3147.7,3308.9,3462.5
"45",NA,"  Disposable personal income:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","37","    Total, billions of chained (2009) dollars \5\","A067RX1",843.1,789.7,762.9,663,643.8,705.7,774.3,871.9,901.4,852,923.2,986.2,1141.8,1294.4,1356.8,1399,1383.1,1368.6,1312.9,1382.2,1393.3,1521.9,1573.3,1627.8,1706.9,1731.4,1846.5,1934.8,1984.9,2005.9,2092.1,2146.9,2222.7,2329.1,2416.5,2588.1,2748.9,2895,3020.6,3157.4,3264.4
"47",NA,"    Per capita:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","38","      Current dollars","A229RC0",685,608,521,396,369,420,469,530,564,517,551,588,716,903,1020,1099,1117,1170,1213,1326,1304,1417,1539,1597,1669,1678,1765,1854,1924,1958,2038,2083,2143,2238,2315,2482,2641,2819,2983,3207,3432
"49","39","      Chained (2009) dollars","A229RX0",6917,6411,6145,5306,5122,5579,6080,6802,6990,6556,7046,7464,8559,9598,9923,10109,9885,9679,9109,9426,9340,10033,10197,10371,10697,10662,11172,11502,11589,11519,11811,11877,12097,12482,12766,13485,14144,14726,15198,15728,16102
"50","40","  Population (midperiod, thousands)","B230RC0",121878,123188,124149,124949,125690,126485,127362,128181,128961,129969,131028,132122,133402,134860,136739,138397,139928,141389,144126,146631,149188,151684,154287,156954,159565,162391,165275,168221,171274,174141,177130,180760,183742,186590,189300,191927,194347,196599,198752,200745,202736
"51",NA,"  Percent change from preceding period:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","41","    Disposable personal income, current dollars","A067RP1",NA,-10.3,-13.7,-23.4,-6.3,14.6,12.4,13.6,7.2,-7.6,7.3,7.7,23,27.5,14.5,9,2.8,5.8,5.7,11.2,0,10.5,10.4,5.6,6.3,2.3,7.1,6.9,5.7,3.4,5.9,4.3,4.6,6,5,8.7,7.7,8,7,8.6,8.1
"53","42","    Disposable personal income, chained (2009) dollars","A067RL1",NA,-6.3,-3.4,-13.1,-2.9,9.6,9.7,12.6,3.4,-5.5,8.4,6.8,15.8,13.4,4.8,3.1,-1.1,-1.1,-4.1,5.3,0.8,9.2,3.4,3.5,4.9,1.4,6.6,4.8,2.6,1.1,4.3,2.6,3.5,4.8,3.8,7.1,6.2,5.3,4.3,4.5,3.4
"54",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","1. Includes actual employer contributions and actuarially imputed employer contributions to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","reflect benefits accrued by defined benefit pension plan participants through service to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","employers in the current period.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2. Social security benefits include old-age, survivors, and disability insurance benefits that",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","are distributed from the federal old-age and survivors insurance trust fund and the disability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","insurance trust fund.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","3. Medicare benefits include hospital and supplementary medical insurance benefits that are",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","distributed from the federal hospital insurance trust fund and the supplementary medical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","insurance trust fund.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","4. Consists of nonmortgage interest paid by households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","5. The current-dollar measure is deflated by the implicit price deflator for personal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","consumption expenditures.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
