"","Table 1#17#6# Real Gross Domestic Product, Real Gross Domestic I","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"21","10","    Command-basis gross domestic product","C191RX1",1081.4,994.2,925.3,805.5,795.9,887.7,967.5,1090.9,1151.4,1103,1192.2,1302.8,1538.6,1826.4,2133.8,2306.7,2284.3,2012.9,1987.4,2066.2,2048.9,2226.1,2406.4,2497.7,2617.9,2597.8,2791.9,2852.7,2911,2891.6,3091.8,3171.8,3255.1,3455.9,3602.9,3808.5,4059.4,4328.5,4454.4,4674.2,4822.4
"22","11","    Command-basis net domestic product \1\","C362RX1",988.4,897.3,827.2,707.6,700.4,796.4,877.7,1002,1060.5,1008.4,1098.7,1209.7,1445.4,1726.2,2017.6,2165.1,2121.8,1839,1815.8,1897.1,1876.4,2055.4,2233,2314.2,2422.7,2385.8,2573.3,2621.7,2666.6,2628.6,2824.8,2895.7,2966.7,3157.7,3289.8,3481.5,3716.4,3965.6,4065.2,4262.9,4385.9
"23","12","    Command-basis gross national product","CB22RX1",1089.4,1001.8,931.5,810.4,800,891.4,971.9,1094.2,1156,1107.8,1196.9,1306.4,1543.5,1830.9,2137.3,2310,2286.9,2018.7,1996.2,2077.1,2058.5,2236.7,2419.5,2511.2,2630.7,2611.7,2807.9,2870.4,2929.7,2907.4,3108.1,3190,3275.4,3479.3,3628.1,3835.8,4088.2,4355.5,4482.3,4704.4,4851.3
"24","13","    Command-basis net national product \1\","C027RX1",996.5,905.1,833.5,712.6,704.7,800.2,882.2,1005.5,1065.2,1013.3,1103.6,1213.4,1450.6,1730.9,2021.3,2168.6,2124.5,1844.9,1825,1908.4,1886.4,2066.5,2246.7,2328.2,2435.9,2400.2,2590,2640.2,2686.2,2645.1,2841.9,2914.7,2987.9,3182,3316.1,3509.9,3746.3,3993.6,4094.2,4294.2,4415.9
"25",NA,"After-tax income received by the personal sector:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","14","    Disposable personal income","A067RX1",843.1,789.7,762.9,663,643.8,705.7,774.3,871.9,901.4,852,923.2,986.2,1141.8,1294.4,1356.8,1399,1383.1,1368.6,1312.9,1382.2,1393.3,1521.9,1573.3,1627.8,1706.9,1731.4,1846.5,1934.8,1984.9,2005.9,2092.1,2146.9,2222.7,2329.1,2416.5,2588.1,2748.9,2895,3020.6,3157.4,3264.4
"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","1. In this table, net measures are the corresponding gross measures excluding the depreciation of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","fixed assets as measured by the consumption of fixed capital.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2. Gross domestic purchases excluding change in private inventories.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","3. The command-basis estimates (lines 10-13) measure the purchasing power of the income generated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","by the sale of goods and services produced; they reflect gains or losses in real income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","resulting from changes in the terms of trade for exports and imports.  For more detail on the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","command-basis estimates, see NIPA tables 1.8.3 and 1.8.6.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
