"","Table 2#9# Personal Income and Its Disposition by Households and","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24"
"18","11","  Less: Contributions for government social insurance, domestic","A061RC1",455,477.4,508.2,532.8,555.1,587.2,624.7,661.3,705.8,733.2,751.5,779.3,829.2,873.3,922.6,961.4,988.2,964.4,984.1,918.2,950.7
"19","12","Less: Personal current taxes","W055RC1",610.5,646.5,690.5,743.9,832,926.2,1026.4,1107.5,1232.3,1234.8,1050.3,1000.9,1046,1208.5,1352.1,1487.9,1435.2,1144.9,1191.5,1404,1498
"20","13","Equals: Disposable personal income","A067RC1",4800.3,5000.2,5244.2,5532.6,5829.9,6148.9,6561.3,6876.3,7400.5,7752.3,8099.2,8486.7,9003.2,9401.8,10037.7,10507.9,10995.4,10937.2,11243.7,11787.4,12245.8
"21","14","Less: Personal outlays","A068RC1",4374.2,4632.6,4912.8,5179.6,5484.7,5796.7,6156,6583.3,7102.6,7421.1,7695.3,8075.9,8590,9159.1,9700.8,10190.6,10444,10266.5,10609.5,11119.1,11558.4
"22","15","  Personal consumption expenditures","DPCERC1",4215.7,4471,4741,4984.2,5268.1,5560.7,5903,6316.9,6801.6,7106.9,7385.3,7764.4,8257.8,8790.3,9297.5,9744.4,10005.5,9842.9,10201.9,10711.8,11149.6
"23","16","  Personal interest payments \1\","B069RC1",118.1,116,122,142.6,159.1,172.1,183.4,190.2,217.5,223.2,213,209.8,221.8,248.8,275.1,305.9,289.6,273.9,250.8,248,248.4
"24","17","  Personal current transfer payments","W211RC1",40.5,45.6,49.8,52.9,57.6,63.9,69.5,76.2,83.4,91,97,101.7,110.5,120,128.2,140.3,148.9,149.6,156.9,159.4,160.4
"25","18","    To government","W062RC1",26,28.6,30.9,32.6,34.9,38.2,39.9,44.1,48.8,52.9,56.4,60.5,66.9,71.6,76.6,81,82.8,83.5,83.9,85.3,88.5
"26","19","    To the rest of the world (net)","B070RC1",14.5,17.1,18.9,20.3,22.6,25.7,29.7,32.2,34.6,38.1,40.6,41.2,43.6,48.4,51.6,59.3,66.2,66.1,73,74.1,71.9
"27","20","Equals: Personal saving","A071RC1",426,367.6,331.4,352.9,345.2,352.2,405.3,293,297.9,331.2,403.9,410.8,413.2,242.7,336.9,317.2,551.3,670.7,634.2,668.2,687.4
"28","21","    Personal saving as a percentage of disposable personal income","A072RC1",8.9,7.4,6.3,6.4,5.9,5.7,6.2,4.3,4,4.3,5,4.8,4.6,2.6,3.4,3,5,6.1,5.6,5.7,5.6
"29","22","Household income","W380RC1",5384.6,5622.7,5909.6,6246.9,6634.4,7044.7,7564.6,7957.9,8603.6,8968.1,9139,9482.4,10045.5,10602.8,11381.7,11989.9,12435.4,12084.9,12440.1,13196.1,13751
"30","23","  Compensation of employees","W209RC1",3671.1,3820.7,4010.1,4202.6,4422.1,4714.7,5077.8,5410.3,5856.6,6046.5,6141.9,6365.4,6740.5,7087.8,7503.2,7899.1,8079.2,7787.8,7967.3,8278.5,8611.6
"31","24","  Proprietors' income with inventory valuation and capital consumption adjustments","A041RC1",402.4,430.5,459.5,484.5,547.4,587.9,644.2,700.4,757.8,836.8,871,900.1,962.1,979,1053.7,979.2,1026.5,973,1032.7,1155.1,1224.9
"32","25","  Rental income of households with capital consumption adjustment","W381RC1",62.8,91.9,115.4,126.6,144.1,148.8,166.2,179.3,183.9,203.3,212.6,233.3,250.6,233.6,202.5,183.8,255.9,326.4,394.8,475,530.9
"33","26","  Household income receipts on assets","W382RC1",950.3,957.8,996.6,1078.2,1139.7,1217.3,1305.8,1288.8,1407.5,1402.2,1356.8,1389.6,1471,1629.7,1895.9,2123.1,2134,1779.9,1710.8,1853.6,1928.7
"34","27","    Household interest income","W383RC1",771.6,763.3,771.6,830.5,847.8,889.6,960.6,952.7,1034.5,1043.3,968.5,967.7,919.3,1061.7,1182.6,1316.9,1338.9,1242.4,1176.5,1183.4,1192
"35","28","    Household dividend income","W384RC1",178.8,194.5,224.9,247.7,291.9,327.6,345.2,336.1,373,358.9,388.3,422,551.8,568,713.4,806.2,795.1,537.6,534.3,670.2,736.6
"36","29","  Household current transfer receipts","W385RC1",753,799.3,836.2,887.8,936.2,963.3,995.3,1040.4,1103.7,1212.5,1308.1,1373.2,1450.5,1546.2,1649,1766.1,1928,2182.2,2318.6,2352,2405.6
"37","30","    Government social benefits","W401RC1",721.3,767.5,803.6,850.3,891,919.6,941,976,1028.3,1127.3,1230.6,1299.9,1382.5,1468.8,1570.6,1674.7,1828.6,2081.2,2212.8,2238.8,2294.4
"38","31","    From business (net)","W379RC1",10.4,8,6.7,11.7,15.2,11.5,17.1,22.8,31.3,34,23.3,16.1,6.5,10.7,8.9,18.1,25.4,26.5,27.4,32.4,26.4
"39","32","    From nonprofit institutions \2\","W386RC1",21.2,23.8,26,25.9,30,32.3,37.2,41.5,44.1,51.2,54.2,57.2,61.5,66.7,69.6,73.4,74,74.4,78.4,80.8,84.8
"40","33","  Less: Contributions for government social insurance, domestic","A061RC1",455,477.4,508.2,532.8,555.1,587.2,624.7,661.3,705.8,733.2,751.5,779.3,829.2,873.3,922.6,961.4,988.2,964.4,984.1,918.2,950.7
"41","34","Less: Household current taxes","W055RC1",610.5,646.5,690.5,743.9,832,926.2,1026.4,1107.5,1232.3,1234.8,1050.3,1000.9,1046,1208.5,1352.1,1487.9,1435.2,1144.9,1191.5,1404,1498
"42","35","Equals: Disposable household income","W388RC1",4774.1,4976.1,5219.1,5503,5802.5,6118.6,6538.2,6850.4,7371.4,7733.2,8088.7,8481.6,8999.6,9394.3,10029.6,10502.1,11000.2,10940,11248.6,11792.1,12253
"43","36","Less: Household outlays","W389RC1",4370.3,4627.2,4903.9,5166.1,5480.1,5812.7,6164.2,6596.2,7117.8,7411.9,7672,8047.3,8583.7,9166.5,9682.8,10172.3,10382.2,10175,10534.7,11041,11484.2
"44","37","  Household consumption expenditures","W390RC1",4127.7,4380.9,4643.3,4881.9,5158,5455.1,5779.2,6178.7,6643.6,6927.8,7187,7558.8,8051.4,8580.1,9058.3,9495.7,9723.4,9566.9,9926.5,10433.9,10859.1
"45","38","    Purchases from business and government","W391RC1",3819.3,4052.3,4300.9,4525.6,4784.9,5058.1,5360.5,5740.6,6180,6430.4,6648.2,6989.7,7438.8,7921.9,8365.2,8761.3,8964.6,8770.4,9096,9570.2,9955.5
"46","39","    Purchases from nonprofit institutions \3\","W392RC1",308.5,328.7,342.3,356.2,373.1,397,418.7,438.1,463.6,497.4,538.7,569.1,612.6,658.2,693,734.4,758.8,796.5,830.5,863.7,903.6
"47","40","  Household interest payments \1\","B069RC1",118.1,116,122,142.6,159.1,172.1,183.4,190.2,217.5,223.2,213,209.8,221.8,248.8,275.1,305.9,289.6,273.9,250.8,248,248.4
"48","41","  Household transfer payments","W394RC1",124.5,130.3,138.7,141.6,163,185.5,201.6,227.4,256.7,260.9,272,278.6,310.5,337.6,349.4,370.8,369.2,334.1,357.4,359.2,376.7
"49","42","    To government","W395RC1",25.8,28.4,30.7,32.4,34.6,37.7,39.3,43.3,48.1,52.6,56.1,60.2,66.4,71,75.8,80.1,82.5,83.3,83.4,84.9,88
"50","43","    To the rest of the world (net)","W396RC1",12.7,14.8,16.5,17.7,19.6,21.7,23.7,25.7,27.7,30.9,33.2,33.1,35.8,38.6,41.8,46.4,48.3,46.4,48,49.3,48.1
"51","44","    To nonprofit institutions \4\","W397RC1",86,87.1,91.4,91.6,108.8,126.1,138.5,158.4,180.8,177.5,182.7,185.3,208.3,228.1,231.7,244.4,238.5,204.4,225.9,225,240.6
"52","45","Equals: Household saving","W398RC1",403.8,349,315.3,337,322.4,305.9,374,254.2,253.6,321.3,416.7,434.2,415.9,227.8,346.8,329.7,618,765,714,751.1,768.8
"53","46","    Household saving as a percentage of household disposable income","W399RC1",8.5,7,6,6.1,5.6,5,5.7,3.7,3.4,4.2,5.2,5.1,4.6,2.4,3.5,3.1,5.6,7,6.3,6.4,6.3
"54","47","Nonprofit institution income","W400RC1",133.3,135,142.5,147,166.4,188.6,198.8,225.8,254,247.7,247.4,247.7,273.5,302.2,309.4,323.6,307.7,276.1,299.4,301.1,318.2
"55","48","  Rental income of nonprofit institutions with capital consumption adjustment","W159RC1",1.6,1.8,2.1,2.6,2.9,3.2,3.7,3.8,3.8,4.3,4.7,4.7,4.8,4.9,5,5.6,6.2,7.3,8,9.4,10.3
"56","49","  Nonprofit institution income receipts on assets","W402RC1",31.8,30.8,32.8,35.8,36.7,41.2,36.8,40.9,46,39.1,33.6,30.8,32.7,36.8,42.5,43.6,33,31.8,28.8,31,29.9
"57","50","    Nonprofit institution interest income","W403RC1",21.5,20.6,22.5,25.5,26.5,30.9,26.5,30.6,35.7,28.8,23.3,20.6,22.4,26.5,32.2,33.3,22.7,21.5,18.5,20.7,19.6
"58","51","    Nonprofit institution dividend income","W404RC1",10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3
"59","52","  Nonprofit institution transfer receipts","W405RC1",100,102.4,107.5,108.6,126.7,144.2,158.3,181.1,204.3,204.3,209.1,212.1,236,260.5,261.9,274.4,268.5,236.9,262.6,260.7,278
"60","53","    From government","W406RC1",8.2,9.2,9.5,9.9,10.2,10.2,10.9,11.6,12.3,14.1,15.6,16.7,17.4,17.5,17.6,17.5,18.8,20.3,21.1,21.5,22.4
"61","54","    From business (net)","W407RC1",5.8,6.1,6.6,7.1,7.7,7.9,8.9,11.1,11.2,12.7,10.9,10.2,10.2,15,12.6,12.5,11.2,12.2,15.6,14.3,15
"62","55","    From households \4\","W397RC1",86,87.1,91.4,91.6,108.8,126.1,138.5,158.4,180.8,177.5,182.7,185.3,208.3,228.1,231.7,244.4,238.5,204.4,225.9,225,240.6
"63","56","Less: Nonprofit institution outlays","W412RC1",111.1,116.3,126.3,131,143.5,142.3,167.5,187,209.7,237.8,260.2,271.1,276.1,287.3,319.3,336.1,374.3,370.4,379.1,383.9,399.6
"64","57","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)","DNPIRC1",87.9,90.1,97.8,102.3,110,105.6,123.8,138.2,158,179.1,198.3,205.5,206.4,210.3,239.2,248.8,282.1,276,275.4,277.9,290.5
"65","58","    Gross output of nonprofit institutions \5\","DNPERC1",396.4,418.7,440.1,458.5,483.1,502.6,542.5,576.3,621.6,676.4,737.1,774.6,819,868.5,932.2,983.1,1040.9,1072.6,1105.9,1141.6,1194.1
"66","59","      Health","DHLGRC1",228,242.8,252.7,262.3,272.8,286.5,307,323.1,340.6,367,401.3,428.3,455.7,490.4,525.7,552.1,581.8,614.7,636.1,665.6,696
"67","60","      Recreation","DRCGRC1",14.6,15.6,16.2,16.8,17.2,18,19,20.9,23.1,25.1,26.5,28.6,30.2,32.6,35.3,37.8,40.2,39.7,38.8,39.2,41.4
"68","61","      Education","DEDGRC1",53.6,56.8,60.1,63.7,67.8,69.8,75.6,81,88.4,97.6,104.9,108.2,112.1,117.3,125.7,135.7,143.4,147.4,151.2,158.1,167.4
"69","62","      Social services","DSSGRC1",31,33.4,35.3,38.3,40.7,44.6,49.3,55.1,63.1,72.1,78.6,83.1,85.1,90.1,94.4,99.3,105.3,108.9,113.9,115.5,115.2
"70","63","      Religious organizations","DREORC1",31.4,33,36.6,38.6,42.6,44.2,47.8,49.8,53.6,58.1,61.7,62.8,66.7,69.6,72.1,77.3,76.5,76,74.5,73.2,73
"71","64","      Foundations and grantmaking and giving establishments","DFXORC1",8.8,9.2,8.7,8.6,8.2,7.6,8.7,10.6,12.6,15.9,17.2,17.5,18.2,19.4,22.5,24.8,27.7,26.4,26.4,27.9,28.5
"72","65","      Social advocacy establishments","DSAORC1",3.8,4.1,4.3,4.7,5,5.3,5.5,6,6.8,7.6,9.4,10,10.3,11.3,13.1,15.2,17,17.4,18,18.7,19.3
"73","66","      Civic and social organizations","DCIORC1",5.2,5.5,5.6,5.8,5.9,5.9,6.5,7,7.8,8.5,9.3,9.7,9.6,9.2,9.3,9.1,9.5,9.3,9.3,9.4,9.5
"74","67","      Professional advocacy","DSNGRC1",19.9,18.3,20.6,19.7,22.9,20.8,23.1,22.7,25.8,24.6,28.2,26.5,31,28.5,34.2,31.9,39.5,32.9,37.6,34,43.8
"75","68","    Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRC1",308.5,328.7,342.3,356.2,373.1,397,418.7,438.1,463.6,497.4,538.7,569.1,612.6,658.2,693,734.4,758.8,796.5,830.5,863.7,903.6
"76","69","      Health","DHLRRC1",228.6,243.5,252.1,259.9,270.1,287.1,302,314.9,331.7,356,392.9,416,451.3,487.6,513.8,545.8,563.5,597.5,625,652,684.7
"77","70","      Recreation","DRCRRC1",7.4,8.1,8.6,9.1,9.4,9.8,10.2,11,11.5,12.1,12.2,13.1,14.6,16.7,18,18.7,18.4,17.5,17.5,17,17.7
"78","71","      Education","DEDRRC1",32.1,34.1,36.2,38.5,41.9,44.6,47.6,50.4,54.2,58.5,59.6,62.6,66.2,70.4,74.6,79.3,84,87.4,91,95.9,101
"79","72","      Social services","DSSRRC1",14.3,15.8,17.2,19.1,20.9,23.4,25.8,28.1,31.8,36,39.1,40.9,43,44.9,46,47.8,49.4,50.6,53,54.1,54.3
"80","73","      Religious organizations","DRELRC1",3.4,3.5,3.8,4,4.4,4.6,4.7,4.8,4.9,5,4.9,5,5.3,5.4,5.6,6,6,5.9,5.8,5.7,5.7
"81","74","      Foundations and grantmaking and giving establishments","DGIVRC1",0.8,0.9,0.8,0.8,0.8,0.9,0.9,0.8,0.7,0.6,0.4,0.5,0.6,0.7,1,1.3,1.2,1.1,1.1,1.2,1.2
"82","75","      Social advocacy establishments","DSASRC1",0.9,1,1.1,1.2,1.3,1.3,1.4,1.5,1.6,1.6,1.7,1.9,2,2.1,2.3,2.6,2.7,2.8,3,3.1,3.2
"83","76","      Civic and social organizations","DCISRC1",3.9,4.2,4.4,4.7,4.9,4.9,5.4,5.6,5.9,6,6.1,6.3,6.3,6.1,6.1,6.2,6.1,5.9,6.1,6,6.3
"84","77","      Professional advocacy","DSNRRC1",17,17.7,18.2,19,19.6,20.5,20.9,21.1,21.3,21.6,21.7,22.6,23.4,24.3,25.6,26.7,27.5,27.8,28.1,28.6,29.4
"85","78","  Nonprofit institution current transfer payments","W419RC1",23.2,26.2,28.6,28.7,33.5,36.7,43.7,48.8,51.7,58.7,61.9,65.6,69.8,77.1,80.1,87.3,92.2,94.4,103.8,106,109.1
"86","79","    To government \6\","W420RC1",0.2,0.2,0.2,0.3,0.4,0.5,0.5,0.7,0.6,0.3,0.2,0.3,0.5,0.6,0.8,0.9,0.3,0.2,0.4,0.4,0.4
"87","80","    To the rest of the world (net)","W421RC1",1.7,2.2,2.4,2.5,3.1,4,5.9,6.5,6.9,7.2,7.5,8.1,7.8,9.8,9.7,13,17.9,19.7,25,24.8,23.9
"88","81","    To households \2\","W386RC1",21.2,23.8,26,25.9,30,32.3,37.2,41.5,44.1,51.2,54.2,57.2,61.5,66.7,69.6,73.4,74,74.4,78.4,80.8,84.8
"89","82","Equals: Nonprofit institution saving","W422RC1",22.3,18.7,16.2,16,22.8,46.3,31.3,38.8,44.3,9.9,-12.8,-23.4,-2.7,14.8,-9.9,-12.5,-66.7,-94.3,-79.8,-82.9,-81.4
"90","83","    Nonprofit institution saving as a percentage of nonprofit income and receipts from sales","W423RC1",5,4,3.3,3.2,4.2,7.9,5.1,5.9,6.2,1.3,-1.6,-2.9,-0.3,1.5,-1,-1.2,-6.3,-8.8,-7.1,-7.1,-6.7
"91",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","84","  Nonprofit institution income included in personal income \7\","W424RC1",47.4,47.9,51.1,55.4,57.5,62.5,60.3,67.5,73.2,70.2,64.7,62.4,65.2,74.1,77.7,79.2,69.2,71.6,73.5,76.1,77.6
"93","85","  Transfer payments between nonprofit institutions \8\","W426RC1",25.4,26.9,26.3,28,32.5,34.4,42.2,47.5,55.1,59.3,60.3,62.6,63.9,68.8,78.5,90.3,92.4,83.7,89.7,92.4,97
"94","86","  Nonprofit institution income and receipts from sales","W442RC1",441.8,463.7,484.8,503.2,539.4,585.6,617.5,663.9,717.6,745,786.1,816.8,886.1,960.4,1002.4,1057.9,1066.4,1072.6,1129.9,1164.8,1221.8
"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","1. Consists of nonmortgage interest paid by households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2. Includes benefits paid to members, specific assistance to individuals,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","and grants and allocations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","3. Excludes unrelated sales, secondary sales, and sales to business, government, and the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","4. Includes individual contributions and bequests from households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","5. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","government, and the rest of the world; excludes own-account investment (construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","6. Consists of excise taxes paid by nonprofit institutions serving households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","7. Consists of rental income of nonprofit institutions (line 48), income receipts on assets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","(line 49), transfer receipts from government (line 53), and transfer receipts from business",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","(line 54).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","8. Includes grants and allocations made by nonprofit institutions that indirectly support",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","households through the support of other nonprofit institutions, plus their payments to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","affiliates.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Note. Estimates in this table exclude nonprofit institutions serving business and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
