"","Table 5#8#4B# Price Indexes for Gross Government Fixed Investmen","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14"
"35","28","      Net purchases of used structures","ZZZZZZ2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","29","  State and local","B842RG3",89.541,92.245,95.602,100,103.428,106.411,108.88,115.253,126.226,136.359,147.857
"37","30","    New","B843RG3",89.549,92.252,95.596,100,103.407,106.391,108.806,115.128,126.133,136.28,147.931
"38","31","      Residential","W147RG3",89.008,91.46,95.562,100,105.085,107.891,113.935,123.668,132.93,141.18,142.507
"39","32","      Office","W193RG3",88.614,91.426,96.053,100,103.018,105.489,108.528,115.324,127.16,139.94,148.683
"40","33","      Commercial","W194RG3",88.625,91.875,95.75,100,104.333,106.422,109.667,116.312,125.984,136.393,142.574
"41","34","      Health care","W195RG3",88.502,91.897,95.724,100,104.394,106.458,109.67,116.375,126.126,136.502,142.611
"42","35","      Educational","W148RG3",88.63,92.31,96.068,100,103.748,106.795,109.252,115.169,124.296,132.457,141.702
"43","36","      Public safety","W196RG3",88.319,91.984,95.714,100,104.337,106.397,109.667,116.342,126.02,136.51,142.612
"44","37","      Amusement and recreation","W197RG3",88.416,91.956,95.784,100,104.322,106.414,109.623,116.24,126.088,136.581,142.623
"45","38","      Transportation","W198RG3",88.497,92.616,95.672,100,100.601,105.619,108.351,115.962,126.789,138.712,155.032
"46","39","      Power","W199RG3",93.171,95.19,96.073,100,103.064,106.203,108.112,114.58,121.658,130.041,140.088
"47","40","      Highways and streets","W149RG3",90.084,91.915,95.123,100,103.561,106.332,108.166,113.483,128.66,142.538,161.751
"48","41","      Sewer systems","W150RG3",91.179,92.915,95.026,100,103.918,106.969,108.579,115.914,123.229,128.338,135.508
"49","42","      Water systems","W168RG3",91.258,92.919,95.013,100,103.911,107.031,108.509,115.918,123.19,128.342,135.37
"50","43","      Conservation and development","W169RG3",93.675,95.384,96.728,100,101.986,103.509,107.017,112.39,121.535,128.691,134.436
"51","44","      Other \5\","W200RG3",89.731,92.035,95.652,100,104.548,107.524,112.737,121.273,131.054,141.197,142.52
"52","45","    Net purchases of used structures","B870RG3",89.216,91.971,95.83,100,105.589,108.593,113.222,121.663,131.258,140.675,144.704
"53","46","Equipment and software \2\","A871RG3",105.17,101.905,100.716,100,98.195,96.437,95.588,95.84,96.435,96.777,97.122
"54","47","  Federal","B872RG3",102.505,100.298,100.544,100,98.501,97.009,96.559,97.261,98.185,99.179,99.751
"55","48","    National defense","B873RG3",100.862,99.456,100.638,100,98.231,97,96.918,98.182,99.539,101.047,102.27
"56","49","      Aircraft","B874RG3",91.651,90.654,105.413,100,93.76,89.807,89.392,87.023,84.753,83.937,83.714
"57","50","      Missiles","B875RG3",101.913,103.195,99.918,100,97.393,96.386,99.387,101.118,103.393,103.75,105.554
"58","51","      Ships","B876RG3",98.958,98.52,97.649,100,99.895,100.494,101.718,111.442,118.407,128.66,134.873
"59","52","      Vehicles","B877RG3",102.616,101.177,101.98,100,98.407,97.727,98.209,98.505,98.574,97.21,101.514
"60","53","      Electronics and software","B878RG3",110.326,104.349,100.812,100,97.581,94.984,92.342,90.752,89.256,88.665,87.256
"61","54","      Other equipment","B879RG3",99.314,99.492,99.5,100,100.616,100.883,101.246,102.486,105.774,107.877,109.422
"62","55","    Nondefense","B880RG3",105.828,101.936,100.357,100,99.047,96.992,95.701,95.053,94.944,94.779,93.892
"63","56","  State and local","B881RG3",109.052,104.202,100.955,100,97.782,95.655,94.212,93.753,93.795,93.009,92.969
"64",NA,"Addenda:"," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","57","  Government enterprise gross fixed investment","A882RG3",93.146,94.62,96.469,100,102.076,104.933,106.497,111.572,119.662,126.012,133.471
"66","58","    Federal","A883RG3",102.57,100.101,99.539,100,99.796,99.047,98.43,99.172,101.613,104.029,105.176
"67","59","      Structures","B884RG3",90.515,93.124,96.235,100,102.71,104.667,107.29,112.759,121.346,130.321,136.16
"68","60","      Equipment and software","B885RG3",110.012,104.264,101.506,100,97.996,95.698,93.53,92.054,92.074,92.236,91.836
"69","61","    State and local","A886RG3",91.787,93.81,96.03,100,102.341,105.545,107.315,112.827,121.536,128.332,136.473
"70","62","      Structures","B887RG3",90.194,92.734,95.399,100,102.853,106.813,108.958,115.384,125.483,133.583,143.224
"71","63","      Equipment and software","A888RG3",101.786,100.236,99.817,100,99.105,97.862,97.637,98.434,100.031,100.443,101.404
"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","1. Consists of general government and government enterprise expenditures for fixed assets.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2. Structures and software include compensation of government employees engaged in new",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","own-account investment and related expenditures for goods and services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","3. Consists of Department of Defense new structures, except family housing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","4. Consists of lodging, religious, communication, sewage and waste disposal, water supply",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","structures, and manufacturing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","5. Consists of lodging, communication, and manufacturing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
