"","Table 2#4#4# Price Indexes for Personal Consumption Expenditures","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46"
"16","9","      Furniture and furnishings (parts of 31 and 32)","DFFFRG3",48.571,49.592,50.441,51.124,52.624,57.205,61.731,63.795,66.208,69.431,73.694,80.319,86.214,90.29,92.312,94.225,96.344,97.853,99.64,101.802,102.437,103.82,104.435,106.32,107.4,109.191,109.781,110.465,110.293,110.293,109.525,108.862,106.839,104.719,102.167,100.906,100,99.4,97.63,96.04,95.139,90.533,88.872
"17","10","      Household appliances (part of 33)","DAPPRG3",63.731,65.304,66.646,66.993,67.06,70.492,78.29,82.636,85.639,90.013,94.916,99.651,105.428,111.896,115.155,115.378,112.837,112.284,113.132,113.382,113.339,112.625,111.435,110.706,110.999,112.389,111.518,111.338,110.808,109.401,106.974,105.893,105.152,104.045,100.817,97.307,100,102.443,105.762,106.068,106.934,102.262,100.911
"18","11","      Glassware, tableware, and household utensils (34)","DUTERG3",39.366,40.605,41.804,43.656,46.143,52.125,61.007,64.881,67.604,72.485,78.456,86.616,95.286,99.275,101.138,101.345,101.766,104.513,107.072,107.884,109.512,111.668,114.248,116.523,115.888,117.427,115.117,113.772,113.038,115.522,113.115,111.767,108.7,104.758,100.59,100.449,100,96.742,95.579,97.032,97.264,94.921,93.395
"19","12","      Tools and equipment for house and garden (35)","DTOORG3",60.866,60.518,59.969,59.897,60.028,63.773,69.69,72.166,73.682,75.278,79.422,84.869,90.77,97.525,99.847,99.932,103.157,101.393,101.65,101.731,98.146,98.994,100.082,99.956,99.969,101.742,101.768,103.464,104.948,102.352,100.22,100.187,99.639,98.469,96.269,97.27,100,101.048,101.201,100.286,100.687,97.937,99.031
"20","13","    Recreational goods and vehicles","DREQRG3",169.99,170.219,176.274,178.829,181.567,189.612,202.162,209.123,215.139,222.858,232.778,245.713,256.731,262.659,259.515,255.842,251.345,243.369,240.293,238.753,238.118,236.186,233.188,226.024,217.915,213.375,204.407,189.919,174.023,159.335,145.426,136.287,126.989,118.777,111.283,105.762,100,93.79,87.159,82.654,77.352,71.721,66.873
"21","14","      Video, audio, photographic, and information processing equipment and media (75, 76, and part of 93)","DVAPRG3",601.641,601.776,605.488,610.138,609.436,620.379,638.271,645.898,647.458,656.941,673.13,688.805,701.402,696.398,663.134,633.777,600.244,561.945,543.147,521.853,507.263,484.718,461.433,429.938,400.113,379.023,347.896,302.876,259.435,221.455,190.628,170.842,150.609,134.169,120.226,110.188,100,89.563,79.601,72.179,64.284,57.532,52.189
"22","15","      Sporting equipment, supplies, guns, and ammunition (part of 80)","DSPGRG3",74.76,75.006,74.818,73.418,74.351,77.08,81.847,84.483,86.503,88.764,92.619,98.634,104.234,107.221,108.461,108.481,106.851,105.903,107.516,111.324,113.594,117.717,122.276,123.038,121.817,123.733,122.877,121.625,120.621,118.305,112.34,108.286,105.981,103.226,102.375,101.15,100,98.73,97.314,99.536,101.724,98.701,94.019
"23","16","      Sports and recreational vehicles (79)","DWHLRG3",32.534,31.395,35.28,36.548,38.19,42.507,46.88,49.212,52.297,55.511,59.276,64.869,68.949,71.688,72.596,75.106,77.242,77.217,77.599,80.074,82.487,84.51,86.224,88.037,88.967,91.045,93.593,94.381,93.73,93.917,96.09,97.889,99.282,98.807,98.013,98.396,100,102.489,102.091,103.12,104.1,104.515,106.862
"24","17","      Recreational books (part of 90)","DRBKRG3",19.961,21.079,22.34,23.435,24.122,24.584,29.176,32.99,36.068,39.404,42.555,46.752,51.653,57.51,61.72,62.973,67.519,70.586,72.068,74.353,77.066,81.387,84.145,86.21,88.428,90.128,91.671,95.038,96.149,98.802,97.052,96.936,98.054,100.985,100.189,100.393,100,99.362,100.174,101.85,102.829,101.761,99.339
"25","18","      Musical instruments (part of 80)","DMSCRG3",52.163,54.554,57.103,58.012,58.379,61.019,65.639,67.225,68.028,70.987,74.599,80.338,85.952,90.437,91.37,91.746,91.382,91.727,93.179,97.561,100.872,101.935,102.053,103.316,104.206,105.08,103.48,104.545,103.421,102.974,101.585,101.448,102.407,102.315,101.392,100.116,100,99.878,97.284,98.571,99.733,99.898,97.769
"26","19","    Other durable goods","DODGRG3",35.56,36.484,37.485,38.698,39.961,43.035,46.307,48.563,50.693,53.507,57.921,69.768,73.606,74.316,76.713,78.351,79.206,81.077,86.597,92.252,96.541,102.626,106.424,109.234,110.075,111.833,113.694,113.016,111.43,109.393,106.639,105.228,105.563,103.61,101.907,101.544,100,101.801,105.531,109.088,110.352,110.881,114.252
"27","20","      Jewelry and watches (part of 119)","DJRYRG3",50.623,51.497,52.478,53.769,55.669,58.876,63.102,65.173,66.104,69.616,75.958,94.929,98.785,96.47,98.029,98.696,97.705,98.619,106.018,111.761,115.969,122.895,126.73,128.248,127.315,128.122,126.69,122.151,117.399,113.085,110.396,107.29,107.375,104.481,100.895,101.442,100,102.456,107.921,115.495,117.515,120.041,130.153
"28","21","      Therapeutic appliances and equipment (42)","DTAERG3",26.129,27.231,28.396,29.085,29.785,31.452,34.028,36.104,38.29,40.518,42.803,46.501,50.149,53.533,56.154,58.296,60.627,63.015,66.084,68.904,71.729,74.929,77.952,81.062,83.357,84.96,87.527,88.907,90.166,91.666,92.544,94.495,96.336,96.546,96.84,98.411,100,102.307,103.959,104.939,105.988,105.405,106.061
"29","22","      Educational books (96)","DEBKRG3",10.772,11.18,11.928,12.714,13.129,13.586,14.477,15.453,16.433,17.736,18.868,20.448,22.944,25.916,28.552,30.867,33.471,36.212,38.921,41.647,44.334,47.945,50.433,53.208,55.067,57.057,59.243,62.609,65.656,68.741,71.539,76.52,80.906,86.785,91.721,95.968,100,106.337,115.042,123.042,131.806,138.291,144.817
"30","23","      Luggage and similar personal items (part of 119)","DLUGRG3",41.733,42.797,43.618,45.411,46.96,53.313,57.682,61.556,67.093,70.651,76.931,96.324,100.268,97.953,99.558,100.191,99.209,100.098,107.169,121.933,130.659,142.895,148.329,152.238,152.005,155.826,166.578,166.977,159.919,149.094,132.192,125.06,123.302,115.475,115.161,108.869,100,102.125,109.155,110.978,111.348,110.113,108.581
"31","24","      Telephone and facsimile equipment (67)","DTCERG3",35.039,36.34,38.817,41.388,42.708,44.243,47.126,50.303,53.352,58.02,61.596,66.707,74.749,84.358,92.814,100.363,108.797,117.72,126.633,135.553,144.285,155.987,164.105,173.127,179.205,185.679,192.853,203.777,213.66,207.445,183.842,166.055,149.04,135.816,120.808,108.625,100,90.917,84.455,80.972,77.349,74.496,71.957
"32","25","  Nondurable goods","DNDGRG3",26.245,27.425,28.199,29.103,31.45,36.206,39.004,40.274,42.582,45.304,50.186,56.344,60.695,62.072,63.138,64.45,65.657,64.818,67.023,69.154,72.584,76.745,78.986,80.133,80.784,81.215,82.064,83.922,84.798,84.169,86.268,90.016,90.961,90.888,92.797,96.114,100,103.23,106.49,112.567,109.177,112.622,119.43
"33","26","    Food and beverages purchased for off-premises consumption","DFXARG3",23.936,25.271,25.847,27.079,30.506,35.145,37.787,38.49,40.757,44.657,49.043,53.166,56.954,58.452,59.124,60.9,61.563,63.012,65,66.938,70.469,73.911,76.232,76.817,77.891,79.195,80.912,83.38,84.969,86.037,87.446,89.499,92.13,93.542,95.296,98.255,100,101.688,105.647,112.066,113.366,113.724,118.23
"34","27","      Food and nonalcoholic beverages purchased for off-premises consumption (4)","DTFDRG3",22.842,24.193,24.726,25.996,29.693,34.701,37.36,38.037,40.53,44.601,49.075,53.247,57.102,58.478,58.939,60.807,61.381,62.779,64.88,66.876,70.616,74.134,75.598,75.973,77.173,78.672,80.593,83.124,84.751,85.921,87.271,89.228,91.963,93.316,95.103,98.165,100,101.745,105.935,112.786,113.848,114.166,119.32
"35","28","      Alcoholic beverages purchased for off-premises consumption (5)","DAOPRG3",32.812,33.92,34.891,35.475,36.061,38.291,40.915,41.79,42.442,44.723,48.226,52.248,55.719,58.019,60.195,61.339,62.723,64.519,65.67,67.222,69.281,72.17,80.589,82.806,82.89,82.788,83.008,85.043,86.339,86.789,88.623,91.287,93.241,95.071,96.586,98.836,100,101.347,103.831,107.572,110.418,110.964,111.578
"36","29","      Food produced and consumed on farms (6)","DFFDRG3",35.031,35.5,36.018,42.379,55.551,49.559,50.654,52.031,52.232,66.86,80.285,77.229,76.814,79.116,74.956,78.029,73.086,74.162,80.998,82.353,86.744,93.556,89.791,86.328,88.605,81.795,81.638,82.265,87.233,77.667,74.289,78.381,83.59,74.231,84.025,97.109,100,96.42,104.395,103.035,89.626,104.558,122.381
"37","30","    Clothing and footwear","DCLORG3",66.021,68.477,70.911,72.199,74.595,80.129,83.723,86.408,90.096,91.799,93.595,97.027,100.231,101.699,103.091,103.626,105.85,105.414,108.451,111.94,113.578,117.281,119.512,120.402,119.759,117.744,114.993,113.609,113.644,111.576,110.099,108.788,106.632,103.824,101.246,100.905,100,99.592,98.619,97.875,98.765,98.076,99.778
"38","31","      Garments","DGARRG3",69.473,71.841,74.436,75.625,78.003,84.044,87.866,90.568,94.39,95.913,96.767,99.542,102.462,103.808,105.489,106,108.589,108.191,111.453,114.798,116.055,120.06,122.302,122.843,122.002,119.753,116.587,115.042,115.241,113.01,111.831,110.555,108.031,104.848,102.028,101.649,100,99.363,98.419,97.193,97.787,96.715,98.662
"39","32","        Women's and girls' clothing (10)","DWGCRG3",79.506,81.929,85.331,86.81,89.262,95.349,99.015,101.621,105.287,106.886,107.252,109.021,110.505,110.568,111.715,111.656,114.307,112.907,117.111,120.374,120.592,125.42,127.155,127.579,126.638,123.959,119.384,116.458,116.319,113.29,111.275,109.707,107.652,104.528,102.049,101.949,100,99.938,99.524,97.095,97.721,96.81,98.707
"40","33","        Men's and boys' clothing (11)","DMBCRG3",60.646,63.122,64.916,65.761,68.15,73.487,76.687,79.407,83.086,84.356,85.722,89.287,93.492,96.313,98.313,99.522,101.776,102.215,104.51,107.937,110.651,113.18,116.21,116.938,116.516,114.765,113.314,113.376,114.3,113.28,112.889,111.73,108.274,104.871,101.626,101.169,100,98.335,96.68,97.342,97.833,96.376,98.757
"41","34","        Children's and infants' clothing (12)","DCICRG3",35.202,35.872,36.647,37.696,38.95,49.18,59.085,62.273,68.291,70.924,72.338,78.258,85.082,88.174,92.564,93.939,98.1,102.363,102.361,106.074,108.2,113.924,115.965,116.419,113.497,112.217,111.416,112.85,111.006,108.149,110.483,111.74,110.606,108.284,104.58,101.535,100,99.848,97.652,97.406,98.348,98.093,97.546
"42","35","      Other clothing materials and footwear (13 and 17)","DOCCRG3",52.684,55.318,57.154,58.717,61.097,64.783,67.508,70.083,73.228,75.537,80.665,86.434,90.638,92.556,92.805,93.43,94.159,93.568,95.684,99.732,102.914,105.376,107.551,109.894,110.093,109.08,108.101,107.402,106.739,105.365,102.644,101.193,100.571,99.351,97.809,97.631,100,100.607,99.5,100.881,103.092,104.143,104.727
"43","36","    Gasoline and other energy goods","DGOERG3",13.009,13.192,13.407,13.566,14.981,20.834,22.297,23.365,25.033,26.185,35.271,49.045,55.319,52.75,50.711,50.186,50.294,39.485,40.944,41.25,44.906,51.424,50.563,50.178,49.685,49.808,50.475,53.913,53.911,47.001,50.888,65.775,63.487,59.385,69.378,81.545,100,112.928,123.9,146.278,106.008,125.273,157.728
"44","37","      Motor vehicle fuels, lubricants, and fluids (59)","DMFLRG3",14.354,14.482,14.588,14.777,16.19,21.871,23.339,24.331,25.74,26.858,35.994,49.955,55.584,52.772,51.047,50.283,50.689,39.81,41.34,41.691,45.539,51.843,51.162,50.963,50.446,50.685,51.491,54.645,54.634,47.555,51.788,66.17,63.776,59.915,69.782,82.086,100,112.842,123.921,144.927,105.517,124.76,156.913
"45","38","      Fuel oil and other fuels (29)","DFULRG3",7.532,7.823,8.32,8.372,9.596,15.249,16.546,17.748,20.082,21.234,29.274,41.107,50.292,49.32,45.47,46.482,44.67,34.976,35.885,35.869,38.004,45.768,43.574,41.8,41.512,40.757,40.377,45.763,45.838,40.62,41.316,60.575,59.392,52.949,64.078,74.588,100,114.203,123.49,168.372,114.319,134.071,171.644
"46","39","    Other nondurable goods","DONGRG3",22.855,23.921,24.837,25.456,26.15,28.723,32.021,33.678,35.629,37.567,40.024,43.679,47.382,51.049,54.565,56.587,58.777,61.117,63.579,66.424,70.094,73.641,77.564,80.484,81.841,82.414,83.874,85.461,86.354,87.979,91.415,93.42,95.588,97.166,97.347,98.505,100,102.184,103.608,106.135,110.777,112.772,114.571
"47","40","      Pharmaceutical and other medical products (40 and 41)","DPHMRG3",17.769,18.132,18.364,18.377,18.398,18.969,20.436,21.636,23,24.648,26.327,28.653,31.798,35.143,38.242,41.09,44.009,46.784,49.516,52.411,55.953,60.232,64.868,68.572,70.607,72.264,72.803,74.509,75.71,77.605,80.955,84,87.974,91.831,94.446,97.142,100,103.963,105.442,107.79,111.147,115.171,119.123
"48","41","      Recreational items (parts of 80, 92, and 93)","DREIRG3",50.649,52.537,54.565,55.944,56.94,59.797,63.715,65.818,67.541,70.28,74.67,82.195,89.049,93.338,94.916,96.145,97.63,98.823,101.651,105.343,109.265,112.024,114.469,115.893,115.747,116.621,117.11,118.265,117.63,115.336,111.496,109.582,108.729,106.351,103.194,102.666,100,99.394,98.7,100.44,100.43,97.199,96.053
"49","42","      Household supplies (parts of 32 and 36)","DHOURG3",28.809,29.928,31.044,31.566,32.319,37.812,45.42,48.633,52.4,55.399,59.29,64.838,70.116,74.644,77.442,79.11,81.417,82.796,84.98,87.039,90.344,92.635,94.568,94.831,94.763,94.887,96.596,97.644,97.649,98.099,98.985,101.371,103.378,103.081,99.823,99.106,100,101.398,100.961,103.828,106.982,106.159,106.611
"50","43","      Personal care products (part of 118)","DOPCRG3",30.054,30.806,31.809,32.65,33.51,37.206,41.893,44.301,46.787,49.114,52.282,56.615,61.772,66.638,70.312,72.509,74.608,76.84,78.328,80.785,83.82,86.874,89.733,91.771,93.14,94.459,95.163,95.455,95.668,97.108,98.503,99.803,100.772,100.589,99.622,99.76,100,100.883,102.443,103.085,105.078,104.076,103.525
"51","44","      Tobacco (127)","DTOBRG3",9.926,10.756,11.211,11.824,12.151,12.743,13.651,14.23,14.915,15.739,16.651,17.92,19.326,21.45,25.6,27.239,28.801,30.73,32.856,35.78,40.299,44.39,49.499,53.681,55.606,53.37,54.689,56.353,58.85,63.968,79.644,85.268,88.387,92.202,93.282,95.065,100,103.414,110.235,117.115,144.841,160.577,166.042
"52","45","      Magazines, newspapers, and stationery (part of 90)","DNEWRG3",21.391,22.73,24.162,24.601,25.453,29.613,33.144,34.61,36.566,38.011,40.335,44.215,48.217,51.735,54.624,56.367,58.29,59.896,61.578,63.586,66.057,68.364,72.671,76.448,78.781,81.328,85.775,89.602,91.542,93.603,94.648,95.071,96.245,97.415,97.846,98.315,100,101.459,102.859,104.958,109.059,109.946,110.602
"53","46","      Net expenditures abroad by U.S. residents (131)","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","47","Services","DSERRG3",17.324,18.285,19.284,20.102,21.077,22.866,24.834,26.556,28.558,30.777,33.35,36.802,40.555,43.709,46.429,48.846,51.049,53.375,55.409,58.123,60.84,63.808,66.581,69.236,71.294,73.2,75.365,77.473,79.812,81.689,83.509,85.818,88.422,90.801,93.686,96.688,100,103.414,106.981,110.584,112.157,114.418,116.435
"55","48","  Household consumption expenditures (for services)","DHCERG3",16.603,17.531,18.488,19.273,20.198,21.871,23.749,25.409,27.33,29.465,31.914,35.226,38.879,42.082,44.905,47.388,49.631,52.021,54.101,56.857,59.733,62.925,65.925,68.863,71.11,73.081,75.317,77.45,79.758,81.522,83.299,85.516,88.057,90.498,93.565,96.708,100,103.469,107.123,110.854,112.655,115.078,117.164
"56","49","    Housing and utilities","DHUTRG3",18.185,18.977,19.949,20.705,21.634,22.831,24.626,26.409,28.748,30.777,33.266,36.749,40.804,44.566,47.45,49.864,52.49,54.988,56.964,59.22,61.606,64.282,66.415,68.268,70.242,72.055,74.004,76.193,78.269,80.114,82.02,84.79,88.725,91.304,94.172,96.667,100,104.288,107.967,111.798,113.071,113.379,115.037
"57","50","      Housing","DHSGRG3",19.162,19.981,20.909,21.663,22.584,23.43,24.947,26.579,28.819,30.796,33.173,36.22,39.909,43.193,45.79,48.175,51.051,54.074,56.532,59.069,61.522,64.414,66.449,68.268,70.129,72.101,74.328,76.58,78.728,81.221,83.472,86.06,89.456,93.043,95.383,97.607,100,103.599,107.267,110.237,112.176,112.243,113.772
"58","51","        Rental of tenant-occupied nonfarm housing (20)","DTENRG3",18.882,19.675,20.571,21.29,22.225,23.047,24.589,26.232,28.46,30.408,32.773,35.816,39.53,42.815,45.475,48.052,51.218,54.415,56.863,59.18,61.539,64.216,66.589,68.388,70.065,71.745,73.453,75.352,77.479,79.835,82.171,85.065,88.746,92.125,94.689,97.085,100,103.562,107.955,111.85,114.376,114.527,116.412
"59","52","        Imputed rental of owner-occupied nonfarm housing (21)","DOWNRG3",19.039,19.832,20.746,21.474,22.401,23.246,24.792,26.442,28.697,30.671,33.058,36.129,39.855,43.243,45.862,48.216,51.051,54.085,56.586,59.175,61.638,64.595,66.474,68.264,70.09,72.063,74.448,76.811,79.049,81.61,83.834,86.328,89.639,93.285,95.563,97.74,100,103.473,106.976,109.678,111.462,111.448,112.741
"60","53","        Rental value of farm dwellings (22)","DFARRG3",27.409,29.339,31.124,33.116,33.728,34.885,35.018,35.871,37.681,40.083,42.187,44.134,45.743,44.312,44.723,45.157,44.586,43.549,43.964,47.95,51.618,55.163,58.912,62.766,70.504,78.489,81.732,84.399,80.904,81.601,83.846,86.338,89.621,93.281,95.572,97.756,100,111.192,113.34,117.24,118.537,122.237,132.533
"61","54","        Group housing (23)","DGRHRG3",18.924,19.655,20.509,21.194,22.061,23.179,24.722,26.288,28.408,30.466,32.828,35.87,39.166,42.324,44.959,47.514,50.615,53.795,56.25,58.542,60.898,63.51,65.865,67.631,69.304,70.954,72.714,74.634,76.807,79.244,81.659,84.625,88.365,91.86,94.563,97.083,100,103.584,107.999,111.944,114.526,114.792,116.758
"62","55","      Household utilities","DUTLRG3",14.414,15.099,16.232,16.994,17.953,20.529,23.431,25.809,28.542,30.781,33.712,38.951,44.508,50.265,54.338,56.871,58.428,58.644,58.51,59.54,61.625,63.343,65.901,67.9,70.373,71.461,72.112,73.999,75.726,74.483,74.713,78.363,84.993,82.465,87.963,91.821,100,107.977,111.708,120.258,117.816,119.473,121.839
"63","56","        Water supply and sanitation (25)","DWRSRG3",11.033,11.907,13.174,13.662,14.397,15.272,16.754,18.63,20.647,23.045,24.129,25.79,28.907,32.382,35.116,37.482,39.79,42.099,44.592,47.235,50.27,53.818,57.966,62.1,65.528,68.753,70.97,73.508,75.323,77.761,79.483,81.434,83.784,86.485,89.667,95.008,100,104.931,110.285,116.713,123.894,131.759,138.614
"64","57","        Electricity and gas","DELGRG3",15.583,16.224,17.337,18.189,19.226,22.341,25.702,28.26,31.241,33.486,36.971,43.294,49.629,56.122,60.639,63.256,64.598,64.143,63.132,63.628,65.4,66.503,68.532,69.845,72.015,72.41,72.536,74.203,75.901,73.37,73.074,77.324,85.467,81.084,87.394,90.741,100,109.031,112.186,121.491,115.654,115.208,116.083
"65","58","          Electricity (27)","DELCRG3",20.452,21.114,22.511,23.611,25.075,29.624,33.436,35.636,38.001,40.378,43.456,50.338,57.873,63.61,65.692,69.889,72.394,73.338,73.12,74.12,76.198,77.97,80.877,82.448,84.064,84.096,85.993,87.419,87.886,84.487,83.826,85.182,91.221,90.335,92.47,94.187,100,112.079,116.7,124.17,128.095,128.295,130.702
"66","59","          Natural gas (28)","DGHERG3",8.658,9.145,9.81,10.297,10.789,12.118,14.515,17.002,20.186,22.014,25.536,30.531,34.797,41.549,48.673,48.993,48.678,46.323,44.225,43.95,45.154,45.195,45.762,46.605,49.461,50.387,47.732,49.673,53.126,52.133,52.508,61.966,73.815,62.933,77.237,83.73,100,102.549,102.574,115.785,90.222,88.479,86.079
"67","60","    Health care","DHLCRG3",10.913,11.737,12.342,12.866,13.474,14.753,16.413,17.994,19.494,21.139,23.2,26.009,29.185,32.47,35.441,38.093,40.403,42.806,45.559,49.111,53.429,57.989,62.469,66.861,70.434,73.297,75.97,77.758,79.315,80.811,82.585,84.91,87.759,90.056,93.473,96.927,100,103.053,106.866,109.749,112.724,115.566,117.675
"68","61","      Outpatient services","DOUTRG3",13.589,14.538,15.503,16.024,16.545,18.01,20.144,22.218,24.185,26.082,28.329,31.437,34.695,37.657,40.393,43.07,45.721,48.71,51.757,55.248,58.923,62.797,66.471,70.211,73.531,76.926,79.561,80.814,82.956,85.01,86.964,89.06,91.85,93.174,95.128,97.554,100,101.86,105.641,108.015,110.48,112.903,114.494
"69","62","        Physician services (44)","DPHYRG3",13.122,14.08,15.027,15.507,15.995,17.483,19.61,21.839,23.855,25.81,28.206,31.189,34.599,37.849,40.813,43.649,46.185,49.541,53.19,56.998,61.178,65.579,69.442,73.805,77.914,81.818,85.036,85.632,86.783,88.642,90.61,92.182,94.805,94.798,96.274,98.239,100,100.955,105.091,106.204,108.742,111.409,113.116
"70","63","        Dental services (45)","DDENRG3",11.551,12.196,12.983,13.508,13.95,14.987,16.552,17.637,18.94,20.255,21.956,24.571,26.915,28.999,30.942,33.453,35.568,37.542,40.089,42.779,45.399,48.362,51.928,55.369,58.223,60.954,63.891,66.839,69.936,72.911,76.32,79.799,83.033,86.738,90.29,94.739,100,105.208,110.664,116.348,119.958,123.257,126.122
"71","64","        Paramedical services (46)","DPMSRG3",15.957,17.183,18.304,18.871,19.563,21.337,24.007,26.705,29.188,31.437,33.58,37.366,40.875,43.6,46.254,48.328,51.696,54.489,56.186,59.404,62.578,65.868,69.196,71.936,74.158,77.079,78.676,80.044,83.135,85.021,86.246,88.445,91.261,93.491,95.446,97.694,100,101.889,104.418,107.427,109.337,111.066,112.024
