"","Table 1#5#6# Real Gross Domestic Product, Expanded Detail, Chain","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18"
"31","24","      Gross output of nonprofit institutions \2\","DNPERX1",777.7,807.3,845.9,896,914.4,938.4,961.7,999.1,1022.2,1055.2,1072.6,1086,1100,1132.1,1146.8
"32","25","      Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRX1",638.5,653.5,677,706.7,710.7,731,755.6,764.1,780.9,781.5,796.5,807.7,820.9,838.8,859.4
"33","26","Gross private domestic investment","A006RX1",2231.4,2375.5,2231.4,2218.2,2308.7,2511.3,2672.6,2730,2644.1,2396,1878.1,2120.4,2224.6,2436,2566.4
"34","27","  Fixed investment","A007RX1",2165.9,2316.2,2280,2201.1,2289.5,2443.9,2611,2662.5,2609.6,2432.6,2025.7,2056.2,2184.6,2365.3,2470.9
"35","28","    Nonresidential","A008RX1",1510.1,1647.7,1608.4,1498,1526.1,1605.4,1717.4,1839.6,1948.4,1934.4,1633.4,1673.8,1800.5,1931.8,1984.4
"36","29","      Structures","B009RX1",494.9,533.5,525.4,432.5,415.8,414.1,421.2,451.5,509,540.2,438.2,366.3,374.1,421.6,426.9
"37","30","      Equipment","Y033RX1",662.4,726.9,695.7,658,679,731.2,801.6,870.8,898.3,836.1,644.3,746.7,841.7,905.9,934.4
"38","31","        Information processing equipment","Y034RX1",149.5,180.4,178.2,169.9,185.8,204.5,222.2,250.9,279.9,281,256.1,281.4,287.9,295.7,305.7
"39","32","          Computers and peripheral equipment \4\","ZZZZZZ1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","33","          Other","A937RX1",127.3,153.2,148.5,135,147.3,160.7,172.6,187.5,207.9,204.2,179.3,196.8,204.3,207.8,218.1
"41","34","        Industrial equipment","A680RX1",182.8,198.5,183.9,171.6,172.2,169.1,183.6,199.1,205.3,195.5,152.1,151.3,175,184.6,190.6
"42","35","        Transportation equipment","A681RX1",208.4,204.1,184.9,167.2,154.8,176.5,197.9,212.6,203.6,156.9,70.6,136.9,181,221,222
"43","36","        Other equipment","A862RX1",161.4,170.5,169.2,167.9,179.3,192.4,210.9,219.6,217,206.5,165.6,179.8,201.8,209.7,221
"44","37","      Intellectual property products","Y001RX1",391.1,426.1,428,425.9,442.2,464.9,495,517.5,542.4,558.8,550.9,561.3,586.1,605.8,624.8
"45","38","        Software \5\","B985RX1",154.5,175.9,177.1,176.9,189,207.9,221.2,230.3,244.2,256.2,256.8,254.2,269.8,285.9,298.8
"46","39","        Research and development \6\","Y006RX1",183.9,193,195.6,190.5,189.1,191,202.3,215,227.9,235.5,229,234.4,241.8,245.7,250.8
"47","40","        Entertainment, literary, and artistic originals","Y020RX1",55.9,59.3,57.5,60.3,64.8,65.8,71.3,72.1,70.3,67.1,65.1,72.7,74.6,74.8,76
"48","41","    Residential","A011RX1",633.8,637.9,643.7,682.7,744.5,818.9,872.6,806.6,654.8,497.7,392.2,382.4,384.3,433.7,486.6
"49","42","  Change in private inventories","A014RX1",75.5,66.2,-46.2,22.5,22.6,71.4,64.3,71.6,35.5,-33.7,-147.6,58.2,33.6,57.6,81.5
"50","43","    Farm","B018RX1",-4.2,-2,0.1,-3.5,0.1,9,0.3,-4.2,-0.9,1.1,-1.6,-7,-4.5,-7.2,19.6
"51","44","    Nonfarm","A015RX1",77.7,67.1,-45.8,25.5,22.4,62.4,63.9,75.4,36.5,-35,-146,65.9,39.7,68.7,58.3
"52","45","Net exports of goods and services","A019RX1",-382.3,-482.7,-504.2,-584.9,-641.6,-731.9,-777.1,-786.2,-703.6,-546.9,-392.2,-462.6,-445.9,-430.8,-412.3
"53","46","  Exports","B020RX1",1174.1,1272.4,1200.5,1178.1,1197.2,1309.3,1388.4,1512.4,1647.3,1741.8,1583.8,1765.6,1890.5,1957.4,2010
"54","47","    Goods","A253RX1",819,902,846.5,817.1,832.4,902.8,969.2,1060.5,1140.4,1210.4,1064.7,1217.2,1303.9,1353.2,1385
"55","48","    Services","A646RX1",354.4,368.2,352.3,360.5,364.1,406.3,418.4,450.8,506.2,530.5,519.1,548.1,586.3,603.7,624.8
"56","49","  Imports","B021RX1",1556.4,1755.1,1704.7,1763,1838.8,2041.2,2165.5,2298.6,2350.9,2288.7,1976,2228.1,2336.4,2388.2,2422.3
"57","50","    Goods","A255RX1",1286.1,1454.4,1407.3,1459.9,1531.3,1701.4,1814.7,1922.2,1957.5,1885.1,1587.3,1828,1923.4,1964.3,1988.3
"58","51","    Services","B656RX1",267.7,297.2,294.7,300,303.8,335.7,346.1,371.6,389,401.1,388.7,399.4,411.8,422.8,433.5
"59","52","Government consumption expenditures and gross investment","A822RX1",2451.7,2498.2,2592.4,2705.8,2764.3,2808.2,2826.2,2869.3,2914.4,2994.8,3089.1,3091.4,2992.3,2963.1,2896.9
"60","53","  Federal","A823RX1",815.3,817.7,849.8,910.8,973,1017.1,1034.8,1060.9,1078.7,1152.3,1217.7,1270.7,1237.9,1220.3,1157.4
"61","54","    National defense","A824RX1",516.9,512.3,530,567.3,615.4,652.7,665.5,678.8,695.6,748.1,788.3,813.5,794.6,769.1,715
"62","55","      Consumption expenditures","A997RX1",429.4,423.3,435.3,459,494.6,519.9,525.7,531,539.5,576.7,613.3,636,627.1,610.4,563.5
"63","56","      Gross investment","A788RX1",90.5,91.4,96.7,109.4,121.6,133.2,140,147.9,156.2,171.4,175,177.5,167.3,158.5,151.4
"64","57","    Nondefense","A825RX1",298.5,305.4,319.7,343.3,357.5,364.5,369.4,382.1,383.1,404.2,429.4,457.1,443.3,451.2,442.5
"65","58","      Consumption expenditures","A542RX1",214.1,222.7,235.4,253.3,264.1,270.4,274,282.5,282.3,299.8,320.4,339.2,325.6,336.9,331.5
"66","59","      Gross investment","A798RX1",83.3,82.2,84.1,90,93.3,94.1,95.4,99.6,100.8,104.5,109,117.9,117.8,114.2,110.9
"67","60","  State and local","A829RX1",1643.6,1689.1,1751.5,1802.4,1795.3,1792.8,1792.3,1808.8,1836.1,1842.4,1871.4,1820.8,1754.5,1742.8,1739.2
"68","61","    Consumption expenditures","A991RX1",1327.6,1355.5,1401.3,1439.5,1430.3,1431.7,1440,1450.7,1474.1,1477.4,1508.4,1469.7,1426.8,1427.1,1432.1
"69","62","    Gross investment","A799RX1",316.2,334,350.6,363.5,365.8,361.6,352.3,358.2,362.1,365.2,363,351,327.3,315.1,306.4
"70","63","Residual","AR05RX1",-206.3,-149.7,-149.4,-118.1,-82.4,-46.5,-22.6,-18,-18.4,-19.4,-0.3,-6.4,-20.6,-34.1,-39.4
"71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","4. The quantity index for computers can be used to accurately measure the real growth of this",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","component.  However, because computers exhibit rapid changes in prices relative to other prices in the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","economy, the chained-dollar estimates should not be used to measure the component's relative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","importance or its contribution to the growth rate of more aggregate series; accurate estimates of these",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","contributions are shown in table 1.5.2 and real growth rates are shown in table 1.5.1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","5. Excludes software ""embedded,"" or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","6. Research and development investment excludes expenditures for software development.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Software development expenditures are included in software investment on line 38.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Note. The residual line is the difference between the first line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
