"","Table 6#5C# Full-Time Equivalent Employees by Industry          ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"44","37","    Transportation and public utilities","A4337C0",5124,5264,5353,5432,5394,5356,5487,5644,5778,5892,6036,6222,6418,6596
"45","38","      Transportation","A4338C0",3037,3171,3274,3287,3264,3257,3393,3545,3685,3790,3884,4036,4164,4250
"46","39","        Railroad transportation","B4339C0",276,268,262,246,237,229,221,216,222,208,205,208,208,198
"47","40","        Local and interurban passenger transit","B4340C0",292,306,320,321,329,334,356,378,395,415,433,450,464,459
"48","41","        Trucking and warehousing \3\","B4341C0",1426,1308,1335,1311,1296,1298,1371,1448,1505,1542,1586,1650,1715,1751
"49","42","        Water transportation","B4342C0",164,164,164,166,172,164,163,167,168,166,171,173,175,181
"50","43","        Transportation by air \3\","B4343C0",572,802,851,898,889,887,921,953,995,1044,1062,1116,1159,1207
"51","44","        Pipelines, except natural gas","B4344C0",18,18,18,18,19,19,19,17,15,15,14,13,13,13
"52","45","        Transportation services","B4345C0",289,305,324,327,322,326,342,366,385,400,413,426,430,441
"53","46","      Communications","A4346C0",1183,1181,1163,1208,1187,1158,1163,1182,1197,1231,1293,1340,1406,1504
"54","47","        Telephone and telegraph","B4347C0",876,868,842,873,859,830,829,838,838,856,913,949,1002,1080
"55","48","        Radio and television","B4348C0",307,313,321,335,328,328,334,344,359,375,380,391,404,424
"56","49","      Electric, gas, and sanitary services","B4349C0",904,912,916,937,943,941,931,917,896,871,859,846,848,842
"57","50","    Wholesale trade","B4350C0",5706,5840,6064,6021,5848,5851,5784,5969,6199,6277,6457,6617,6729,6818
"58","51","    Retail trade","B4351C0",15456,15970,16448,16531,16119,16227,16610,17179,17898,18230,18591,18900,19543,20049
"59","52","    Finance, insurance, and real estate","A4352C0",6302,6382,6422,6498,6442,6364,6488,6612,6551,6630,6784,7018,7139,7134
"60","53","      Depository institutions","B4353C0",2158,2147,2156,2152,2067,2003,1989,1973,1935,1920,1926,1930,1922,1900
"61","54","      Nondepository institutions","B4354C0",356,354,352,360,363,391,443,469,447,493,548,628,669,645
"62","55","      Security and commodity brokers","B4355C0",449,444,431,430,423,440,473,521,532,553,591,637,676,732
"63","56","      Insurance carriers","B4356C0",1372,1390,1412,1457,1479,1462,1463,1469,1455,1453,1466,1516,1528,1502
"64","57","      Insurance agents, brokers, and service","B4357C0",607,640,649,662,669,652,666,686,698,707,722,738,743,747
"65","58","      Real estate","B4358C0",1154,1189,1196,1206,1200,1183,1218,1257,1255,1274,1301,1337,1368,1372
"66","59","      Holding and other investment offices","B4359C0",206,218,226,231,241,233,236,237,229,230,230,232,233,236
"67","60","    Services","A4360C0",22699,23693,25081,26058,26296,27082,28191,29265,30609,31930,33275,34753,36155,37523
"68","61","      Hotels and other lodging places","B4361C0",1332,1402,1463,1492,1433,1410,1426,1461,1500,1533,1577,1620,1693,1734
"69","62","      Personal services","B4362C0",1026,1014,1029,1060,1044,1058,1080,1103,1125,1146,1141,1157,1193,1219
"70","63","      Business services","B4363C0",3939,4255,4543,4782,4639,4922,5326,5781,6334,6838,7472,8106,8724,9330
"71","64","      Auto repair, services, and parking","B4364C0",849,886,923,955,907,905,956,994,1009,1109,1138,1174,1225,1265
"72","65","      Miscellaneous repair services","B4365C0",309,334,353,368,322,323,338,321,340,358,359,368,368,363
"73","66","      Motion pictures","B4366C0",264,273,303,317,313,311,320,354,391,414,441,462,480,478
"74","67","      Amusement and recreation services","B4367C0",805,824,891,941,956,991,1037,1112,1186,1241,1299,1319,1374,1450
"75","68","      Health services","B4368C0",6349,6460,6785,7101,7412,7786,8052,8277,8460,8718,8913,9043,9178,9326
"76","69","      Legal services","B4369C0",842,893,935,919,921,934,947,951,955,968,975,1002,1032,1044
"77","70","      Educational services","B4370C0",1432,1457,1500,1522,1566,1650,1695,1743,1796,1839,1896,1986,2062,2142
"78","71","      Social services and membership organizations","A4371C0",2698,2897,3085,3241,3518,3420,3576,3713,3881,3993,4149,4368,4571,4752
"79","72","        Social services","B4372C0",1321,1415,1514,1600,1691,1784,1888,2003,2114,2188,2286,2420,2569,2700
"80","73","        Membership organizations","B4373C0",1377,1482,1571,1641,1827,1636,1688,1710,1767,1805,1863,1948,2002,2052
"81","74","      Other services \4\","B4374C0",2123,2286,2446,2549,2462,2514,2588,2634,2797,2945,3081,3266,3393,3587
"82","75","      Private households","B4375C0",731,712,825,811,803,858,850,821,835,828,834,882,862,833
"83","76","  Government","A4376C0",17237,17642,18045,18372,18422,18338,18283,18292,18399,18409,18531,18703,18849,19128
"84","77","    Federal","A4377C0",5314,5336,5354,5345,5260,5060,4831,4661,4530,4378,4269,4207,4167,4198
"85","78","      General government","A4378C0",4489,4487,4498,4486,4411,4240,4048,3866,3722,3575,3476,3416,3370,3416
"86","79","        Civilian","B4379C0",2121,2156,2176,2221,2198,2181,2136,2051,1984,1913,1869,1845,1821,1869
"87","80","        Military \5\","B4380C0",2368,2331,2322,2265,2213,2059,1912,1815,1738,1662,1607,1571,1549,1547
"88","81","      Government enterprises","B4381C0",825,849,856,859,849,820,783,795,808,803,793,791,797,782
"89","82","    State and local","A4382C0",11923,12306,12691,13027,13162,13278,13452,13631,13869,14031,14262,14496,14682,14930
"90","83","      General government","A4383C0",11129,11499,11862,12170,12295,12446,12606,12749,12965,13127,13353,13581,13762,14000
"91","84","        Education","B4384C0",5648,5918,6112,6252,6310,6381,6484,6601,6774,6892,7075,7234,7372,7572
"92","85","        Other \2\","B4385C0",5481,5581,5750,5918,5985,6065,6122,6148,6191,6235,6278,6347,6390,6428
"93","86","      Government enterprises \2\","B4386C0",794,807,829,857,867,832,846,882,904,904,909,915,920,930
"94","87","Rest of the world \6\","A4387C0",-66,-75,-83,-82,-82,-78,-365,-411,-409,-377,-404,-401,-441,-388
"95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","1. Full-time equivalent employees equals the number of employees on full-time schedules plus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","the number of employees on part-time schedules converted to a full-time basis.  The number",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","of full-time equivalent employees in each industry is the product of the total number of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","employees and the ratio of average weekly hours per employee for all employees to average",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","weekly hours per employee on full-time schedules.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2. Beginning with 1990, reflects the reclassification of employees of Indian tribal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","governments from the private sector to state and local government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","3. Reflects the reclassification of air couriers from trucking and warehousing to transportation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","by air.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","4. Consists of museums, botanical and zoological gardens; engineering and management services;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","and services, not elsewhere classified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","5. Includes Coast Guard.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","6. Beginning with 1993, includes estimates of foreign professional workers and undocumented",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Mexican migratory workers employed temporarily in the United States.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Note.  Estimates in this table are based on the 1987 Standard Industrial Classification (SIC).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
