"","Table 6#16D# Corporate Profits by Industry                      ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28"
"11","3","  Financial \1\","N587RC1",234.4,232.4,226.8,268.1,303.8,303.6,299.3,297.8,321,327.5,344.6,349.2,367.8,364.8,296,386.1,417.5,373.3,296.1,390.8,442.2,483.9,474.8,495.3,472.2
"12","4","  Nonfinancial","N463RC1",384.2,379.7,341.1,323.7,370.6,413.5,441.5,491.8,453.4,469.8,508.6,536.6,605.6,648.7,675.4,681,719.4,784.3,746.8,806.4,900.9,868.1,943.9,881.3,907
"13","5","Rest of the world","B394RC1",160.1,171,146.6,201.2,155,147.1,154.6,166.5,149.2,158.9,163.1,190.6,184.8,169.8,182.6,167.8,183,185.2,223.4,196.3,226.1,239.9,234.6,271.9,292.1
"14","6","  Receipts from the rest of the world","B933RC1",191.2,186.3,176.1,176.8,191.6,202.5,217.3,206.2,229.5,236.3,250.3,280.2,288,297.4,304.3,318.4,320.1,327.4,344,360.6,376.3,402,408.9,428.1,438.2
"15","7","  Less: Payments to the rest of the world","B934RC1",31.1,15.3,29.5,-24.4,36.6,55.4,62.8,39.7,80.3,77.4,87.2,89.5,103.3,127.6,121.7,150.5,137.1,142.2,120.5,164.2,150.2,162.1,174.2,156.2,146.1
"16","8","    Corporate profits with inventory valuation adjustment","A052RC1",750.5,756,689.1,681.3,707,740.5,774.5,842.7,833.6,847.8,912.9,983.6,1061.7,1097.2,1086.9,1172.1,1453.1,1487.4,1444.9,1559.1,1717.7,1752.6,1815.8,1820.2,1828.8
"17","9","Domestic industries","A390RC1",590.4,585,542.5,480.2,552,593.3,620,676.2,684.4,688.9,749.8,793,876.9,927.4,904.3,1004.3,1270,1302.2,1221.5,1362.8,1491.6,1512.7,1581.1,1548.3,1536.7
"18","10","  Financial","N392RC1",230.8,224,211.8,243.7,277.9,277.7,274.6,275.3,301.6,307.3,326.4,333.8,354.3,353.9,288.5,380.1,433.7,391.7,317.4,413.3,463.9,508.2,500.1,522.7,498.9
"19","11","    Federal Reserve banks","B397RC1",31.1,29.1,27.6,25.5,24.2,24.5,23.6,22.4,21.8,20.8,19.5,18.2,19,19.1,20.1,21.9,23.1,25.9,26.9,30.4,30.9,33.7,35.8,34.7,38.5
"20","12","    Other financial \2\","N398RC1",199.7,194.9,184.2,218.2,253.6,253.3,251,252.9,279.8,286.5,306.9,315.5,335.2,334.8,268.4,358.2,410.7,365.7,290.6,382.9,433,474.4,464.3,488,460.4
"21","13","  Nonfinancial","N399RC1",359.6,361,330.8,236.5,274.2,315.6,345.4,400.9,382.8,381.6,423.5,459.2,522.7,573.5,615.8,624.2,836.3,910.5,904.1,949.4,1027.7,1004.5,1081,1025.6,1037.7
"22","14","    Utilities","N419RC1",27.2,29.3,26.1,16.2,7.1,10.1,12.6,12.8,11.5,10.5,11,13.2,13.6,15.5,15.7,20,29.5,30.9,22.4,38.3,39.7,46.8,52.8,54.9,52.5
"23","15","    Manufacturing","N400RC1",87.8,79.8,49.1,-6.3,27.8,40,55,70,63.6,55.2,77,108.2,127.7,147.4,155,170.7,235.5,264,260.7,258.9,300.7,289.9,331.9,324.5,346.1
"24","16","      Durable goods","N406RC1",17.1,-5.1,-38.3,-75.5,-30.6,-13.9,-0.2,5.3,-6.8,-13.3,-11.6,8.1,17.8,29.5,35.7,42.3,60.6,86.2,75.4,72.9,102.2,78.7,115.9,135.2,141.1
"25","17","        Fabricated metal products","N408RC1",12.1,10.7,9.6,7.1,8.4,8.9,8.6,9.8,7.1,8.8,6.9,9.1,9.8,11.7,12.3,15.4,17.4,21.2,22.8,21.2,25.7,24.1,24.8,30.1,30.9
"26","18","        Machinery","N409RC1",12.1,4.2,-6.7,1.1,2,1.3,1.9,1.5,-0.3,1.6,1.4,3.4,4.7,6.4,9,7.9,12.1,13.7,14.5,15,19.1,18.3,18.5,21.1,24.6
"27","19","        Computer and electronic products","N501RC1",-18.7,-37.2,-59.3,-78.6,-49.2,-39.7,-28.4,-23.9,-20.5,-19,-16.4,-6.5,-8.7,-5.7,-6.2,-6.3,-1.8,2.8,6.7,8,12.3,13.1,13.2,15.1,18.3
"28","20","        Electrical equipment, appliances, and components","N410RC1",4.3,2.1,1.1,0,0.3,-1.3,0,0.5,1.6,1.9,2.3,2.6,0.4,0.4,-1.5,1.5,3.2,7.2,6.7,5.6,8.4,6.8,10.3,14.6,16.6
"29","21","        Motor vehicles, bodies and trailers, and parts","N411RC1",-7.7,-9.9,-6.1,-13.2,-10.5,-1.1,-2.9,-5.5,-6,-13.5,-15.5,-14.1,-7.2,-13.4,-10.3,-13.8,-15.8,-10.8,-19.8,-25.3,-18.2,-25.4,-16.6,-11.3,-8.8
"30","22","        Other durable goods \3\","N412RC1",15,25,23.1,8.3,18.4,17.9,20.7,22.9,11.5,6.9,9.7,13.7,18.8,30.2,32.4,37.6,45.5,52.2,44.5,48.5,54.9,41.9,65.7,65.6,59.5
"31","23","      Nondurable goods","N401RC1",70.7,84.9,87.4,69.2,58.4,54,55.2,64.8,70.3,68.6,88.6,100.1,109.8,117.9,119.3,128.4,175,177.8,185.2,186,198.5,211.2,216,189.3,205
"32","24","        Food and beverage and tobacco products","N402RC1",22.3,30.4,28.8,30.3,27.9,25.7,25.5,20.6,20.6,23.6,23.1,27,24.7,20.8,22.5,21.7,29.4,26.7,29.3,28.6,29.6,29.5,34.4,33.9,32
"33","25","        Petroleum and coal products","N404RC1",34.4,33.3,32.3,18.6,4.8,0.8,-0.2,0.9,18.2,15,26.9,33.3,42.1,52.2,43.7,59,65.1,66.4,74.2,76,74.5,92.4,101.1,69.4,76.9
"34","26","        Chemical products","N403RC1",5.6,14,16.2,14.6,16.4,16.4,18.2,22.8,17.2,17.5,22.1,21,22.1,22.2,27.8,23.1,47.1,46.4,43.3,44.4,54.1,53.6,46.6,41.9,54.7
"35","27","        Other nondurable goods \4\","N405RC1",8.3,7.2,10.1,5.7,9.4,11,11.7,20.5,14.3,12.4,16.5,18.8,20.9,22.7,25.3,24.7,33.3,38.3,38.4,37,40.1,35.7,33.9,44.2,41.4
"36","28","    Wholesale trade","N414RC1",46.7,47.8,53.8,60.2,48.5,52.6,45.3,50.7,47.3,47.2,61,65.4,64.5,64.8,81.2,69.3,88.2,102.1,94.1,105.9,107.2,98.3,125.1,93.7,103.3
"37","29","    Retail trade","N415RC1",66.7,66.3,72.3,78.6,75.7,79.7,80.2,82.1,80.9,89.7,89.5,87.3,96.6,91.5,82.5,86.7,102.6,107.3,115.9,129.1,123,121.2,131.3,145,138.7
"38","30","    Transportation and warehousing","N417RC1",2.9,4.1,3.3,-5.2,-1.3,-3.8,-2,3.4,3.5,8.6,8,9,13.5,18.2,10.1,5.6,19.9,22,23.1,19,27.3,38.6,39.6,33.3,31.5
"39","31","    Information","N502RC1",-21.5,-21.1,-25.4,-34.4,-17.5,-11.4,-7.8,2.7,-5.1,1.8,11.3,4.8,10.8,39,55.4,45.8,68.6,79.9,77.8,83.6,89.8,85.9,83.3,91.9,106.6
"40","32","    Other nonfinancial \5\","N420RC1",149.8,154.9,151.5,127.4,133.8,148.4,162.1,179.2,181,168.7,165.7,171.2,196,197.2,216,226,291.9,304.3,310.1,314.6,340.1,323.9,317.1,282.2,258.9
"41","33","Rest of the world","B394RC1",160.1,171,146.6,201.2,155,147.1,154.6,166.5,149.2,158.9,163.1,190.6,184.8,169.8,182.6,167.8,183,185.2,223.4,196.3,226.1,239.9,234.6,271.9,292.1
"42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","1. Consists of finance and insurance and bank and other holding companies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2. Consists of credit intermediation and related activities; securities, commodity contracts,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","and other financial investments and related activities; insurance carriers and related",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","activities; funds, trusts, and other financial vehicles; and bank and other holding companies.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","3. Consists of wood products; nonmetallic mineral products; primary metals; other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","transportation equipment; furniture and related products; and miscellaneous manufacturing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","4. Consists of textile mills and textile product mills; apparel; leather and allied products;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","paper products; printing and related support activities; and plastics and rubber products.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","5. Consists of agriculture, forestry, fishing, and hunting; mining; construction; real",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","estate and rental and leasing; professional, scientific, and  technical services;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","administrative and waste management services; educational services; health care and social",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","assistance; arts, entertainment, and recreation; accommodation and food services; and other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","services, except government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Note. Estimates in this table are based on the 1997 North American Industry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Classification System (NAICS).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
