"","Table 6#17B# Corporate Profits Before Tax by Industry           ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25"
"23","16","      Stone, clay, and glass products","B3016C0",555,525,862,894,714,848,900,1281,1220,1082,1038,1333,1079,992,993,1131,1208,1209,1081,912,1100,1200
"24","17","      Primary metal industries","J3017C0",1859,1409,2550,3171,1961,2594,1794,3151,3150,2966,1931,2438,2090,1618,1544,2030,2633,3250,3689,2858,2209,1942
"25","18","      Fabricated metal products","J3018C0",1061,720,1265,1449,1113,1154,1027,1256,1299,1273,1012,1158,917,1044,1245,1371,1540,2130,2596,2590,2660,2442
"26","19","      Machinery, except electrical","B3019C0",1727,1319,1947,2591,2432,2234,1875,2087,2588,2321,1541,2276,1918,1930,2428,2633,3381,4154,4899,4587,4817,4511
"27","20","      Electric and electronic equipment","B3020C0",903,707,1462,1468,1603,1643,1379,1484,1727,1963,1798,2235,1914,1890,2056,2184,2295,3301,3985,3862,4000,3823
"28","21","      Motor vehicles and equipment","B3021C0",1751,2094,3365,2623,2600,2934,2376,4449,2695,2847,1150,3173,3227,2725,4218,5120,4963,6435,5587,4335,6057,5459
"29","22","      Other transportation equipment","J3022C0",273,214,410,445,623,825,799,850,1065,1115,884,615,454,545,881,959,1115,1526,1683,1852,2160,1388
"30","23","      Instruments and related products","B3023C0",211,178,310,420,417,447,477,511,557,542,522,699,657,663,788,840,922,1215,1532,1516,1732,1829
"31","24","      Miscellaneous manufacturing industries","J3024C0",360,256,437,405,321,306,302,376,380,355,316,390,312,337,397,391,419,494,514,524,563,544
"32","25","    Nondurable goods","E564RC0",10058,7537,11051,11508,9514,10376,9929,12263,12791,11767,10663,13471,12937,12629,12960,13906,15392,17688,19795,19007,21060,20417
"33","26","      Food and kindred products","B3026C0",1618,1568,1886,1672,1630,1776,1739,2007,1953,1901,2119,2400,2364,2426,2427,2757,2839,3081,3492,3264,3509,3528
"34","27","      Tobacco manufactures","B3027C0",244,263,292,304,298,358,344,406,427,453,522,567,591,646,640,668,647,652,690,739,797,843
"35","28","      Textile mill products","B3028C0",1508,666,1220,978,524,534,343,603,608,503,434,764,672,591,707,736,908,1141,1109,946,1189,1060
"36","29","      Apparel and other textile products","B3029C0",309,184,315,185,202,186,188,245,244,206,226,308,304,355,425,431,533,636,765,788,913,819
"37","30","      Paper and allied products","B3030C0",808,568,1016,1366,979,981,956,1172,1381,1085,938,1176,1059,1009,1020,1031,1127,1307,1561,1341,1530,1651
"38","31","      Printing and publishing","B3031C0",634,578,628,668,679,699,686,884,937,952,851,1075,1071,1042,1137,1251,1576,1829,2121,1975,2154,2306
"39","32","      Chemicals and allied products","B3032C0",1641,1582,2663,2879,2311,2426,2424,3138,3202,3205,2814,3794,3551,3560,3599,4017,4469,5122,5473,4854,5674,5323
"40","33","      Petroleum and coal products","B3033C0",2909,1866,2411,2804,2356,2880,2783,3161,3405,2891,2199,2671,2728,2357,2309,2297,2496,3021,3522,4029,3935,3660
"41","34","      Rubber and miscellaneous plastics products","B3034C0",247,165,455,535,404,416,338,485,485,425,435,548,458,507,536,539,600,664,802,786,1040,983
"42","35","      Leather and leather products","B3035C0",139,96,166,118,131,119,127,161,149,147,126,168,139,138,159,179,197,234,260,285,318,244
"43","36","  Transportation and public utilities","E567RC0",3282,2941,4357,4887,5167,5312,4999,6169,6460,6254,6234,7436,7801,8186,8725,9747,10430,11487,12687,11419,11441,11374
"44","37","    Transportation","C512RC0",1666,1134,2015,1982,1856,1663,988,1529,1492,1180,881,1160,884,956,1039,1397,1602,2138,2282,1354,990,610
"45","38","      Railroad transportation","B3038C0",1155,647,1283,1150,1166,1001,383,762,748,616,347,449,317,362,289,480,423,532,654,37,60,62
"46","39","      Local and interurban passenger transit","B3039C0",80,46,56,82,79,65,44,60,57,57,65,106,93,91,92,94,110,148,124,109,115,85
"47","40","      Trucking and warehousing","B3040C0",179,167,260,206,195,212,192,244,194,212,194,292,203,292,362,337,383,548,533,414,586,514
"48","41","      Water transportation","B3041C0",135,138,148,234,136,117,65,139,188,95,64,78,83,96,93,139,180,159,207,160,185,75
"49","42","      Transportation by air","B3042C0",2,24,87,117,92,98,121,135,94,-12,14,13,-49,-111,-1,116,282,515,506,348,-126,-287
"50","43","      Pipelines, except natural gas","B3043C0",64,68,127,130,126,114,120,113,131,133,136,163,156,148,139,175,155,159,156,154,121,133
"51","44","      Transportation services","B3044C0",50,44,54,62,62,56,63,76,80,78,61,59,81,77,65,56,69,76,101,131,48,29
"52","45","    Communication","C513RC0",455,491,796,1084,1252,1469,1627,2056,2242,2373,2617,3089,3294,3487,3818,4156,4252,4663,5412,5253,5559,5950
"53","46","      Telephone and telegraph","B3046C0",409,439,690,892,1004,1181,1277,1584,1702,1837,2131,2543,2717,2979,3255,3554,3750,3965,4436,4558,4942,5221
"54","47","      Radio and television","B3047C0",47,52,105,192,248,287,350,471,540,536,486,546,577,508,564,602,502,698,976,694,617,729
"55","48","    Electric, gas, and sanitary services","C514RC0",1161,1316,1546,1821,2059,2180,2384,2584,2726,2701,2736,3187,3623,3743,3868,4194,4576,4686,4993,4812,4892,4814
"56","49","  Wholesale trade","C510RC0",2480,1594,2968,2822,2025,1859,1668,2432,2683,2500,2246,2838,2460,2561,2813,2879,3446,4083,4389,4250,5155,5647
"57","50","  Retail trade","C511RC0",3500,2527,3560,2861,2618,2400,2354,2971,2913,2778,2657,3310,2790,2974,3426,3654,4565,5116,5156,6048,7040,7262
"58","51","  Finance, insurance, and real estate","A3051C0",3392,3965,4059,4433,5090,5592,5941,6155,6385,6688,7242,8431,9212,9036,9347,9074,9584,10238,11762,12237,14216,14786
"59","52","    Banking","J3052C0",1593,1667,1796,2159,2343,2538,2528,2799,3330,3672,3605,4168,4829,4379,4422,4748,5105,5569,6225,6521,7901,9675
"60","53","      Federal Reserve banks","B3053C0",228,235,190,294,346,394,322,296,468,625,595,734,942,773,863,954,1135,1342,1685,1953,2502,3075
"61","54","      Commercial and mutual banks","J3054C0",1365,1432,1606,1865,1997,2144,2206,2503,2862,3047,3010,3434,3887,3606,3559,3794,3970,4227,4540,4568,5399,6600
"62","55","    Credit agencies other than banks","J3055C0",383,472,633,701,925,913,1008,1146,1270,1355,1453,1563,1671,1890,1971,1898,1881,1956,1744,1745,1945,1874
"63","56","    Security and commodity brokers","B3056C0",6,18,24,9,20,30,63,36,27,34,46,92,88,150,56,94,121,188,252,424,665,103
"64","57","    Insurance carriers","B3057C0",702,1102,777,742,995,1242,1401,1244,856,707,1168,1547,1570,1660,1666,1279,1215,1315,2211,2289,2250,2036
"65","58","    Insurance agents, brokers, and service","B3058C0",69,59,63,66,74,75,78,73,99,99,107,136,144,121,149,171,214,213,269,246,319,294
"66","59","    Real estate","B3059C0",644,663,749,706,675,745,826,821,706,687,791,823,780,708,751,778,830,934,1023,1042,1329,1149
"67","60","    Holding and other investment offices","B3060C0",-5,-17,17,50,59,49,36,35,97,134,72,102,130,128,332,106,218,63,38,-30,-192,-346
"68","61","  Services","A3061C0",711,682,620,586,601,613,607,758,772,869,805,1059,932,1153,1051,1383,1537,2046,2459,2845,3219,2703
"69","62","    Hotels and other lodging places","B3062C0",124,107,102,103,106,87,84,74,85,79,43,52,16,-4,-15,-19,-21,46,100,195,246,242
"70","63","    Personal services","B3063C0",73,73,67,73,72,75,76,85,105,115,119,131,133,124,120,159,207,247,259,280,321,286
"71","64","    Business services","B3064C0",139,140,166,196,193,207,202,248,301,369,356,405,420,428,426,503,544,668,838,861,772,675
"72","65","    Auto repair, services, and parking","B3065C0",23,17,25,29,32,32,23,32,33,17,37,69,57,66,81,81,98,114,120,114,161,178
"73","66","    Miscellaneous repair services","J3066C0",13,10,8,11,7,3,-11,2,13,9,-8,-1,15,22,26,22,46,52,60,48,54,73
"74","67","    Motion pictures","B3067C0",198,224,154,34,29,57,97,156,22,40,37,110,22,240,119,258,297,487,479,521,839,354
"75","68","    Amusement and recreation services","B3068C0",65,45,25,40,54,45,35,35,44,57,57,97,74,77,67,72,98,91,152,154,185,219
"76","69","    Other services","A3069C0",76,66,73,100,107,107,100,125,168,182,165,195,195,200,227,307,267,341,451,671,641,675
"77","70","      Health services","B3070C0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,80,81,81,175,214,213
"78","71","      Legal services","B3071C0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,28,18,35,25,26,7
"79","72","      Educational services","B3072C0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,13,1,5,19,31
"80","73","      Other \1\","B3073C0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,156,229,333,466,381,426
"81","74","Rest of the world \2\","B394RC0",1261,1125,1269,1744,1888,1798,1962,2354,2821,3092,2523,2718,3137,3316,3772,4081,4469,4706,4528,4775,5636,6595
"82","75","  Receipts from the rest of the world","B3075C0",1652,1554,1767,2249,2345,2288,2442,2890,3356,3630,3078,3382,3790,4045,4494,4885,5379,5782,5656,5990,6996,8047
"83","76","  Less: Payments to the rest of the world","B3076C0",391,429,498,505,457,490,480,536,535,538,555,664,653,729,722,804,910,1076,1128,1215,1360,1452
"84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","1. Consists of social services, membership organizations, and miscellaneous professional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2. Consists of receipts by all U.S. residents, including both corporations and persons, of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","dividends from foreign corporations, and, for U.S. corporations, their share of reinvested earnings of",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","their incorporated foreign affiliates, and earnings of unincorporated foreign affiliates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","(line 75), net of corresponding payments (line 76).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Note.  Estimates in this table are based on the 1972 Standard Industrial Classification (SIC).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
