"","Table 6#1D# National Income Without Capital Consumption Adjustme","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20"
"17","9","      Durable goods","N5009C1",690.7,647.2,592.1,541.3,592.4,619.2,626,622.3,628.2,627.8,634.8,666,656.8,679.5,710.4,737.8,NA
"18","10","      Nondurable goods","N5010C1",478.7,486,482.7,457.5,459.6,458.7,459,462,463.7,463.1,476.4,492.2,489.2,497.7,492.4,520.5,NA
"19","11","    Wholesale trade","N5011C1",565.4,556.5,553.6,555.4,550.2,559.9,551.5,555.1,557.4,563.4,576.9,580.9,583,597.4,614.5,619.3,NA
"20","12","    Retail trade","N5012C1",686.7,687,685,697.2,700.5,709.9,712.1,710.4,712.3,725.9,730.2,735,740.2,743.4,731.5,756.5,NA
"21","13","    Transportation and warehousing","N5013C1",260,261.9,238.6,247.1,246,246.2,248.8,253,255.4,253.2,263.6,267.3,269.2,277.4,273.9,274.8,NA
"22","14","    Information","N5014C1",311.3,319.6,301.4,290.2,303.3,305,304.6,313.7,302.3,307,320.7,313,311.9,340.1,346.4,334,NA
"23","15","    Finance, insurance, real estate, rental, and leasing","N5015C1",1665.2,1638.9,1607.9,1662.6,1688.7,1688.2,1658.1,1654,1691,1716.5,1765.5,1790.2,1846.8,1874.2,1837.1,1913.2,NA
"24","16","    Professional and business services \1\","N5016C1",1137,1171.4,1189.1,1187.7,1198.3,1207.9,1210.3,1204.6,1210.7,1218.1,1227.7,1248.9,1271.2,1281.7,1311.6,1335,NA
"25","17","    Educational services, health care, and social assistance","N5017C1",703.3,714,724.5,735,752.4,769.6,783.4,794.1,806.4,819.1,830.5,843.4,853.2,869.2,873.1,895.3,NA
"26","18","    Arts, entertainment, recreation, accommodation, and food services","N5018C1",314.1,318.5,318.3,316.6,322.8,328.5,330.8,332.7,335.1,335.9,340.7,346.2,350.3,356.2,356.4,363.8,NA
"27","19","    Other services, except government","N5019C1",225.8,226.4,226.9,225.6,231.1,233.7,237.2,239.5,241.4,243.5,245.6,249.2,251,254.7,257.6,259.4,NA
"28","20","  Government","B436RC1",1031.2,1043.4,1060.1,1076.6,1100.5,1114.3,1130.9,1147,1168.4,1177.9,1188.3,1196.7,1215.2,1220.6,1229.6,1236.2,NA
"29","21","Rest of the world","A192RC1",38.7,44.5,16.7,74.6,23.5,15.9,25.1,43.7,36.8,45,51.6,87.2,73.5,36.1,38.2,27.9,NA
"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","1. Consists of professional, scientific, and technical services; management of companies and",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","enterprises; and administrative and waste management services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Note. Estimates in this table are based on the 1997 North American Industry Classification",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","System (NAICS).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
