"","Table 1#5#4# Price Indexes for Gross Domestic Product, Expanded ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"33","26","Gross private domestic investment","B006RG3",16.001,15.314,13.992,11.682,10.609,10.561,10.389,10.494,11.292,10.928,10.843,11.11,11.925,13.201,13.727,14.143,14.518,15.896,18.906,20.472,20.728,21.152,23.062,23.482,23.518,23.683,24.028,25.438,26.295,26.34,26.574,26.704,26.63,26.645,26.56,26.71,27.136,27.692,28.424,29.485,30.883
"34","27","  Fixed investment","B007RG3",11.298,10.836,10.022,8.854,8.709,9.145,9.188,9.279,10.084,10.221,10.166,10.423,11.193,12.272,12.808,13.239,13.658,15.061,17.688,19.198,19.572,20.006,21.733,22.264,22.449,22.619,22.989,24.341,25.187,25.249,25.488,25.624,25.543,25.559,25.485,25.64,26.077,26.626,27.372,28.472,29.877
"35","28","    Nonresidential","B008RG3",15.049,14.344,13.354,12.089,11.882,12.297,12.424,12.404,13.443,13.548,13.404,13.712,14.614,16.154,16.675,17.011,17.446,19.298,22.449,24.383,24.948,25.459,27.902,28.534,28.79,29.066,29.462,31.782,33.406,33.57,34.011,34.165,33.97,33.975,33.971,34.142,34.532,35.047,35.939,37.203,38.74
"36","29","      Structures","B009RG3",4.65,4.402,4.027,3.495,3.531,3.543,3.708,3.702,4.206,4.126,4.081,4.147,4.438,4.951,5.381,5.5,5.744,6.433,7.798,8.675,8.645,8.753,9.761,10.021,10.217,10.093,10.295,11.176,11.655,11.468,11.53,11.516,11.446,11.537,11.636,11.801,12.143,12.58,12.973,13.621,14.518
"37","30","      Equipment and software","B010RG3",24.602,23.616,22.385,21.113,20.284,21.428,21.239,21.206,22.419,22.959,22.717,23.325,24.809,27.285,27.428,27.955,28.427,31.118,35.253,37.794,39.253,40.238,43.656,44.539,44.647,45.718,46.151,49.581,52.392,53.415,54.395,54.845,54.544,54.274,53.975,53.952,54.001,54.144,55.344,56.831,58.411
"38","31","        Information processing equipment and software","A679RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226.784,258.3,263.94,265.822,271.551,287.784,282.676,281.699,284.465,287.758,295.928,310.264,313.855,316.669,314.938,310.607,303.255,292.471,288.036,280.499,266.51,262.812,260.931,263.102
"39","32","          Computers and peripheral equipment","B935RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496986.194,390212.067,288275.275,204487.975,134306.512,112349.361,92834.959,65070.732,52869.906,45116.45,40849.551
"40","33","          Software \4\","B985RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157.855,149.653,146.999,141.353,135.995,137.107,133.618,129.357,127.722,127.897,129.05
"41","34","          Other","A937RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.822,47.634,48.675,49.022,50.078,53.072,52.13,51.949,52.46,53.067,54.574,57.217,57.879,58.437,58.51,58.544,58.35,58.684,59.083,59.141,59.831,61.645,63.258,65.375
"42","35","        Industrial equipment","A680RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.231,10.002,10.838,11.359,11.825,13.336,13.42,13.801,14.056,14.57,16.092,17.296,17.705,18.107,18.469,18.316,18.315,18.373,18.537,18.814,19.312,20.152,20.998,21.708
"43","36","        Transportation equipment","A681RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.974,17.362,18.602,19.463,19.809,21.066,22.325,21.487,22.435,21.995,24.146,25.231,25.596,26.132,26.091,26.034,25.754,25.634,25.409,25.341,25.315,25.726,26.438,27.241
"44","37","        Other equipment","A862RG3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.887,12.612,13.63,14.082,14.396,15.565,15.686,16.008,16.247,16.408,16.978,17.83,18.252,18.535,18.796,18.803,19.001,19.134,19.307,19.484,19.928,20.6,21.368,22.127
"45","38","    Residential","B011RG3",5.275,5.161,4.672,3.808,3.756,4.169,4.109,4.31,4.728,4.877,4.91,5.057,5.524,5.935,6.424,7.048,7.524,8.169,9.784,10.606,10.747,11.012,11.801,12.125,12.212,12.261,12.516,12.835,12.868,12.836,12.875,12.962,12.983,13.003,12.901,13.003,13.372,13.857,14.339,15.1,16.144
"46","39","  Change in private inventories","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","40","    Farm","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","41","    Nonfarm","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","42","Net exports of goods and services","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","43","  Exports","B020RG3",15.659,14.177,11.155,9.675,9.674,11.218,11.503,11.891,12.681,12.095,11.932,12.942,14.13,17.073,18.676,21.035,20.862,20.164,23.413,24.661,23.19,22.583,25.515,25.67,25.598,25.25,25.466,26.318,27.316,27.039,27.094,27.474,27.892,27.961,27.898,28.128,29.023,29.9,31.045,31.723,32.796
"51","44","    Goods","B253RG3",18.921,16.926,12.992,11.201,11.719,13.709,14.045,14.383,15.243,14.103,13.793,14.791,15.852,19.3,21.278,24.367,24.272,23.035,27.408,29.174,27.028,26.131,29.957,29.825,29.523,29.103,29.378,30.492,31.484,31.14,31.442,31.654,32.256,32.004,31.901,32.117,33.235,34.37,35.81,36.365,37.494
"52","45","    Services","B646RG3",7.857,7.859,7.318,6.568,4.981,5.432,5.605,6.152,6.811,7.738,8.01,9.23,11.067,13.008,13.912,14.984,14.636,15.221,15.468,15.3,15.637,15.792,16.622,17.571,18.095,17.9,17.982,18.218,19.361,19.23,18.779,19.437,19.503,20.176,20.189,20.446,20.91,21.297,21.888,22.76,23.708
"53","46","  Imports","B021RG3",11.318,9.651,7.799,6.252,5.992,6.807,6.92,7.404,8.263,7.636,8.014,8.549,9.029,10.342,11.132,11.693,12.021,13.403,16.058,17.451,16.633,17.667,21.353,20.58,19.696,19.965,19.858,20.208,20.438,19.589,19.766,19.955,19.955,19.72,20.102,20.526,20.812,21.297,21.379,21.704,22.27
"54","47","    Goods","B255RG3",11.555,9.534,7.456,5.843,5.848,6.676,6.785,7.283,8.138,7.294,7.427,7.928,8.502,9.849,10.68,11.406,11.684,13.163,16.164,17.849,16.897,18.278,22.947,21.815,20.88,21.329,21.271,21.688,21.882,20.739,20.89,21.112,20.911,20.411,20.599,21.155,21.259,21.739,21.77,22.062,22.684
"55","48","    Services","B656RG3",9.883,9.462,8.402,7.121,6.026,6.724,6.843,7.217,8.013,8.271,9.591,10.205,10.203,11.405,12.16,12.517,12.921,14.113,15.766,16.324,15.872,15.903,16.842,16.878,16.151,16.106,15.934,16.15,16.416,16.075,16.276,16.394,16.71,16.928,17.624,17.773,18.393,18.855,19.038,19.409,19.805
"56","49","Government consumption expenditures and gross investment","B822RG3",6.389,6.192,5.88,5.352,5.511,5.929,5.979,6.159,6.29,6.303,6.201,6.129,6.507,6.539,6.645,6.559,6.633,8.213,8.875,9.218,9.482,9.488,10.118,10.321,10.429,10.65,11.093,11.716,12.234,12.602,12.653,12.809,13.065,13.398,13.69,14.07,14.444,15.044,15.671,16.52,17.517
"57","50","  Federal","B823RG3",6.924,6.617,6.566,6.253,6.321,6.755,6.834,7.463,7.584,7.713,7.568,7.27,7.651,7.506,7.577,7.444,7.512,9.584,10.168,10.074,10.503,10.442,10.898,11.005,11.08,11.337,11.947,12.562,13.125,13.663,13.564,13.677,13.908,14.202,14.506,14.995,15.379,15.914,16.386,17.287,18.226
"58","51","    National defense","B824RG3",7.046,6.803,6.716,6.577,6.428,6.773,6.974,7.133,7.37,7.4,7.345,6.984,7.457,7.297,7.371,7.251,7.298,9.36,10.037,9.986,10.322,10.313,10.737,10.779,10.825,11.114,11.732,12.397,12.957,13.45,13.34,13.44,13.633,13.897,14.209,14.62,15.024,15.535,15.994,16.834,17.757
"59","52","      Consumption expenditures","B997RG3",5.885,5.696,5.663,5.585,5.449,5.698,5.867,6.009,6.093,6.127,6.087,5.637,5.888,5.713,5.778,5.903,6.187,8.159,8.706,8.614,8.918,8.877,9.151,9.152,9.279,9.579,10.187,10.681,11.138,11.631,11.462,11.577,11.753,12.004,12.323,12.771,13.193,13.696,14.133,14.942,15.764
"60","53","      Gross investment","B788RG3",15.934,14.682,13.316,12.028,11.999,13.373,13.775,13.973,15.392,15.377,15.216,15.544,17.143,16.92,17.044,15.872,14.68,16.4,19.05,20.208,20.686,21.174,23.092,23.463,22.922,23.167,23.858,25.938,27.354,27.72,28.154,28.143,28.471,28.844,29.084,29.067,29.15,29.545,30.056,30.842,32.506
"61","54","    Nondefense","B825RG3",6.975,6.591,6.576,6.089,6.321,6.802,6.834,7.635,7.719,7.883,7.707,7.428,7.654,7.875,7.666,7.185,8.018,9.788,10.052,9.815,10.475,10.262,10.807,11.375,11.671,11.679,12.181,12.421,12.942,13.739,13.775,13.946,14.359,14.783,15.037,15.798,16.104,16.708,17.215,18.327,19.284
"62","55","      Consumption expenditures","B542RG3",5.533,5.209,5.339,5.144,5.214,5.53,5.493,6.353,6.398,6.58,6.415,6.098,6.171,6.234,6.216,5.564,6.667,8.538,8.718,8.36,9.015,8.832,9.239,9.719,10.018,10.077,10.582,10.738,11.147,12.002,11.981,12.133,12.57,12.958,13.164,13.858,14.301,14.9,15.294,16.339,17.217
"63","56","      Gross investment","B798RG3",19.607,18.801,17.288,14.661,15.888,17.576,17.948,18.708,19.154,19.096,18.881,19.303,20.744,22.016,20.288,22.063,20.279,20.417,20.922,22.192,22.601,22.028,23.665,24.961,25.175,24.496,24.383,25.71,27.285,27.214,27.962,28.277,28.407,29.092,29.733,31.03,30.372,31.09,32.455,34.034,35.549
"64","57","  State and local","B829RG3",4.809,4.675,4.395,3.956,4.096,4.42,4.451,4.432,4.541,4.505,4.441,4.48,4.781,5.284,5.675,5.895,6.09,6.654,7.466,8.346,8.418,8.494,9.365,9.768,9.958,10.123,10.32,10.981,11.456,11.608,11.851,12.066,12.357,12.743,13.028,13.293,13.662,14.334,15.137,15.945,17.013
"65","58","    Consumption expenditures","B991RG3",4.13,4.087,3.94,3.699,3.718,3.924,4.005,3.851,3.952,3.917,3.885,3.94,4.143,4.507,4.844,5.061,5.248,5.735,6.376,7.131,7.256,7.445,8.07,8.476,8.735,9.056,9.292,9.751,10.2,10.485,10.812,11.158,11.528,11.952,12.258,12.554,12.915,13.602,14.505,15.321,16.346
"66","59","    Gross investment","B799RG3",7.401,6.961,6.238,5.071,5.792,6.742,6.487,7.015,7.167,7.122,6.949,6.938,7.679,8.965,9.578,9.391,9.331,10.207,11.947,13.336,13.122,12.691,14.579,14.967,14.878,14.478,14.555,15.953,16.546,16.27,16.259,16.046,16.084,16.375,16.611,16.795,17.222,17.905,18.462,19.31,20.612
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","4. Excludes software ""embedded,"" or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
