"","Table 2#3#4U# Price Indexes for Personal Consumption Expenditure","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","F71","F72","F73","F74","F75","F76","F77","F78","F79","F80","F81","F82","F83","F84","F85","F86","F87","F88","F89","F90","F91","F92","F93","F94","F95","F96","F97","F98","F99","F100","F101","F102","F103","F104","F105","F106","F107","F108","F109","F110","F111","F112","F113","F114","F115","F116","F117","F118","F119","F120","F121","F122","F123","F124","F125","F126","F127","F128","F129","F130","F131","F132","F133","F134","F135","F136","F137","F138","F139","F140","F141","F142","F143","F144","F145","F146","F147","F148","F149","F150","F151","F152","F153","F154","F155","F156","F157","F158","F159","F160","F161","F162","F163","F164","F165","F166","F167","F168","F169","F170","F171","F172","F173","F174","F175","F176","F177","F178","F179","F180","F181","F182","F183","F184","F185","F186","F187","F188","F189","F190","F191","F192","F193","F194","F195","F196","F197","F198","F199","F200","F201","F202","F203","F204","F205","F206","F207","F208","F209","F210","F211","F212","F213","F214","F215","F216","F217","F218","F219"
"42","31","  Food and beverages purchased for off-premises consumption","DFXARG3",17.622,17.556,17.522,17.473,17.434,17.492,17.523,17.458,17.538,17.543,17.467,17.461,17.434,17.414,17.504,17.682,17.683,17.653,17.651,17.657,17.667,17.766,17.833,17.903,17.879,17.895,17.869,17.828,17.746,17.678,17.723,17.697,17.657,17.659,17.626,17.656,17.737,17.831,17.875,17.884,17.85,17.831,17.772,17.83,18.042,17.985,18.002,17.886,18.042,18.071,17.993,17.909,17.905,18.076,18.144,18.15,18.082,18.06,18.154,18.193,18.324,18.328,18.329,18.342,18.303,18.39,18.446,18.437,18.544,18.558,18.574,18.584,18.547,18.496,18.562,18.626,18.721,19.046,19.052,18.918,18.85,18.872,18.907,19.028,19.138,19.411,19.569,19.658,19.545,19.548,19.48,19.753,19.806,19.804,19.737,19.692,19.586,19.554,19.498,19.398,19.427,19.568,19.65,19.732,19.71,19.744,19.778,19.797,19.9,19.979,20.01,20.075,20.141,20.134,20.193,20.27,20.345,20.486,20.52,20.524,20.595,20.561,20.624,20.748,20.874,21.121,21.245,21.311,21.448,21.442,21.643,21.834,21.983,22.089,22.117,22.19,22.28,22.275,22.32,22.375,22.478,22.532,22.466,22.478,22.302,22.342,22.469,22.664,22.757,22.907,22.936,22.98,22.973,23.009,23.074,23.269,23.428,23.723,23.684,23.674,23.679,23.712,23.846,23.949,24.118,24.196,24.3,24.424,24.78,25.137,25.761,26.136,26.396,26.637,26.669,28.03,28.038,28.153,28.52,28.768,29.192,29.919,30.389,30.398,30.595,30.612,30.602,31.15,31.799,32.102,32.477,32.909,33.063,33.002,32.818,32.656,32.682,32.961,33.435,33.646,33.619,33.913,34.098,34.229,34.205,33.806,33.606,33.514,33.643,33.74,33.865,34.035,34.151,34.283,34.304,34.408
"43","32","  Clothing, footwear, and related services","DCAFRG3",48.551,48.555,48.606,48.679,48.736,48.851,48.947,49.21,49.283,49.307,49.306,49.343,49.302,49.5,49.54,49.721,49.696,49.694,49.746,49.896,49.968,49.969,49.921,50.035,49.962,50.05,50.043,49.897,49.984,49.946,50.104,50.156,50.194,50.14,50.147,50.147,49.871,49.945,50.222,50.183,50.178,50.267,50.325,50.17,50.733,50.683,50.477,50.333,50.515,50.592,50.616,50.675,50.635,50.719,50.811,50.85,50.814,50.937,51.068,51.111,51.19,51.195,51.219,51.286,51.331,51.337,51.374,51.301,51.243,51.149,51.305,51.429,51.53,51.52,51.454,51.525,51.596,51.768,51.84,52.068,51.92,51.985,52.112,52.231,52.398,52.538,52.669,52.834,52.98,53.16,53.448,53.437,53.738,53.907,54.106,54.391,54.493,54.684,54.904,55.048,55.23,55.436,55.695,55.833,55.979,56.139,56.319,56.536,56.797,57.163,57.453,57.847,58.163,58.49,58.762,59.096,59.412,59.624,59.815,60.099,60.419,60.601,60.816,61.054,61.318,61.585,61.982,61.937,62.303,62.458,62.761,62.947,63.073,63.316,63.311,63.479,63.629,63.876,64.029,64.165,64.496,64.728,65.03,65.298,65.452,65.648,65.749,65.941,66.324,66.478,66.659,66.38,66.646,66.705,66.758,66.874,67.077,67.161,67.202,67.272,67.358,67.336,67.411,67.113,67.653,67.923,68.076,68.344,68.418,68.559,69.05,69.422,69.634,69.923,69.869,70.074,70.265,70.486,70.723,70.977,71.307,72.065,72.801,73.448,74.272,74.925,75.56,76.989,77.127,77.434,77.881,77.922,77.912,78.149,78.289,78.36,78.45,78.398,78.864,79.178,78.979,79.187,79.415,79.572,79.942,80.164,80.252,80.478,80.899,81.177,81.623,82.072,82.361,82.477,82.787,83.157
"44","33","  Housing, utilities, and fuels","DHUFRG3",13.144,13.159,13.179,13.222,13.224,13.262,13.274,13.279,13.29,13.332,13.347,13.397,13.406,13.415,13.392,13.414,13.456,13.46,13.501,13.501,13.521,13.531,13.575,13.573,13.59,13.619,13.622,13.666,13.668,13.695,13.715,13.709,13.707,13.714,13.715,13.715,13.759,13.768,13.782,13.752,13.799,13.803,13.822,13.855,13.861,13.854,13.872,13.88,13.918,13.915,13.921,13.944,13.974,13.973,13.975,13.976,13.978,14.023,14.032,14.019,14.012,14.038,14.04,14.04,14.061,14.065,14.067,14.101,14.105,14.111,14.111,14.136,14.133,14.159,14.161,14.16,14.192,14.19,14.199,14.211,14.215,14.253,14.28,14.294,14.323,14.34,14.345,14.386,14.39,14.394,14.401,14.401,14.444,14.489,14.491,14.514,14.555,14.592,14.593,14.607,14.608,14.657,14.667,14.679,14.733,14.764,14.773,14.79,14.833,14.863,14.885,14.928,14.97,14.994,15.026,15.047,15.094,15.132,15.148,15.203,15.239,15.255,15.302,15.329,15.416,15.438,15.523,15.548,15.607,15.662,15.719,15.77,15.825,15.87,15.933,15.977,16.037,16.099,16.164,16.235,16.294,16.379,16.469,16.576,16.626,16.698,16.767,16.823,16.909,16.99,17.047,17.119,17.179,17.193,17.236,17.288,17.34,17.388,17.445,17.469,17.522,17.569,17.628,17.695,17.759,17.775,17.847,17.926,18.034,18.119,18.176,18.263,18.351,18.39,18.453,18.564,18.619,18.723,18.876,19.079,19.235,19.379,19.45,19.574,19.643,19.782,19.882,19.996,20.134,20.265,20.37,20.498,20.771,20.895,20.948,21.088,21.196,21.322,21.448,21.542,21.701,21.884,22.038,22.174,22.275,22.405,22.515,22.582,22.701,22.838,22.947,23.117,23.26,23.45,23.622,23.902
"45","34","  Furnishings, household equipment, and routine household maintenance","DFHHRG3",32.323,32.318,32.354,32.402,32.399,32.58,32.686,32.838,32.88,32.911,32.945,32.939,33.002,33.037,33.109,33.158,33.185,33.19,33.211,33.214,33.269,33.293,33.286,33.316,33.312,33.303,33.306,33.34,33.349,33.375,33.327,33.323,33.281,33.297,33.306,33.29,33.324,33.342,33.413,33.391,33.389,33.4,33.419,33.41,33.438,33.466,33.478,33.48,33.484,33.495,33.489,33.526,33.547,33.563,33.548,33.538,33.585,33.591,33.64,33.671,33.666,33.695,33.699,33.739,33.74,33.746,33.739,33.746,33.754,33.777,33.764,33.762,33.777,33.796,33.809,33.82,33.84,33.852,33.88,33.872,33.873,33.886,33.919,33.965,34.021,34.035,34.064,34.144,34.195,34.289,34.417,34.53,34.629,34.748,34.854,34.983,34.981,35.02,35.023,35.075,35.153,35.205,35.281,35.365,35.443,35.535,35.65,35.794,36.053,36.223,36.44,36.591,36.685,36.807,36.893,37.001,37.087,37.243,37.368,37.501,37.561,37.68,37.801,37.921,38.052,38.155,38.283,38.376,38.476,38.619,38.668,38.823,38.934,39.129,39.201,39.333,39.392,39.433,39.51,39.601,39.662,39.787,39.943,40.052,40.145,40.27,40.314,40.469,40.544,40.664,40.708,40.838,40.849,40.866,40.875,40.979,41.06,41.082,41.139,41.246,41.295,41.338,41.458,41.474,41.603,41.671,41.745,41.89,41.948,42.073,42.214,42.274,42.36,42.557,42.625,42.721,42.896,43.02,43.229,43.403,43.789,44.065,44.521,44.97,45.801,46.372,47.229,48.07,48.8,49.615,50.289,50.868,51.196,51.689,51.917,52.287,52.413,52.594,52.791,52.964,53.292,53.551,53.906,54.069,54.363,54.831,55.182,55.41,55.53,55.692,55.886,55.919,56.197,56.394,56.692,56.981
"46","35","  Health","DHLTRG3",7.28,7.291,7.303,7.33,7.36,7.379,7.391,7.418,7.459,7.505,7.547,7.57,7.539,7.6,7.649,7.698,7.77,7.815,7.845,7.881,7.913,7.928,7.949,7.941,7.927,7.919,7.901,7.89,7.89,7.885,7.887,7.884,7.898,7.901,7.913,7.925,7.939,7.961,7.959,7.996,7.996,8.02,8.021,8.035,8.05,8.061,8.092,8.092,8.098,8.117,8.117,8.124,8.139,8.163,8.175,8.206,8.217,8.223,8.234,8.261,8.294,8.308,8.326,8.352,8.363,8.371,8.392,8.417,8.429,8.458,8.485,8.498,8.52,8.522,8.529,8.562,8.583,8.602,8.607,8.621,8.644,8.659,8.674,8.698,8.716,8.763,8.771,8.817,8.842,8.902,8.931,8.972,9.026,9.076,9.114,9.139,9.183,9.225,9.254,9.285,9.31,9.358,9.393,9.453,9.487,9.528,9.577,9.615,9.66,9.692,9.76,9.785,9.806,9.867,9.887,9.939,9.986,10.04,10.082,10.121,10.171,10.231,10.305,10.371,10.421,10.465,10.51,10.559,10.628,10.691,10.749,10.801,10.875,10.922,10.995,11.068,11.138,11.208,11.253,11.293,11.339,11.381,11.413,11.482,11.499,11.528,11.556,11.614,11.661,11.706,11.743,11.787,11.816,11.849,11.894,11.94,11.968,12.007,12.03,12.056,12.069,12.107,12.176,12.214,12.239,12.268,12.304,12.326,12.354,12.412,12.457,12.513,12.552,12.597,12.625,12.726,12.776,12.855,12.908,12.963,13.053,13.149,13.277,13.35,13.504,13.648,13.77,13.948,14.088,14.221,14.345,14.483,14.592,14.712,14.795,14.909,14.988,15.14,15.256,15.351,15.509,15.628,15.787,15.926,16.023,16.117,16.234,16.331,16.441,16.57,16.655,16.777,16.884,16.966,17.117,17.176
"47","36","  Transportation","DTRNRG3",19.549,19.722,19.746,19.841,19.854,19.904,19.906,19.947,19.948,20.104,20.137,20.149,20.022,20.018,19.902,19.947,19.913,19.913,19.986,20.089,19.969,19.889,20.176,19.987,20.045,20.024,19.963,19.816,19.967,20.031,20.152,20.273,20.373,20.296,20.24,20.172,20.187,20.324,20.224,20.435,20.427,20.375,20.277,20.413,20.661,20.502,20.492,20.539,20.443,20.481,20.424,20.383,20.446,20.381,20.481,20.58,20.547,20.608,20.535,20.57,20.598,20.658,20.611,20.61,20.541,20.551,20.573,20.569,20.587,20.559,20.635,20.691,20.78,20.765,20.825,20.839,20.878,20.731,20.746,20.778,20.822,20.689,20.722,20.922,20.708,20.763,20.75,20.801,20.816,20.84,20.947,20.979,21.052,21.094,21.124,21.243,21.103,21.094,21.1,21.241,21.296,21.316,21.463,21.551,21.7,21.747,21.896,21.726,21.858,21.911,21.929,21.923,21.991,22.051,22.089,22.213,22.234,22.332,22.469,22.322,22.401,22.51,22.734,22.836,22.793,22.898,22.891,22.938,22.916,23.018,23.03,23.124,23.176,23.27,23.198,23.48,23.482,23.486,23.628,23.611,23.789,24.082,24.226,24.448,24.596,24.574,24.591,24.566,24.64,24.723,24.749,24.797,24.645,24.665,24.645,24.739,24.815,24.832,24.869,24.861,24.934,24.873,24.979,25.117,25.3,25.117,25.164,25.211,25.249,25.379,25.437,25.643,25.727,25.89,25.93,25.983,25.936,26.246,26.631,27.034,27.47,27.987,28.691,28.988,29.45,29.841,30.185,30.307,30.573,30.72,30.825,31.002,31.064,31.232,31.561,31.667,31.803,32.177,32.649,32.855,33.138,33.344,33.454,33.686,33.767,33.803,33.833,33.841,34.052,34.293,34.411,34.657,34.947,35.352,35.475,35.649
"48","37","  Communication","DCMCRG3",47.947,48.205,48.524,48.543,48.562,48.634,48.661,48.721,48.781,48.742,48.748,48.86,48.974,49.216,49.304,49.318,49.348,49.356,49.456,49.598,49.832,49.766,49.705,49.646,49.611,49.627,49.6,49.593,49.597,49.637,49.657,49.692,49.714,49.757,49.778,49.742,49.771,49.731,49.693,49.661,49.703,49.695,49.713,49.694,49.735,49.704,49.663,49.89,50.183,50.427,50.553,50.608,50.686,50.758,50.785,50.774,50.798,50.822,50.836,50.846,50.848,50.893,50.904,50.931,50.922,50.96,50.983,51.021,51.055,50.991,51.014,50.985,50.878,50.752,50.544,50.505,50.288,50.226,50.265,50.27,50.29,50.298,50.227,50.219,49.278,48.272,47.388,48.295,49.21,50.144,50.188,50.223,50.23,50.222,50.245,50.261,50.285,50.302,50.22,50.261,50.261,50.266,50.247,50.404,50.388,50.203,50.028,50.052,50.312,50.641,50.738,50.911,51.092,51.151,51.166,51.264,51.331,51.465,51.596,51.652,51.658,51.751,51.713,51.809,51.86,51.954,51.956,51.977,52.008,52.029,52.014,52.09,51.679,51.636,52.045,52.437,52.356,52.365,52.467,52.486,52.749,52.874,53.308,53.354,53.636,54.159,54.447,54.864,55.205,55.477,56.79,57.034,57.072,57.076,57.073,57.262,57.767,58.657,58.587,58.619,58.669,58.947,59.095,59.28,59.486,59.699,59.728,59.769,59.594,59.784,59.881,60.04,60.045,60.262,60.255,60.664,60.741,60.922,60.921,62.286,62.462,62.488,63.772,63.903,63.92,63.91,63.912,63.909,64.298,64.316,64.306,64.303,64.219,64.471,64.969,65.121,65.366,65.857,65.937,66.171,66.418,66.546,67.456,67.557,68.703,68.791,69.146,69.22,69.299,69.34,69.618,70.416,70.327,70.422,70.64,70.624
"49","38","  Recreation","DRRLRG3",44.223,44.29,44.425,44.491,44.543,44.649,44.772,44.907,45.01,45.121,45.205,45.228,45.288,45.404,45.482,45.525,45.547,45.615,45.665,45.759,45.823,45.837,45.853,45.919,46.008,46.092,46.085,46.128,46.172,46.181,46.217,46.279,46.321,46.394,46.399,46.434,46.499,46.552,46.59,46.629,46.647,46.681,46.702,46.74,46.759,46.808,46.859,46.871,46.878,46.91,46.994,47.102,47.274,47.403,47.537,47.611,47.722,47.983,48.08,48.012,48.086,48.167,48.214,48.221,48.221,48.263,48.328,48.368,48.419,48.424,48.444,48.45,48.498,48.546,48.549,48.553,48.627,48.728,48.698,48.682,48.709,48.653,48.579,48.613,48.706,48.785,48.901,48.961,49.059,49.116,49.128,49.191,49.272,49.377,49.528,49.605,49.768,49.753,49.83,49.895,49.947,50.024,50.203,50.324,50.453,50.701,50.891,51.09,51.296,51.487,51.587,51.763,51.938,52.105,52.301,52.485,52.674,52.819,52.96,53.1,53.262,53.356,53.546,53.759,53.967,54.059,54.176,54.318,54.42,54.505,54.645,54.735,54.855,54.938,55.142,55.148,55.27,55.426,55.656,55.817,55.974,56.241,56.692,56.818,57.09,57.248,57.465,57.754,57.92,58.129,58.279,58.339,58.495,58.49,58.515,58.651,58.841,58.946,58.937,59.051,59.016,59.068,59.162,59.293,59.373,59.485,59.568,59.671,59.709,59.872,60.04,60.285,60.435,60.517,60.611,60.76,60.968,61.232,61.487,61.668,62.013,62.375,62.734,63.229,63.896,64.477,65.255,65.57,66.2,66.651,67.132,67.558,68.104,68.479,68.675,69.323,69.353,69.469,69.694,69.88,70.165,70.419,70.743,71.214,71.647,71.539,71.297,71.775,72.237,72.253,72.692,72.425,72.861,73.3,73.475,73.467
"50","39","  Education","DEDURG3",4.732,4.68,4.628,4.581,4.536,4.485,4.499,4.506,4.519,4.532,4.543,4.573,4.584,4.603,4.615,4.634,4.644,4.654,4.677,4.674,4.704,4.718,4.729,4.74,4.731,4.73,4.725,4.714,4.721,4.733,4.748,4.762,4.788,4.787,4.784,4.785,4.795,4.797,4.817,4.834,4.866,4.869,4.862,4.85,4.869,4.885,4.884,4.896,4.905,4.914,4.92,4.931,4.934,4.945,4.966,4.969,4.981,4.998,5.021,5.03,5.024,5.025,5.038,5.042,5.054,5.065,5.077,5.089,5.09,5.105,5.114,5.126,5.142,5.16,5.181,5.205,5.225,5.24,5.267,5.274,5.31,5.321,5.334,5.344,5.364,5.372,5.406,5.434,5.465,5.492,5.506,5.526,5.543,5.571,5.584,5.594,5.619,5.622,5.646,5.669,5.697,5.721,5.721,5.728,5.747,5.762,5.794,5.817,5.843,5.863,5.88,5.902,5.919,5.945,5.977,6.017,6.043,6.079,6.101,6.131,6.153,6.18,6.217,6.248,6.286,6.317,6.36,6.389,6.435,6.456,6.49,6.526,6.577,6.601,6.635,6.658,6.699,6.737,6.778,6.806,6.855,6.873,6.96,6.969,6.989,7.006,7.024,7.054,7.074,7.12,7.152,7.183,7.21,7.212,7.231,7.299,7.328,7.365,7.389,7.392,7.398,7.465,7.514,7.576,7.62,7.644,7.661,7.694,7.573,7.572,7.596,7.725,7.8,7.946,8.458,8.401,8.525,8.297,8.34,8.412,8.491,8.565,8.836,8.913,9.059,9.263,9.269,9.237,9.384,9.228,9.234,9.28,9.297,9.358,9.442,9.462,9.63,9.759,10.296,10.223,10.325,10.107,10.11,10.146,10.148,10.174,10.255,10.313,10.383,10.561,10.847,10.815,10.899,10.744,10.769,10.827
"51","40","  Food services and accommodations","DFSARG3",11.211,11.268,11.288,11.359,11.424,11.451,11.508,11.524,11.56,11.564,11.616,11.624,11.676,11.725,11.725,11.74,11.736,11.745,11.782,11.778,11.785,11.799,11.792,11.831,11.846,11.893,11.892,11.942,11.953,11.965,12.007,12,12.089,12.086,12.134,12.142,12.138,12.177,12.203,12.207,12.245,12.306,12.358,12.352,12.314,12.378,12.405,12.442,12.455,12.495,12.502,12.516,12.565,12.561,12.546,12.547,12.595,12.649,12.641,12.641,12.672,12.668,12.721,12.732,12.77,12.774,12.775,12.775,12.765,12.801,12.79,12.81,12.861,12.878,12.914,12.935,12.921,12.925,12.943,13.053,13.13,13.142,13.173,13.193,13.222,13.236,13.301,13.301,13.409,13.516,13.576,13.588,13.634,13.68,13.77,13.864,13.928,13.996,14.049,14.15,14.196,14.232,14.291,14.332,14.385,14.433,14.519,14.578,14.619,14.706,14.754,14.792,14.883,14.979,15.032,15.109,15.196,15.236,15.323,15.383,15.448,15.517,15.564,15.646,15.74,15.816,15.908,15.996,16.12,16.275,16.341,16.417,16.5,16.638,16.744,16.93,17.018,17.076,17.169,17.233,17.28,17.339,17.433,17.533,17.645,17.74,17.772,17.804,17.889,17.966,18.018,18.112,18.164,18.202,18.243,18.268,18.323,18.358,18.405,18.499,18.575,18.623,18.669,18.735,18.821,18.864,18.946,18.989,19.03,19.13,19.242,19.405,19.628,19.751,19.87,20.047,20.373,20.668,20.901,21.058,21.189,21.302,21.443,21.681,21.869,22.102,22.359,22.588,22.76,22.972,23.142,23.354,23.516,23.722,23.817,23.935,24.031,24.091,24.203,24.374,24.533,24.699,24.87,24.996,25.088,25.259,25.357,25.492,25.657,25.746,25.916,26.067,26.202,26.303,26.404,26.541
"52","41","  Financial services and insurance","DIFSRG3",15.059,15.058,15.036,14.998,14.98,14.99,15.02,15.041,15.097,15.163,15.221,15.291,15.434,15.448,15.474,15.557,15.622,15.699,15.77,15.85,15.906,15.987,16.043,16.079,16.028,16.043,16.049,16.064,16.078,16.158,16.254,16.348,16.436,16.503,16.593,16.69,16.857,16.907,16.913,16.969,17.006,17.037,17.011,16.935,16.902,16.872,16.921,16.963,17.039,16.949,16.893,16.869,16.851,16.871,16.899,16.951,16.967,16.989,17.069,17.173,17.246,17.327,17.431,17.498,17.573,17.648,17.714,17.788,17.865,17.948,17.993,18.008,17.975,17.966,17.942,17.975,17.998,18.039,18.103,18.149,18.203,18.27,18.346,18.472,18.614,18.78,18.908,19.015,19.108,19.192,19.287,19.403,19.487,19.559,19.608,19.583,19.566,19.506,19.461,19.468,19.479,19.535,19.584,19.63,19.717,19.855,19.969,20.068,20.118,20.331,20.581,20.683,20.861,21.044,21.241,21.398,21.534,21.679,21.827,22.004,22.284,22.39,22.542,22.694,22.849,22.946,23.06,23.172,23.302,23.438,23.557,23.708,23.738,23.802,23.873,23.948,24,24.104,24.176,24.218,24.373,24.523,24.641,24.716,24.821,24.942,25.047,25.214,25.378,25.562,25.737,25.922,26.035,26.146,26.269,26.426,26.703,26.838,26.939,27.006,27.098,27.18,27.295,27.38,27.422,27.453,27.501,27.529,27.146,27.211,27.34,27.497,27.623,27.759,27.807,28.072,28.181,28.311,28.447,28.659,28.94,29.156,29.358,29.535,29.749,29.929,30.134,30.388,30.613,30.785,31.015,31.215,31.398,31.549,31.723,31.96,32.146,32.315,32.349,32.404,32.52,32.769,33.166,33.22,33.307,33.327,33.252,33.071,33.006,33.125,33.479,33.83,34.051,34.113,34.201,34.398
"53","42","  Other goods and services","DOISRG3",11.926,11.923,11.927,11.995,12.024,12.075,12.117,12.173,12.249,12.246,12.279,12.31,12.324,12.321,12.339,12.348,12.363,12.376,12.367,12.377,12.38,12.378,12.399,12.404,12.413,12.415,12.427,12.422,12.431,12.439,12.438,12.453,12.468,12.471,12.491,12.489,12.523,12.53,12.568,12.519,12.508,12.559,12.554,12.557,12.589,12.605,12.629,12.638,12.666,12.673,12.677,12.722,12.768,12.823,12.848,12.878,12.879,12.909,12.919,13.022,13.023,13.062,13.069,13.089,13.108,13.107,13.129,13.149,13.167,13.182,13.221,13.241,13.266,13.314,13.346,13.4,13.45,13.481,13.475,13.472,13.476,13.474,13.489,13.51,13.548,13.578,13.612,13.681,13.73,13.775,13.817,13.854,13.874,13.918,13.957,13.979,14.029,14.071,14.095,14.135,14.169,14.178,14.222,14.298,14.365,14.407,14.447,14.497,14.573,14.625,14.68,14.724,14.778,14.834,14.861,14.913,14.975,15.046,15.118,15.184,15.258,15.317,15.397,15.5,15.545,15.64,15.753,15.826,15.913,15.967,16.068,16.125,16.177,16.263,16.316,16.394,16.457,16.515,16.573,16.639,16.709,16.785,16.837,16.899,16.95,16.985,17.041,17.071,17.106,17.159,17.232,17.311,17.403,17.452,17.521,17.565,17.639,17.709,17.79,17.874,18.008,18.048,18.066,18.087,18.12,18.171,18.232,18.285,18.344,18.363,18.461,18.626,18.646,18.757,18.877,18.89,19.017,19.144,19.242,19.335,19.444,19.598,19.796,19.927,20.134,20.368,20.543,20.787,20.984,21.138,21.305,21.535,21.633,21.782,21.895,21.951,22.043,22.135,22.259,22.287,22.359,22.452,22.574,22.708,22.858,22.928,23.01,23.124,23.213,23.248,23.339,23.457,23.599,23.694,23.826,23.913
"54","43","  Net foreign travel and expenditures abroad by U.S. residents","ZZZZZZ3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","44","Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRG3",54.163,53.932,54.313,54.943,55.036,55.014,55.714,55.911,56.171,55.988,55.734,54.926,54.19,53.266,52.458,52.113,51.432,50.955,50.622,50.507,50.474,50.388,50.341,50.63,50.785,51.105,51.429,51.458,51.703,52.132,52.192,52.46,52.736,52.597,52.582,52.603,52.598,52.458,52.75,52.776,52.779,52.678,52.749,52.585,52.829,52.794,52.693,52.927,53.239,53.257,53.329,53.409,53.561,53.554,53.75,53.658,53.655,53.705,53.835,53.797,53.657,53.63,53.71,53.508,53.462,53.871,53.91,53.819,53.852,53.858,53.889,54.083,54.3,54.788,54.917,54.906,55.307,55.246,55.27,55.288,55.554,55.674,55.923,56.125,56.179,56.454,56.608,56.819,57.2,57.04,57.4,57.673,57.66,58.111,58.308,58.226,58.359,58.266,58.362,58.709,59.188,59.192,59.222,59.377,59.56,59.59,59.796,60.246,60.417,60.577,60.451,60.757,61.084,61.109,61.418,61.76,61.756,62.173,62.412,62.901,63.322,63.59,64.176,64.42,64.834,65.376,65.576,65.917,66.203,66.286,66.606,67.234,67.071,67.329,67.3,67.523,67.814,67.76,67.873,68.074,68.688,69.124,69.487,69.674,70.362,70.6,71.161,71.095,71.553,71.793,72.079,72.697,72.859,72.984,73.155,73.089,73.726,73.918,73.835,73.938,74.161,74.597,74.71,75.343,75.721,76.108,76.359,76.688,75.905,76.049,76.373,77.703,77.389,79.63,81.042,80.595,83.124,82.502,83.19,83.556,85.15,86.802,87.85,89.806,91.527,92.491,91.694,92.901,93.752,93.682,94.751,95.176,95.154,97.768,98.805,96.29,98.877,99.478,101.579,101.01,101.698,100.254,101.365,103.942,104.701,104.752,104.091,104.201,104.365,103.804,103.121,104.449,105.081,105.225,106.037,108.429
"56","45","  Gross output of nonprofit institutions \2\","DNPERG3",9.364,9.376,9.462,9.637,9.749,9.817,9.933,10.027,10.124,10.194,10.225,10.188,10.049,10.026,10.013,10.041,10.059,10.08,10.071,10.09,10.127,10.148,10.171,10.2,10.212,10.232,10.233,10.225,10.244,10.276,10.28,10.298,10.345,10.334,10.338,10.342,10.364,10.374,10.402,10.444,10.459,10.474,10.48,10.487,10.532,10.54,10.557,10.579,10.601,10.626,10.637,10.647,10.68,10.703,10.745,10.78,10.791,10.807,10.842,10.865,10.89,10.893,10.924,10.927,10.936,10.977,10.994,11.016,11.021,11.064,11.091,11.113,11.154,11.197,11.214,11.244,11.298,11.315,11.319,11.323,11.369,11.387,11.412,11.45,11.462,11.508,11.529,11.582,11.625,11.678,11.712,11.757,11.804,11.881,11.921,11.936,11.993,12.01,12.063,12.114,12.172,12.218,12.249,12.316,12.355,12.386,12.456,12.512,12.576,12.621,12.681,12.728,12.778,12.852,12.889,12.971,13.022,13.102,13.154,13.218,13.276,13.355,13.47,13.545,13.614,13.685,13.763,13.836,13.936,13.997,14.076,14.177,14.263,14.318,14.394,14.459,14.538,14.616,14.663,14.709,14.793,14.865,14.933,14.999,15.046,15.076,15.121,15.175,15.241,15.31,15.365,15.443,15.486,15.528,15.573,15.647,15.72,15.791,15.821,15.852,15.881,15.976,16.091,16.197,16.262,16.326,16.377,16.435,16.376,16.45,16.542,16.723,16.737,16.976,17.249,17.337,17.597,17.583,17.695,17.813,18.018,18.257,18.499,18.71,18.994,19.184,19.216,19.446,19.659,19.725,19.891,20.076,20.15,20.41,20.533,20.492,20.725,20.96,21.332,21.351,21.559,21.513,21.739,21.995,22.132,22.193,22.241,22.351,22.489,22.602,22.706,22.889,23.052,23.08,23.244,23.434
