"","Table 1#5#5# Gross Domestic Product, Expanded Detail            ","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44"
"11","4","    Durable goods","DDURRC1",9.8,7.7,5.9,4,3.8,4.6,5.5,6.7,7.4,6.1,7.2,8.3,10.3,7.6,7.5,7.7,9.1,17.1,21.8,24.5,26.6,32.4,31.7,31.2,34.6,33.7,40.7,40.2,42,39.5,44.9,45.6,44.2,49.5,54.2,59.6,66.4,71.7,74,84.8,90.5
"12","5","      Motor vehicles and parts","DMOTRC1",3.3,2.2,1.6,1,1.1,1.4,1.9,2.4,2.5,1.7,2.2,2.8,3.5,0.7,0.8,0.8,1,4.1,6.5,7.9,10.5,13.7,12.1,11.4,13.8,12.7,17.7,15.7,17.5,15,18.8,19.6,17.7,21.4,24.2,25.8,29.6,29.9,29.6,35.4,37.4
"13","6","      Furnishings and durable household equipment","DFDHRC1",3.8,3,2.6,1.9,1.7,2,2.3,2.9,3.2,2.8,3.2,3.5,4.4,4.2,3.8,3.8,4.5,7.7,9.6,10.5,10.1,11.8,12.4,12.2,12.6,12.5,14,14.8,14.8,14.6,15.5,15.4,15.6,16.4,17.5,19.5,20.7,22.6,23.7,26.1,27.6
"14","7","      Recreational goods and vehicles","DREQRC1",1.5,1.4,0.9,0.5,0.4,0.5,0.6,0.7,0.8,0.8,0.9,1,1.2,1.2,1,1,1.2,2.5,3,3.1,3.2,4.1,4.1,4.3,4.7,4.9,5.3,5.7,5.8,5.9,6.4,6.4,6.6,6.9,7.6,8.8,10.1,12.3,13.6,15.3,16.7
"15","8","      Other durable goods","DODGRC1",1.2,1.1,0.8,0.6,0.5,0.6,0.6,0.7,0.8,0.8,0.9,1,1.2,1.5,1.9,2.1,2.4,2.8,2.8,2.9,2.8,2.9,3.2,3.4,3.5,3.6,3.7,4,4,4.1,4.2,4.3,4.3,4.7,4.9,5.5,6,6.9,7.1,8,8.7
"16","9","    Nondurable goods","DNDGRC1",33.9,30.5,25.8,20.2,20,23.9,26.1,29.2,31,29.9,30.8,32.3,37.2,43.4,48.9,52.8,58.5,69.1,77.6,83,81.5,84.4,93,97.5,100.2,102.1,106.7,112,117.6,122,127.7,131.4,134.6,139.5,143.9,152.7,163.3,177.9,185,199.8,214.2
"17","10","      Food and beverages purchased for off-premises consumption","DFXARC1",16.3,14.8,11.9,9,9.5,11.7,13.3,15.1,16,15.1,15.2,15.9,18.2,21.6,24.3,26,28.2,34.9,40.2,41.8,40.4,41.4,46,48.4,49.3,50.6,52,54.2,57.1,59.8,61.6,62.6,63.7,64.7,65.9,69.5,74.4,80.6,82.6,88.8,95.4
"18","11","      Clothing and footwear","DCLORC1",9,7.8,6.7,4.9,4.5,5.5,5.8,6.3,6.6,6.5,6.9,7.2,8.5,10.6,12.9,14.1,15.9,17.5,18,19.3,18.6,18.9,20.5,21.2,21.3,21.4,22.4,23.4,23.6,23.9,25.4,25.9,26.6,27.9,28.6,31.1,32.7,35.8,37.5,41.3,44.3
"19","12","      Gasoline and other energy goods","DGOERC1",3.4,3.3,2.8,2.6,2.6,2.9,3,3.3,3.5,3.4,3.6,3.8,4.3,3.9,3.3,3.4,4,5.8,6.9,8.2,8.3,8.9,9.6,10.2,10.8,11.3,12.4,13.3,14.2,14.7,15.3,15.8,15.7,16.3,16.9,17.7,19.1,20.7,21.9,23.2,25
"20","13","      Other nondurable goods","DONGRC1",5.3,4.6,4.4,3.6,3.4,3.8,4,4.4,4.8,4.8,5.1,5.4,6.2,7.2,8.4,9.3,10.5,10.9,12.4,13.6,14.1,15.2,16.9,17.8,18.8,18.8,19.9,21.1,22.6,23.6,25.5,27.1,28.6,30.7,32.5,34.5,37.1,40.8,43,46.5,49.5
"21","14","  Services","DSERRC1",33.6,32,29,24.6,22.2,23,24.3,26.2,28.5,28.3,29.3,30.7,33.6,38,43.6,48.1,52.4,58.1,62.6,67.6,70.4,75.4,83.8,90.7,98.2,104.2,111.4,119.5,127.3,134.6,145.1,154.8,163.4,174.4,184.6,199.2,214.1,231.3,248.8,273.4,300.4
"22","15","    Household consumption expenditures (for services)","DHCERC1",32.3,30.7,27.8,23.6,21.3,22.1,23.4,25.3,27.5,27.3,28.3,29.6,32.5,36.7,42.1,46.5,50.6,56.1,60.4,65.3,68.1,72.9,81.1,87.8,95.2,100.9,107.9,115.6,123.1,130.1,140,149.5,157.9,168.7,178.6,192.5,206.9,223.5,240.4,264,290.4
"23","16","      Housing and utilities","DHUTRC1",12.9,12.5,11.8,10.5,9.4,9.1,9.2,9.6,10.2,10.6,10.9,11.3,12.1,13,13.5,14.2,14.7,16.3,18.3,20.5,22.6,25.1,28.1,31.2,34.5,37.4,40,42.9,45.9,49.2,52.8,56.7,60.3,64.5,68.2,72.1,76.6,81.2,86.3,92.7,101
"24","17","      Health care","DHLCRC1",2.3,2.2,2,1.7,1.5,1.6,1.7,1.9,2,2,2.1,2.2,2.3,2.6,2.8,3.2,3.4,4.3,5,5.8,6,6.4,6.9,7.6,8.4,9.3,9.9,10.9,12,13.4,14.8,16,17.1,19.1,21,24.2,26,28.7,31.9,36.6,42.1
"25","18","      Transportation services","DTRSRC1",2.4,2.1,1.8,1.4,1.3,1.5,1.5,1.7,1.8,1.7,1.8,1.9,2.2,2.6,3.2,3.5,3.8,4.7,4.9,5.2,5.3,5.4,6,6.3,6.8,6.8,7.1,7.6,8,8.1,8.7,9.2,9.6,10.1,10.6,11.4,12.1,13.1,14.3,15.9,18
"26","19","      Recreation services","DRCARC1",1.6,1.5,1.4,1.1,1,1.1,1.2,1.3,1.5,1.4,1.5,1.6,1.7,2,2.3,2.6,2.8,3.5,3.6,3.6,3.6,3.6,3.8,4,4.2,4.5,4.8,5.2,5.2,5.4,5.9,6.5,6.9,7.5,7.9,8.5,9,9.8,10.5,11.7,12.9
"27","20","      Food services and accommodations","DFSARC1",3.4,3.3,3,2.4,2.1,2.6,3,3.4,4,3.9,4.1,4.4,5.3,6.9,9.1,10.9,12.7,12.7,12.5,12.6,12.4,12.7,15,16,16.5,16.6,17,17.7,18.5,18.7,19.7,20.5,21,22.3,23.3,24.9,27.2,29.6,31,34.6,37.5
"28","21","      Financial services and insurance","DIFSRC1",2.9,2.6,2.2,1.9,1.9,1.8,2.1,2.2,2.4,2.3,2.3,2.4,2.5,2.6,2.8,3,3.2,3.8,4.2,4.7,4.9,5.6,6.3,6.7,7.8,8.6,9.6,10.4,11.1,11.6,12.5,13.6,14.8,15.4,15.9,17.7,19.4,21.3,22.8,25.8,28.5
"29","22","      Other services","DOTSRC1",6.9,6.5,5.6,4.5,4,4.4,4.6,5.1,5.7,5.4,5.6,5.8,6.3,7.1,8.2,9.1,10,10.8,12,12.9,13.3,14.1,15.1,16,17.1,17.8,19.4,20.9,22.4,23.8,25.5,27.1,28.3,29.9,31.6,33.8,36.6,39.9,43.6,46.8,50.5
"30","23","    Final consumption expenditures of nonprofit institutions serving households (NPISHs) \1\","DNPIRC1",1.3,1.3,1.2,1,0.9,0.9,0.9,0.9,1,1,1,1.1,1.1,1.3,1.5,1.7,1.7,2,2.1,2.3,2.4,2.5,2.6,2.9,3.1,3.3,3.5,3.9,4.2,4.5,5.1,5.3,5.5,5.7,6,6.7,7.2,7.8,8.4,9.3,10.1
"31","24","      Gross output of nonprofit institutions \2\","DNPERC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,15.1,16,17.2,18.6,20.5,22.3,24.6,27.4,30.9,34.6
"32","25","      Less: Receipts from sales of goods and services by nonprofit institutions \3\","DNPSRC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9.8,10.5,11.5,12.6,13.8,15.1,16.9,18.9,21.6,24.6
"33","26","Gross private domestic investment","A006RC1",16.5,10.8,5.9,1.3,1.7,3.7,6.7,8.6,12.2,7.1,9.3,13.6,18.1,10.4,6.1,7.8,10.8,31.1,35,48.1,36.9,54.1,60.2,54,56.4,53.8,69,72,70.5,64.5,78.5,78.9,78.2,88.1,93.8,102.1,118.2,131.3,128.6,141.2,156.4
"34","27","  Fixed investment","A007RC1",14.9,11,7,3.6,3.1,4.3,5.6,7.5,9.5,7.7,9.1,11.2,13.8,8.5,6.9,8.7,12.3,25.1,35.5,42.4,39.6,48.3,50.3,50.5,54.5,55.8,64,68.1,69.7,64.9,74.6,75.7,75.2,82,88.1,97.2,109,117.7,118.7,132.1,147.3
"35","28","    Nonresidential","A008RC1",11,8.6,5.3,2.9,2.5,3.3,4.3,5.8,7.5,5.5,6.1,7.7,9.7,6.3,5.4,7.4,10.6,17.3,23.5,26.8,24.9,27.8,31.8,31.9,35.1,34.7,39,44.5,47.5,42.5,46.5,49.4,48.8,53.1,56,63,74.8,85.4,86.4,93.4,104.7
"36","29","      Structures","B009RC1",5.5,4.4,2.6,1.4,1.1,1.2,1.4,1.9,2.7,2.1,2.2,2.6,3.3,2.2,1.8,2.4,3.3,7.4,8.1,9.5,9.2,10,12,12.2,13.6,13.9,15.2,18.2,19,17.6,18.1,19.6,19.7,20.8,21.2,23.7,28.3,31.3,31.5,33.6,37.7
"37","30","      Equipment and software","B010RC1",5.5,4.2,2.6,1.5,1.4,2.1,2.8,3.9,4.8,3.4,3.9,5.2,6.4,4.1,3.7,5,7.3,9.9,15.3,17.3,15.7,17.8,19.9,19.7,21.5,20.8,23.9,26.3,28.6,24.9,28.4,29.8,29.1,32.3,34.8,39.2,46.5,54,54.9,59.9,67
"38","31","        Information processing equipment and software","A679RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.7,1.8,1.6,1.8,2.1,2.4,2.7,2.4,2.8,3.4,4,3.6,4,4.9,5.3,5.7,6.5,7.4,8.5,10.7,11.3,11.9,14.6
"39","32","          Computers and peripheral equipment","B935RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.3,0.3,0.7,0.9,1.2,1.7,1.9,1.9,2.4
"40","33","          Software \4\","B985RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.1,0.2,0.2,0.4,0.5,0.7,1,1.2,1.3,1.8
"41","34","          Other","A937RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,1.7,1.8,1.6,1.8,2.1,2.4,2.7,2.4,2.8,3.4,4,3.6,4,4.6,4.8,5.1,5.4,5.9,6.7,8,8.2,8.7,10.4
"42","35","        Industrial equipment","A680RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,4.6,4.6,3.7,4.5,5.7,5.9,6.7,7.1,7.3,8.8,9.6,8.2,8.5,9.4,8.8,9.3,10,11.4,13.7,16.2,16.9,17.3,19.1
"43","36","        Transportation equipment","A681RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4.9,5.5,5.7,6.4,6.6,5.7,6.6,6,7.5,7.4,8.3,6.1,8.3,8.5,8,9.8,9.4,10.6,13.2,14.5,14.3,17.6,18.9
"44","37","        Other equipment","A862RC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,4.1,5.4,4.7,5.1,5.5,5.6,5.6,5.3,6.3,6.7,6.7,6.9,7.6,7.1,7,7.5,8.8,9.9,11,12.7,12.4,13,14.4
"45","38","    Residential","A011RC1",4,2.4,1.8,0.8,0.6,0.9,1.3,1.7,2.1,2.1,3,3.5,4.1,2.2,1.4,1.4,1.7,7.8,12.1,15.6,14.6,20.5,18.4,18.6,19.4,21.1,25,23.6,22.2,22.3,28.1,26.3,26.4,29,32.1,34.3,34.2,32.3,32.4,38.7,42.6
"46","39","  Change in private inventories","A014RC1",1.5,-0.2,-1.1,-2.4,-1.4,-0.6,1.1,1.2,2.6,-0.6,0.2,2.4,4.3,1.9,-0.7,-0.9,-1.5,6,-0.6,5.7,-2.7,5.8,9.9,3.5,1.9,-1.9,5,4,0.8,-0.4,3.9,3.2,3,6.1,5.6,4.8,9.2,13.6,9.9,9.1,9.2
"47","40","    Farm","B018RC1",-0.1,-0.3,0.5,0.1,-0.1,-0.8,0.7,-0.9,0.9,0.4,-0.1,0.5,0.4,1.3,-0.2,-0.3,-0.9,-0.2,-1.8,2.7,-0.6,-0.1,1,1.4,0.7,0.2,-0.6,-1,0.1,2,-1.6,0.6,0.9,0.6,0.5,-1.2,0.8,-0.5,0.9,1.4,0
"48","41","    Nonfarm","A015RC1",1.7,0,-1.6,-2.5,-1.3,0.2,0.4,2,1.7,-1,0.3,1.9,3.9,0.6,-0.5,-0.6,-0.6,6.2,1.2,3,-2.1,5.9,8.9,2.1,1.2,-2.1,5.6,4.9,0.7,-2.3,5.5,2.7,2.1,5.5,5.1,6,8.4,14.1,9,7.7,9.2
"49","42","Net exports of goods and services","A019RC1",0.4,0.3,0,0,0.1,0.3,-0.2,-0.1,0.1,1,0.8,1.5,1,-0.3,-2.2,-2,-0.8,7.2,10.8,5.5,5.2,0.7,2.5,1.2,-0.7,0.4,0.5,2.4,4.1,0.5,0.4,4.2,4.9,4.1,4.9,6.9,5.6,3.9,3.6,1.4,1.4
"50","43","  Exports","B020RC1",5.9,4.4,2.9,2,2,2.6,2.8,3,4,3.8,4,4.9,5.5,4.4,4,4.9,6.8,14.2,18.7,15.5,14.5,12.4,17.1,16.5,15.3,15.8,17.7,21.3,24,20.6,22.7,27,27.6,29.1,31.1,35,37.1,40.9,43.5,47.9,51.9
"51","44","    Goods","A253RC1",5.3,3.9,2.5,1.7,1.7,2.2,2.4,2.6,3.5,3.2,3.3,4.1,4.5,3.4,2.9,3.6,5.4,11.8,16.1,13.3,12.2,10.2,14.2,13.4,12.4,12.9,14.4,17.6,19.6,16.4,16.5,20.5,20.9,21.7,23.3,26.7,27.8,30.7,32.2,35.3,38.3
"52","45","    Services","A646RC1",0.6,0.5,0.4,0.3,0.3,0.3,0.4,0.4,0.6,0.6,0.6,0.8,0.9,1,1.1,1.3,1.4,2.4,2.6,2.3,2.3,2.1,2.9,3,2.9,2.9,3.3,3.7,4.5,4.1,6.3,6.6,6.7,7.4,7.7,8.3,9.4,10.2,11.3,12.6,13.7
"53","46","  Imports","B021RC1",5.6,4.1,2.9,1.9,1.9,2.2,3,3.2,4,2.8,3.1,3.4,4.4,4.6,6.3,6.9,7.5,7,7.9,10.1,9.2,11.6,14.6,15.3,16,15.4,17.2,18.9,19.9,20,22.3,22.8,22.7,25,26.1,28.1,31.5,37.1,39.9,46.6,50.5
"54","47","    Goods","A255RC1",4.5,3.1,2.1,1.3,1.5,1.8,2.5,2.5,3.2,2.2,2.4,2.7,3.4,2.7,3.4,3.8,3.9,5.1,6,7.6,6.9,9.1,11.2,10.8,11,10.4,11.5,12.8,13.3,13,15.3,15.2,15.1,16.9,17.7,19.4,22.2,26.3,27.8,33.9,36.8
"55","48","    Services","B656RC1",1.1,1,0.8,0.6,0.4,0.5,0.5,0.6,0.8,0.7,0.7,0.7,1,1.9,2.8,3.1,3.7,1.9,2,2.5,2.4,2.5,3.4,4.5,5,5.1,5.7,6.1,6.7,7.1,7,7.6,7.6,8.1,8.4,8.7,9.3,10.7,12.2,12.6,13.7
"56","49","Government consumption expenditures and gross investment","A822RC1",9.4,10,9.9,8.7,8.7,10.5,10.9,13.1,12.8,13.8,14.8,15,26.5,62.7,94.8,105.3,93,39.6,36.3,40.5,46.6,46.7,68.1,83.6,90.5,86.1,86.4,91.4,99.7,106,110,111.5,119.5,130.1,136.4,143.2,151.4,171.6,192.5,209.3,221.4
"57","50","  Federal","A823RC1",1.7,1.8,1.9,1.8,2.3,3.3,3.4,5.6,5.1,5.7,6,6.5,18,54.1,86.5,96.9,84,28.8,22.6,24.2,27.6,26,45,59.1,64.4,57.2,54.9,56.7,61.3,63.8,65.3,64.1,67.9,75.2,76.9,78.4,80.4,92.4,104.6,111.3,113.3
"58","51","    National defense","A824RC1",0.9,0.9,0.9,0.9,0.9,0.8,1,1.2,1.3,1.4,1.5,2.5,14.3,51.1,84.2,94.5,81.9,25.1,18.2,18.2,19.8,19.5,39.2,52.3,55.9,49.2,46.9,49.2,53.6,55.4,53.8,53.3,56.5,61.1,61,60.2,60.6,71.7,83.4,89.2,89.5
"59","52","      Consumption expenditures","A997RC1",0.9,0.9,0.9,0.9,0.8,0.7,0.9,1,1,1,1.2,1.7,7.1,25.1,46.8,59.1,59.3,23.6,17.2,16.3,16.9,17.1,30.1,38.9,41.2,37.1,36.8,38.7,43.1,44,40.1,41,42.7,46.6,48.3,48.8,50.6,59.9,69.9,77.1,78.1
"60","53","      Gross investment","A788RC1",0,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.8,7.2,26,37.4,35.4,22.7,1.5,0.9,2,2.9,2.4,9.1,13.4,14.7,12.1,10.1,10.5,10.5,11.3,13.7,12.3,13.9,14.5,12.6,11.5,10,11.8,13.5,12.2,11.3
"61","54","    Nondefense","A825RC1",0.8,0.9,0.9,0.9,1.4,2.5,2.3,4.3,3.8,4.4,4.5,4,3.7,3,2.3,2.5,2.1,3.7,4.4,5.9,7.9,6.5,5.8,6.8,8.5,8.1,7.9,7.5,7.7,8.4,11.5,10.7,11.4,14.1,15.9,18.2,19.8,20.8,21.2,22,23.8
"62","55","      Consumption expenditures","A542RC1",0.7,0.7,0.7,0.6,0.9,1.7,1.3,3.3,2.9,3.4,3.7,3.2,2.3,2,1.5,1.9,1.5,3.3,3.6,4.9,6.4,4.9,4.3,5.3,7.1,6.9,7.1,6.3,6.3,6.8,9.8,8.7,9,11.3,12.4,14,15.1,15.9,17,18.2,20.2
"63","56","      Gross investment","A798RC1",0.2,0.2,0.3,0.3,0.5,0.8,1.1,1,0.9,0.9,0.8,0.8,1.4,1,0.8,0.5,0.6,0.4,0.8,1,1.4,1.6,1.5,1.6,1.4,1.2,0.9,1.2,1.4,1.6,1.7,2,2.4,2.9,3.5,4.2,4.7,4.9,4.2,3.8,3.6
"64","57","  State and local","A829RC1",7.6,8.2,8,6.9,6.4,7.2,7.5,7.5,7.7,8.1,8.8,8.6,8.6,8.6,8.4,8.4,9,10.8,13.7,16.3,19,20.7,23,24.4,26.1,28.9,31.6,34.7,38.3,42.2,44.7,47.5,51.6,54.9,59.5,64.8,71,79.2,87.9,98,108.2
"65","58","    Consumption expenditures","A991RC1",5,5.3,5.4,5.1,5,5.5,5.9,4.6,5.1,5.1,5.4,5.8,6.3,7,7.5,7.7,8.2,9.2,10.9,12.3,13.7,14.9,16.1,17.1,18.2,19.7,21.6,23.4,25.8,28.6,30.7,33.5,36.6,39,41.9,45.8,50.2,56.1,62.6,70.4,79.8
"66","59","    Gross investment","A799RC1",2.6,2.9,2.6,1.8,1.3,1.8,1.6,2.9,2.6,3,3.4,2.8,2.2,1.5,0.9,0.7,0.8,1.6,2.8,4,5.3,5.9,7,7.3,7.9,9.2,10,11.3,12.5,13.5,13.9,13.9,15,15.9,17.5,19,20.8,23.1,25.3,27.7,28.3
"67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","1. Net expenses of NPISHs, defined as their gross operating expenses less primary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","sales to households.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2. Gross output is net of unrelated sales, secondary sales, and sales to business,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","to government, and to the rest of the world; excludes own-account investment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","(construction and software).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","3. Excludes unrelated sales, secondary sales, and sales to business, to government,",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","and to the rest of the world; includes membership dues and fees.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","4. Excludes software ""embedded,"" or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
