"","Table 1#5#6# Real Gross Domestic Product, Expanded Detail, Chain","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18"
"55","48","      Gross investment","A788RX1",72.9,68.7,66.1,57.7,53.8,50.9,51.3,45.1,45.6,47.6,48.8,50.8,56.6,61.6,70.6
"56","49","    Nondefense","A825RX1",178.6,182.8,195.4,194.1,191.7,191,189.6,194.5,195.9,201.5,208.5,216.5,232,237.6,236.6
"57","50","      Consumption expenditures","A542RX1",156.5,158.4,168.2,166,167.3,164.7,161.1,166.6,164.8,168.1,177.8,185.8,199,204,201.5
"58","51","      Gross investment","A798RX1",23.1,25,27.6,28.2,25.2,26.7,28.6,28.2,31.2,33.4,30.7,30.7,32.9,33.5,35.2
"59","52","  State and local","A829RX1",868.4,886.8,906.5,919.5,943.3,968.3,990.5,1025.9,1063,1113.2,1142.8,1179,1211.4,1219.8,1224.9
"60","53","    Consumption expenditures","A991RX1",714.2,729,746.5,761.4,780.6,798.4,812.8,834.9,866.4,900.3,917.8,941.2,962.2,969,973.7
"61","54","    Gross investment","A799RX1",154.6,158.2,160.3,158.7,163.2,170.4,178,191.1,196.7,212.9,225,237.8,249.2,250.9,251.3
"62","55","Residual","AR05RX1",-173.8,-164,-148.9,-138.1,-120.1,-94.9,-66.8,-43.2,-23.7,-7.9,0.1,1.2,-0.9,-14.9,-41.8
"63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","1. The quantity index for computers can be used to accurately measure the real growth of this",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","component.  However, because computers exhibit rapid changes in prices relative to other prices in the",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","economy, the chained-dollar estimates should not be used to measure the component's relative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","importance or its contribution to the growth rate of more aggregate series; accurate estimates of these",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","contributions are shown in table 1.5.2 and real growth rates are shown in table 1.5.1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2. Excludes software ""embedded,'' or bundled, in computers and other equipment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Note. The residual line is the difference between the first line and the sum of the most detailed lines.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
